wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,etym_map,origin,wd_div,lang,textlineid,syntag,syntag2,lemma,lemma_src,lemma_dmf,pos,pos_syn,morph,ref,tei_left,tei_right
63,10,8,menestier,menestier,mEnEStiEr,m.e.n.e.s.t.i.e.r,m/E\.n/E\S.'t/iE\r,m-.e[.-n-.e].-s.t-.ɛ'[.-rj- _o[,native,|,fro,10,N,N,métier,DMF,métier,NOMcom,NOMcom,smr,"Eulalie, l. 10",,</l></lg>
184,28,3,mort,mort,mɔrT,m.o.r.t,m/ɔ\rT,m-.ɔ'].-r.t-_e[,native,_,fro,28,N,N,mort,DMF,mort,NOMcom,NOMcom,,"Eulalie, l. 28",,
89,14,5,nom,nom,nOm,n.o.m,n/O\m,n-.o'[.m-_e[,native,_,fro,14,N,N,nom,DMF,nom,NOMcom,NOMcom,smr,"Eulalie, l. 14",,
39,7,3,or,or,ɔr,o.r,/ɔ\r,au'[.-r- o[,native,_,fro,7,N,N,or,DMF,or,NOMcom,NOMcom,smr,"Eulalie, l. 7",,
43,7,7,paramenz,paramenz,pArAmENTS,p.a.r.a.m.e.n.z.,p/A\.r/A\.'m/E\NTS,p-.a[.-r-.a[.-m-.ɛ'].-n.t-_o[.-s-,native,.,fro,7,N,N,parement,DMF,parement,NOMcom,NOMcom,pmr,"Eulalie, l. 7",,</l>
57,10,2,polle,polle,polə,p.o.ll.e,'p/o\.l/(ə)\,p-.u]_-p_o[.l-.a[,native,_,fro,10,N,N,poule2,DMF,poule2,NOMcom,NOMcom,sfn,"Eulalie, l. 10",,
48,8,5,preiement,preiement,prEiEmENT,p.r.e.i.e.m.e.n.t,pr/E\i./E\.'m/E\NT,p-.r-.e[.-k-.a[.m-.ɛ'].-n.t-.o[,native,|,fro,8,N,N,priement,DMF,priement,NOMcom,NOMcom,smr,"Eulalie, l. 8",,</l></lg>
2,1,2,pulcella,pulcella,pyLʦɛlə,p.u.l.c.e.ll.a,p/y\L.'ʦ/ɛ\.l/(ə)\,p-.u].-l_i[.c-.ɛ'].-ll-.a[,native,_,fro,1,N,N,pucelle,DMF,pucelle,NOMcom,NOMcom,sfn,"Eulalie, l. 1",,
71,12,2,rex,rex,rEiS,r.e.x.,r/E\iS,r-.e'].-k.s-,native,_,fro,12,N,N,roi,DMF,roi,NOMcom,NOMcom,smn,"Eulalie, l. 12",,
139,21,8,rex,rex,rEiS,r.e.x.,r/E\iS,r-.e'].-k.s-,native,_,fro,21,N,N,roi,DMF,roi,NOMcom,NOMcom,smn,"Eulalie, l. 21",,
157,24,3,seule,seule,Seulə,s.e.u.l.e,'S/e\u.l/(ə)\,s-.ɛ'].-k_u[.l-.o[,native,_,fro,24,N,N,siècle,DMF,siècle,NOMcom,NOMcom,smr,"Eulalie, l. 24",,
105,17,5,uirginitet,virginitet,virʤinitæð,v.i.r.g.i.n.i.t.e.t,v/i\r.ʤ/i\.n/i\.'t/æ\ð,,loan,_,fro,17,N,N,virginité,DMF,virginité,NOMcom,NOMcom,sfr,"Eulalie, l. 17",,</l>
161,24,7,Krist,krist,kriST,k.r.i.s.t,kr/i\ST,,,.|,fro,24,N,N,Christ,DMF,Christ,NOMpro,NOMpro,smr,"Eulalie, l. 24",,</l></lg>
180,27,5,chr[istu]s,christus,QRVQQVQ,ch.r.i.s.t.u.s,'QR/V\Q.Q/V\Q,,,_,lat,27,N,N,Christ,DMF,Christ,NOMpro,NOMpro,smn,"Eulalie, l. 27",,
14,3,5,d[e]o,deo,dæu,d.e.o,d/æ\u,,,_,fro,3,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,"Eulalie, l. 3",,
30,6,3,d[e]o,deo,dæu,d.e.o,d/æ\u,,,_,fro,6,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,"Eulalie, l. 6",,
62,10,7,d[e]o,deo,dæu,d.e.o,d/æ\u,,,_,fro,10,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,"Eulalie, l. 10",,
4,1,4,Eulalia,eulalia,VRVRVV,eu.l.a.l.i.a,/V\.R/V\.R/V\.'/V\,,,.,lat,1,N,N,Eulalie,---,,NOMpro,NOMpro,sfn,"Eulalie, l. 1",,</l>
69,11,6,Maximiien,maximiien,mAiSimiiEn,m.a.x..i.m.i.i.e.n,m/A\i.S/i\.m/i\.'/iE\n,,,.,fro,11,N,N,Maximien,---,,NOMpro,NOMpro,smr,"Eulalie, l. 11",,</l>
23,5,3,nt,nt,NT,n.t,/\NT,,,_,fro,5,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,"Eulalie, l. 5",,
92,15,2,ent,ent,ENT,e.n.t,/E\NT,,,_,fro,15,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,"Eulalie, l. 15",,
11,3,2,la,la,La,l.a,L/a\,,,+,fro,3,Prn,Prn%$,le,DMF,le,PRCper,PRCper,3sfa,"Eulalie, l. 3",,
17,4,2,la,la,La,l.a,L/a\,,,+,fro,4,Prn,Prn%$,le,DMF,le,PRCper,PRCper,3sfa,"Eulalie, l. 4",,
52,9,4,la,la,La,l.a,L/a\,,,+,fro,9,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sfa,"Eulalie, l. 9",,
118,19,5,lo,lo,Lo,l.o,L/o\,,,_,fro,19,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,"Eulalie, l. 19",,
79,13,2,li,li,Li,l.i,L/i\,,,_,fro,13,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,"Eulalie, l. 13",,
144,22,4,li,li,Li,l.i,L/i\,,,_,fro,22,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3sfi,"Eulalie, l. 22",,
188,28,7,nos,nos,noS,n.o.s,n/o\S,,,_,fro,28,Prn,Prn$$,nous,DMF,nous,PRCper,PRCper,4pmr,"Eulalie, l. 28",,
108,18,3,s,s,S,s,/\S,,,_,fro,18,Prn,Prn$$,se,DMF,se,PRCper,PRCper,3sfr,"Eulalie, l. 18",,
130,20,8,s,s,S,s,/\S,,,_,fro,20,Prn,Prn$$,se,DMF,se,PRCper,PRCper,3sfr,"Eulalie, l. 20",,
135,21,4,s,s,S,s,/\S,,,_,fro,21,Prn,Prn$$,se,DMF,se,PRCper,PRCper,3smr,"Eulalie, l. 21",,
73,12,4,a,a,a,a,/a\,,,+,fro,12,Pre,Pre,à,DMF,à,PRE,PRE,,"Eulalie, l. 12",,
111,18,6,a,a,a,a,/a\,a·C,,_,fro,18,Pre,Pre,à,DMF,à,PRE,PRE,,"Eulalie, l. 18",,
132,21,1,A,a,a,a,/a\,,,_,fro,21,Pre,Pre,à,DMF,à,PRE,PRE,,"Eulalie, l. 21",<lb/><lg type=&quot;couplet&quot;><l n=&quot;21&quot;>,
141,22,1,Ad,ad,að,a.d,/a\ð,,,_,fro,22,Pre,Pre,à,DMF,à,PRE,PRE,,"Eulalie, l. 22",<l n=&quot;22&quot;>,
167,25,6,a,a,a,a,/a\,a·d,,+,fro,25,Pre,Pre,à,DMF,à,PRE,PRE,,"Eulalie, l. 25",,
186,28,5,a,a,a,a,/a\,,,+,fro,28,Pre,Pre,à,DMF,à,PRE,PRE,,"Eulalie, l. 28",,
164,25,3,de,de,dE,d.e,d/E\,,,_,fro,25,Pre,Pre,de,DMF,de,PRE,PRE,,"Eulalie, l. 25",,
178,27,3,de,de,dE,d.e,d/E\,,,_,fro,27,Pre,Pre,de,DMF,de,PRE,PRE,,"Eulalie, l. 27",,
35,6,8,en,en,En,e.n,/E\n,,,_,fro,6,Pre,Pre,en,DMF,en,PRE,PRE,,"Eulalie, l. 6",,
115,19,2,en,en,EN,e.n,/E\N,,,+,fro,19,Pre,Pre,en,DMF,en,PRE,PRE,,"Eulalie, l. 19",,
162,25,1,I_n,in,in,i.n,/i\n,,,_,fro,25,Pre,Pre,en,DMF,en,PRE,PRE,,"Eulalie, l. 25",<lb/><lg type=&quot;couplet&quot;><l n=&quot;25&quot;>,
172,26,4,per,per,pÆr,p.e.r,p/Æ\r,,,_,fro,26,Pre,Pre,par,DMF,par,PRE,PRE,,"Eulalie, l. 26",,
191,29,1,P_ar,par,pAr,p.a.r,p/A\r,,,_,fro,29,Pre,Pre,par,DMF,par,PRE,PRE,,"Eulalie, l. 29",<lb/><l n=&quot;29&quot;>,
182,28,1,Post,post,pɔST,p.o.s.t,p/ɔ\ST,,,_,fro,28,Pre,Pre,post,TL,,PRE,PRE,,"Eulalie, l. 28",<l n=&quot;28&quot;>,
38,7,2,por,por,por,p.o.r,p/o\r,,,_,fro,7,Pre,Pre,pour,DMF,pour,PRE,PRE,,"Eulalie, l. 7",,
44,8,1,Por,por,por,p.o.r,p/o\r,,,_,fro,8,Pre,Pre,pour,DMF,pour,PRE,PRE,,"Eulalie, l. 8",<l n=&quot;8&quot;>,
65,11,2,por,por,por,p.o.r,p/o\r,,,+,fro,11,Pre,Pre,pour,DMF,pour,PRE,PRE,,"Eulalie, l. 11",,
106,18,1,Por,por,por,p.o.r,p/o\r,,,+,fro,18,Pre,Pre,pour,DMF,pour,PRE,PRE,,"Eulalie, l. 18",<l n=&quot;18&quot;>,
127,20,5,por,por,por,p.o.r,p/o\r,,,_,fro,20,Pre,Pre,pour,DMF,pour,PRE,PRE,,"Eulalie, l. 20",,
76,12,7,soure,soure,Sourə,s.o.u.r.e,'S/o\u.r/(ə)\,,,_,fro,12,Pre,Pre,sur,DMF,sur,PRE,PRE,,"Eulalie, l. 12",,
133,21,2,czo,czo,Çɔ,cz.o,Ç/ɔ\,,,_,fro,21,Dem,Dem,ce,DMF,ce,PRNdem,PRNdem,snr,"Eulalie, l. 21",,
66,11,3,o,o,ɔ,o,/ɔ\,,,_,fro,11,Dem,Dem,o4,DMF,o4,PRNdem,PRNdem,snr,"Eulalie, l. 11",,
107,18,2,o,o,ɔ,o,/ɔ\,,,+,fro,18,Dem,Dem,o4,DMF,o4,PRNdem,PRNdem,snr,"Eulalie, l. 18",,
128,20,6,o,o,ɔ,o,/ɔ\,,,.,fro,20,Dem,Dem,o4,DMF,o4,PRNdem,PRNdem,snr,"Eulalie, l. 20",,
169,26,1,Tuit,tuit,tyiT,t.u.i.t,t/y\iT,,,_,fro,26,QIs,QIs,tout,DMF,tout,PRNind,PRNind,pmn,"Eulalie, l. 26",<l n=&quot;26&quot;>,
21,5,1,E_lle,elle,elə,e.ll.e,'/e\.l/(ə)\,,,_,fro,5,Prn,Prn$,elle,DMF,elle,PRNper,PRNper,3sfn,"Eulalie, l. 5",<lb/><lg type=&quot;couplet&quot;><l n=&quot;5&quot;>,
29,6,2,elle,elle,elə,e.ll.e,'/e\.l/(ə)\,,,_,fro,6,Prn,Prn,elle,DMF,elle,PRNper,PRNper,3sfn,"Eulalie, l. 6",,
86,14,2,elle,elle,elə,e.ll.e,'/e\.l/(ə)\,e'.ll.a$,,_,fro,14,Prn,Prn$,elle,DMF,elle,PRNper,PRNper,3sfn,"Eulalie, l. 14",,
91,15,1,E_ll,ell,el,e.ll,/e\l,,,+,fro,15,Prn,Prn$,elle,DMF,elle,PRNper,PRNper,3sfn,"Eulalie, l. 15",<lb/><lg type=&quot;couplet&quot;><l n=&quot;15&quot;>,
102,17,2,elle,elle,elə,e.ll.e,'/e\.l/(ə)\,,,_,fro,17,Prn,Prn$,elle,DMF,elle,PRNper,PRNper,3sfn,"Eulalie, l. 17",,
123,20,1,Elle,elle,elə,e.ll.e,'/e\.l/(ə)\,,,_,fro,20,Prn,Prn$,elle,DMF,elle,PRNper,PRNper,3sfn,"Eulalie, l. 20",<l n=&quot;20&quot;>,
78,13,1,I_l,il,il,i.l,/i\l,,,+,fro,13,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,"Eulalie, l. 13",<lb/><lg type=&quot;couplet&quot;><l n=&quot;13&quot;>,
82,13,5,lei,lei,LEi,l.e.i,L/E\i,,,_,fro,13,Prn,Prn,li,DMF,li,PRNper,PRNper,3sfr,"Eulalie, l. 13",,
187,28,6,lui,lui,Lyi,l.u.i,L/y\i,,,_,fro,28,Prn,Prn,lui,DMF,lui,PRNper,PRNper,3smr,"Eulalie, l. 28",,
173,26,5,nos,nos,noS,n.o.s,n/o\S,,,_,fro,26,Prn,Prn,nous,DMF,nous,PRNper,PRNper,4pmr,"Eulalie, l. 26",,
179,27,4,nos,nos,noS,n.o.s,n/o\S,,,_,fro,27,Prn,Prn,nous,DMF,nous,PRNper,PRNper,4pmr,"Eulalie, l. 27",,
81,13,4,dont,dont,dONT,d.o.n.t,d/O\NT,,,_,fro,13,Qux,Qux,dont,DMF,dont,PRNrel,PRNrel,---,"Eulalie, l. 13",,
32,6,5,chi,chi,ki,ch.i,k/i\,,,_,fro,6,Qux,Qux,qui,DMF,qui,PRNrel,PRNrel,smn,"Eulalie, l. 6",,
70,12,1,Chi,chi,ki,ch.i,k/i\,,,_,fro,12,Qux,Qux,qui,DMF,qui,PRNrel,PRNrel,smn,"Eulalie, l. 12",<l n=&quot;12&quot;>,
