wd_id,line_id,line_wd,textlineid,ref,dipl,word,wd_div,phon,phon_map,syllabified,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
327,53,8,53,"CantQuSol, l. 53",bel,bel,_,bɛl,b.e.l,b/ɛ\l,fro,ADJqua,smr,beau,DMF,beau,,,
328,53,9,53,"CantQuSol, l. 53",seruiset,serviset,|,SErvizə,s.e.r.v.i.s.et,S/E\r.'v/i\.z/(ə)\,fro,NOMcom,smr,service,DMF,service,,</q></l>,
329,54,1,54,"CantQuSol, l. 54",si,si,_,Si,s.i,S/i\,fro,ADVgen,---,si4,DMF,si4,,,<lb/><l n=&quot;54&quot;><q>
330,54,2,54,"CantQuSol, l. 54",amet,amet,_,Amə,a.m.et,'/A\.m/(ə)\,fro,VERcjg,indpst3,aimer,DMF,aimer,,,
331,54,3,54,"CantQuSol, l. 54",mei,mei,;,mEi,m.e.i,m/E\i,fro,PRNper,1sfr,moi,DMF,moi,,</q></l></lg>,
332,55,1,55,"CantQuSol, l. 55",Il,il,+,il,i.l,/i\l,fro,PRNper,3smn,il,DMF,il,,,"<lg n=&quot;19&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;55&quot;><q>"
333,55,2,55,"CantQuSol, l. 55",li,li,+,Li,l.i,L/i\,fro,PRCper,3sfi,le,DMF,le,,,
334,55,3,55,"CantQuSol, l. 55",plantatz,plantatz,|,pLANta,p.l.a.n.t.atz,pL/A\N.'t/a\,fro,VERcjg,indpsp3,planter,DMF,planter,,,
335,55,4,55,"CantQuSol, l. 55",une,une,_,ynə,u.n.e,'/y\.n/(ə)\,fro,DETndf,sfr,un,DMF,un,,,<lb/>
336,55,5,55,"CantQuSol, l. 55",uine,vine,_,vinə,v.i.n.e,'v/i\.n/(ə)\,fro,NOMcom,sfr,vigne,DMF,vigne,,,
337,55,6,55,"CantQuSol, l. 55",molt,molt,_,moLT,m.o.l.t,m/o\LT,fro,ADVgen,---,moult,DMF,moult,,,
338,55,7,55,"CantQuSol, l. 55",dolcelt,dolcelt,_,doLÇə,d.o.l.c.elt,'d/o\L.Ç/(ə)\,fro,ADJqua,sfr,douce,DMF,douce,,</q></l>,
339,56,1,56,"CantQuSol, l. 56",p[or]ud,porud,|,poro,p.o.r.ud,p/o\.'r/o\,fro,ADVgen,---,poroec,DMF,poroec,,,<l n=&quot;56&quot;><q>
340,56,2,56,"CantQuSol, l. 56",ne,ne,_,nE,n.e,n/(E)\,fro,ADVneg,---,ne,DMF,ne,,,<lb/>
341,56,3,56,"CantQuSol, l. 56",la,la,_,LA,l.a,L/(A)\,fro,PRCper,3sfa,le,DMF,le,,,
342,56,4,56,"CantQuSol, l. 56",fist,fist,_,fiST,f.i.s.t,f/i\ST,fro,VERcjg,indpsp3,faire,DMF,faire,,,
343,56,5,56,"CantQuSol, l. 56",si,si,+,Si,s.i,S/i\,fro,ADVgen,---,si4,DMF,si4,,,
344,56,6,56,"CantQuSol, l. 56",n_n,nn,+,n,nn,/\n,fro,PRCadv,---,en2,DMF,en2,,,
345,56,7,56,"CantQuSol, l. 56",est,est,_,ɛST,e.s.t,/ɛ\ST,fro,VERcjg,indpst3,être,DMF,être,,,
346,56,8,56,"CantQuSol, l. 56",ćádeit,cadeit,_,ċAðEiT,c.a.d.e.i.t,ċ/A\.'ð/E\iT,fro,VERppe,smn,choir,DMF,choir,,,
347,56,9,56,"CantQuSol, l. 56",en,en,+,En,e.n,/E\n,fro,PRE,---,en,DMF,en,,,
348,56,10,56,"CantQuSol, l. 56",colped,colped,|,koLpə,c.o.l.p.ed,'k/o\L.p/(ə)\,fro,NOMcom,sfr,coulpe,DMF,coulpe,,</q></l>,
349,57,1,57,"CantQuSol, l. 57",or,or,+,or,o.r,/o\r,fro,ADVgen,---,or2,DMF,or2,,,<lb/><l n=&quot;57&quot;><q>
350,57,2,57,"CantQuSol, l. 57",est,est,_,ɛST,e.s.t,/ɛ\ST,fro,VERcjg,indpst3,être,DMF,être,,,
351,57,3,57,"CantQuSol, l. 57",amered,amered,;,Amærə,a.m.e.r.ed,/A\.'m/æ\.r/(ə)\,fro,ADJqua,sfn,amer,DMF,amer,,</q></l></lg>,
352,58,1,58,"CantQuSol, l. 58",Li,li,+,Li,l.i,L/i\,fro,DETdef,pmn,le,DMF,le,,,"<lg n=&quot;20&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;58&quot;><q>"
353,58,2,58,"CantQuSol, l. 58",fil,fil,_,fil,f.i.l,f/i\l,fro,NOMcom,pmn,fils,DMF,fils,,,
354,58,3,58,"CantQuSol, l. 58",sa,sa,+,SA,s.a,S/(A)\,fro,DETpos,3sfr,son4,DMF,son4,,,
355,58,4,58,"CantQuSol, l. 58",mered,mered,_,mærə,m.e.r.ed,'m/æ\.r/(ə)\,fro,NOMcom,sfr,mère,DMF,mère,,,
356,58,5,58,"CantQuSol, l. 58",ne,ne,_,nE,n.e,n/(E)\,fro,ADVneg,---,ne,DMF,ne,,,
357,58,6,58,"CantQuSol, l. 58",la,la,|,LA,l.a,L/(A)\,fro,PRCper,3sfa,le,DMF,le,,,
358,58,7,58,"CantQuSol, l. 58",uoldrent,voldrent,_,vɔLdrəNT,v.o.l.d.r.e.n.t,'v/ɔ\L.dr/ə\NT,fro,VERcjg,indpsp6,vouloir,DMF,vouloir,,,<lb/>
359,58,8,58,"CantQuSol, l. 58",amert,amert,_,Amær,a.m.e.rt,/A\.'m/æ\r,fro,VERinf,---,aimer,DMF,aimer,,</q></l>,
360,59,1,59,"CantQuSol, l. 59",co[m]mandent,commandent,_,kOmANdəNT,c.o.mm.a.n.d.e.n.t,k/O\.'m/A\N.d/ə\NT,fro,VERcjg,indpst6,commander,DMF,commander,,,<l n=&quot;59&quot;><q>
361,59,2,59,"CantQuSol, l. 59",li,li,|,Li,l.i,L/i\,fro,PRCper,3sfi,le,DMF,le,,,
362,59,3,59,"CantQuSol, l. 59",les,les,_,LES,l.e.s,L/E\S,fro,DETdef,pfr,le,DMF,le,,,<lb/>
363,59,4,59,"CantQuSol, l. 59",uin_nes,vinnes,_,viɲəS,v.i.nn.e.s,'v/i\.ɲ/ə\S,fro,NOMcom,pfr,vigne,DMF,vigne,,,
364,59,5,59,"CantQuSol, l. 59",a,a,+,A,a,/A\,fro,PRE,---,à,DMF,à,,,
365,59,6,59,"CantQuSol, l. 59",guarder,guarder,_,gArdær,gu.a.r.d.e.r,g/A\r.'d/æ\r,fro,VERinf,---,garder,DMF,garder,,</q></l>,
366,60,1,60,"CantQuSol, l. 60",fors,fors,_,fɔrS,f.o.r.s,f/ɔ\rS,fro,ADVgen,---,fors,DMF,fors,,,<l n=&quot;60&quot;><q>
367,60,2,60,"CantQuSol, l. 60",a,a,+,A,a,/A\,fro,PRE,---,à,DMF,à,,,
368,60,3,60,"CantQuSol, l. 60",l,l,+,L,l,/\L,fro,DETdef,smr,le,DMF,le,,,
369,60,4,60,"CantQuSol, l. 60",soleiz,soleiz,;|,SolEiÇ,s.o.l.e.i.z,S/o\.'l/E\iÇ,fro,NOMcom,smr,soleil,DMF,soleil,,</q></l></lg>,
370,61,1,61,"CantQuSol, l. 61",Ell,ell,+,ɛl,e.ll,/ɛ\l,fro,PRNper,3sfn,elle,DMF,elle,,,"<lb/><lg n=&quot;21&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;61&quot;><q>"
371,61,2,61,"CantQuSol, l. 61",est,est,_,ɛST,e.s.t,/ɛ\ST,fro,VERcjg,indpst3,être,DMF,être,,,
372,61,3,61,"CantQuSol, l. 61",nercidet,nercidet,_,nErÇiðə,n.e.r.c.i.d.et,n/E\r.'Ç/i\.ð/(ə)\,fro,VERppe,sfn,noircir,DMF,noircir,,,
373,61,4,61,"CantQuSol, l. 61",perdutz,perdutz,_,pErdy,p.e.r.d.utz,p/E\r.'d/y\,fro,VERppe,snr,perdre,DMF,perdre,,,
374,61,5,61,"CantQuSol, l. 61",adz,adz,_,a,adz,/a\,fro,VERcjg,indpst3,avoir,DMF,avoir,,,
375,61,6,61,"CantQuSol, l. 61",sa,sa,+,SA,s.a,S/(A)\,fro,DETpos,3sfr,son4,DMF,son4,,,
376,61,7,61,"CantQuSol, l. 61",beltez,beltez,|,bELtæ,b.e.l.t.ez,b/E\L.'t/æ\,fro,NOMcom,sfr,beauté,DMF,beauté,,</q></l>,
377,62,1,62,"CantQuSol, l. 62",se,se,_,SE,s.e,S/E\,fro,CONsub,---,se2,DMF,se2,,,<lb/><l n=&quot;62&quot;><q>
378,62,2,62,"CantQuSol, l. 62",par,par,_,pAr,p.a.r,p/A\r,fro,PRE,---,par,DMF,par,,,
379,62,3,62,"CantQuSol, l. 62",mei,mei,_,mEi,m.e.i,m/E\i,fro,PRNper,1sfr,moi,DMF,moi,,,
380,62,4,62,"CantQuSol, l. 62",non,non,_,nOn,n.o.n,n/O\n,fro,ADVneg,---,non,DMF,non,,,
381,62,5,62,"CantQuSol, l. 62",íá,ja,_,ʤa,j.a,ʤ/a\,fro,ADVgen,---,jà,DMF,jà,,,
382,62,6,62,"CantQuSol, l. 62",maisz,maisz,_,mAiS,m.a.i.sz,m/A\iS,fro,ADVgen,---,mais,DMF,mais,,,
383,62,7,62,"CantQuSol, l. 62",n,n,+,n,n,n/\,fro,ADVneg,---,ne,DMF,ne,,,
384,62,8,62,"CantQuSol, l. 62",aurat,aurat,|,Aura,a.u.r.at,/A\u.'r/a\,fro,VERcjg,indfut3,avoir,DMF,avoir,,,
385,62,9,62,"CantQuSol, l. 62",clartez,clartez,_,kLArtæ,c.l.a.r.t.ez,kL/A\r.'t/æ\,fro,NOMcom,sfr,clarté,DMF,clarté,,</q></l>,<lb/>
386,63,1,63,"CantQuSol, l. 63",de,de,+,dE,d.e,d/(E)\,fro,PRE,---,de,DMF,de,,,<l n=&quot;63&quot;><q>
387,63,2,63,"CantQuSol, l. 63",mon,mon,_,mOn,m.o.n,m/O\n,fro,DETpos,1smr,mon,DMF,mon,,,
388,63,3,63,"CantQuSol, l. 63",ami,ami,;,Ami,a.m.i,/A\.'m/i\,fro,NOMcom,smr,ami,DMF,ami,,</q></l></lg>,
389,64,1,64,"CantQuSol, l. 64",Ainz,ainz,_,AiNÇ,a.i.n.z,/A\iNÇ,fro,ADVgen,---,ains,DMF,ains,,,"<lg n=&quot;22&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;64&quot;><q>"
390,64,2,64,"CantQuSol, l. 64",q[ue],que,_,kE,qu.e,k/(E)\,fro,CONsub,---,que,DMF,que,,,
391,64,3,64,"CantQuSol, l. 64",nuls,nuls,+,nyLS,n.u.l.s,n/y\LS,fro,DETind,smn,nul,DMF,nul,,,
392,64,4,64,"CantQuSol, l. 64",o[m],om,|,Om,o.m,/O\m,fro,NOMcom,smn,homme,DMF,homme,,,
393,64,5,64,"CantQuSol, l. 64",soust,soust,_,SoyST,s.o.u.s.t,S/o\.'/y\ST,fro,VERcjg,subipf3,savoir,DMF,savoir,,,<lb/>
394,64,6,64,"CantQuSol, l. 64",de,de,+,dE,d.e,d/(E)\,fro,PRE,---,de,DMF,de,,,
395,64,7,64,"CantQuSol, l. 64",nostre,nostre,_,nɔStrə,n.o.s.t.r.e,'n/ɔ\S.tr/(ə)\,fro,DETpos,4sfr,notre,DMF,notre,,,
396,64,8,64,"CantQuSol, l. 64",amor,amor,_,Amor,a.m.o.r,/A\.'m/o\r,fro,NOMcom,sfr,amour,DMF,amour,,</q></l>,
397,65,1,65,"CantQuSol, l. 65",li,li,+,Li,l.i,L/i\,fro,DETdef,smn,le,DMF,le,,,<l n=&quot;65&quot;><q>
398,65,2,65,"CantQuSol, l. 65",miensz,miensz,_,miENS,m.i.e.n.sz,m/iE\NS,fro,ADJpos,1smn,mien,DMF,mien,,,
399,65,3,65,"CantQuSol, l. 65",amis,amis,|,AmiS,a.m.i.s,/A\.'m/i\S,fro,NOMcom,smn,ami,DMF,ami,,,
400,65,4,65,"CantQuSol, l. 65",me,me,+,mE,m.e,m/(E)\,fro,PRCper,1sfr,me,DMF,me,,,<lb/>
401,65,5,65,"CantQuSol, l. 65",fist,fist,_,fiST,f.i.s.t,f/i\ST,fro,VERcjg,indpsp3,faire,DMF,faire,,,
402,65,6,65,"CantQuSol, l. 65",molt,molt,_,moLT,m.o.l.t,m/o\LT,fro,ADVgen,---,moult,DMF,moult,,,
403,65,7,65,"CantQuSol, l. 65",grant,grant,_,grANT,g.r.a.n.t,gr/A\NT,fro,ADJqua,sfr,grand,DMF,grand,,,
404,65,8,65,"CantQuSol, l. 65",en_nor,ennor,_,Enor,e.nn.o.r,/E\.'n/o\r,fro,NOMcom,sfr,honneur,DMF,honneur,,</q></l>,
405,66,1,66,"CantQuSol, l. 66",a,a,+,A,a,/A\,fro,PRE,---,à,DMF,à,,,<l n=&quot;66&quot;><q>
406,66,2,66,"CantQuSol, l. 66",l,l,+,L,l,/\L,fro,DETdef,smr,le,DMF,le,,,
407,66,3,66,"CantQuSol, l. 66",tems,tems,|,tENS,t.e.m.s,t/E\NS,fro,NOMcom,smr,temps,DMF,temps,,,
408,66,4,66,"CantQuSol, l. 66",noe,noe,:,noæ,n.o.e,n/o\.'/æ\,fro,NOMpro,smr,Noé,wikipedia.fr,---,,</q></l></lg>,<lb/>
409,67,1,67,"CantQuSol, l. 67",Danz,danz,_,dANÇ,d.a.n.z,d/A\NÇ,fro,NOMcom,smn,dan,DMF,dan,,,"<lg n=&quot;23&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;67&quot;><q>"
410,67,2,67,"CantQuSol, l. 67",abraham,abraham,_,AbrAAm,a.b.r.a.ha.m,/A\.br/A\.'/A\m,fro,NOMpro,smn,Abraham,wikipedia.fr,---,,,
411,67,3,67,"CantQuSol, l. 67",en,en,+,En,e.n,/E\n,fro,PRCadv,---,en2,DMF,en2,,,
412,67,4,67,"CantQuSol, l. 67",fud,fud,_,fy,f.ud,f/y\,fro,VERcjg,indpsp3,être,DMF,être,,,
413,67,5,67,"CantQuSol, l. 67",pre|mierz,premierz,_,prEmiErS,p.r.e.m.i.e.r.z,pr/E\.'m/iE\rS,fro,ADJord,smn,premier,DMF,premier,,,
414,67,6,67,"CantQuSol, l. 67",messaget,messaget,_,mEsaʤə,m.e.ss.a.g.et,m/E\.'s/a\.ʤ/(ə)\,fro,NOMcom,smn,message,DMF,message,,</q></l>,<lb/>
415,68,1,68,"CantQuSol, l. 68",luid,luid,_,Lyi,l.u.id,L/y\i,fro,PRNper,3smr,lui,DMF,lui,,,<l n=&quot;68&quot;><q>
416,68,2,68,"CantQuSol, l. 68",m,m,+,m,m,m/\,fro,PRCper,3sfr,me,DMF,me,,,
417,68,3,68,"CantQuSol, l. 68",ent_ueiad,entveiad,|,ENvEia,e.nt.v.e.i.ad,/E\N.v/E\i.'/a\,fro,VERcjg,indpsp3,envoyer,DMF,envoyer,,,
418,68,4,68,"CantQuSol, l. 68",por,por,+,por,p.o.r,p/o\r,fro,PRE,---,pour,DMF,pour,,,<lb/>
419,68,5,68,"CantQuSol, l. 68",ćó,co,_,Çɔ,c.o,Ç/ɔ\,fro,PRNdem,snr,ce,DMF,ce,,,
420,68,6,68,"CantQuSol, l. 68",qu,qu,+,k,qu,k/\,fro,CONsub,---,que,DMF,que,,,
421,68,7,68,"CantQuSol, l. 68",il,il,_,il,i.l,/i\l,fro,PRNper,3smn,il,DMF,il,,,
422,68,8,68,"CantQuSol, l. 68",ert,ert,_,ɛrT,e.r.t,/ɛ\rT,fro,VERcjg,indipf3,être,DMF,être,,,
423,68,9,68,"CantQuSol, l. 68",pl[us],plus,_,pLyS,p.l.u.s,pL/y\S,fro,ADVgen,---,plus,DMF,plus,,,
424,68,10,68,"CantQuSol, l. 68",saiues,saives,_,SAivəS,s.a.i.v.e.s,'S/A\i.v/ə\S,fro,ADJqua,smn,sage,DMF,sage,,</q></l>,
425,69,1,69,"CantQuSol, l. 69",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;69&quot;><q>
426,69,2,69,"CantQuSol, l. 69",de,de,+,dE,d.e,d/(E)\,fro,PRE,---,de,DMF,de,,,
427,69,3,69,"CantQuSol, l. 69",grant,grant,|,grANT,g.r.a.n.t,gr/A\NT,fro,ADJqua,sfr,grand,DMF,grand,,,
428,69,4,69,"CantQuSol, l. 69",fei,fei,;,fEi,f.e.i,f/E\i,fro,NOMcom,sfr,foi,DMF,foi,,</q></l></lg>,<lb/>
429,70,1,70,"CantQuSol, l. 70",Issac,issac,_,isaK,i.ss.a.c,/i\.'s/a\K,fro,NOMpro,smn,Isaac,wikipedia.fr,---,,,"<lg n=&quot;24&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;70&quot;><q>"
430,70,2,70,"CantQuSol, l. 70",i,i,+,i,i,/i\,fro,PRCadv,---,y2,DMF,y2,,,
431,70,3,70,"CantQuSol, l. 70",uint,vint,_,viNT,v.i.n.t,v/i\NT,fro,VERcjg,indpsp3,venir,DMF,venir,,,
432,70,4,70,"CantQuSol, l. 70",iacob,jacob,_,ʤAkɔP,j.a.c.o.b,ʤ/A\.'k/ɔ\P,fro,NOMpro,smn,Jacob,wikipedia.fr,---,,,
433,70,5,70,"CantQuSol, l. 70",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,
434,70,6,70,"CantQuSol, l. 70",danz,danz,|,dANÇ,d.a.n.z,d/A\NÇ,fro,NOMcom,smn,dan,DMF,dan,,,
435,70,7,70,"CantQuSol, l. 70",iosep,josep,_,ʤozɛP,j.o.s.e.p,ʤ/o\.'z/ɛ\P,fro,NOMpro,smn,Joseph,wikipedia.fr,---,,</q></l>,<lb/>
436,71,1,71,"CantQuSol, l. 71",pois,pois,_,pɔiS,p.o.i.s,p/ɔ\iS,fro,ADVgen,---,puis,DMF,puis,,,<l n=&quot;71&quot;><q>
437,71,2,71,"CantQuSol, l. 71",moisen,moisen,_,moizEn,m.o.i.s.e.n,m/o\./i\.'z/E\n,fro,NOMpro,smn,Moïse,wikipedia.fr,---,,,
438,71,3,71,"CantQuSol, l. 71",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,
439,71,4,71,"CantQuSol, l. 71",danz,danz,_,dANÇ,d.a.n.z,d/A\NÇ,fro,NOMcom,smn,dan,DMF,dan,,,
440,71,5,71,"CantQuSol, l. 71",abinma|lec,abinmalec,_,AbiNmAlɛK,a.b.i.n.m.a.l.e.c,/A\.b/i\N.m/A\.'l/ɛ\K,fro,NOMpro,smn,Abimelech,wikipedia.fr,---,,</q></l>,
441,72,1,72,"CantQuSol, l. 72",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<lb/><l n=&quot;72&quot;><q>
442,72,2,72,"CantQuSol, l. 72",samuel,samuel,;,SAmyɛl,s.a.m.u.e.l,S/A\.m/y\.'/ɛ\l,fro,NOMpro,smn,Samuel,wikipedia.fr,---,,</q></l></lg>,
443,73,1,73,"CantQuSol, l. 73",De,de,+,dE,d.e,d/(E)\,fro,PRE,---,de,DMF,de,,,"<lg n=&quot;25&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;73&quot;><q>"
444,73,2,73,"CantQuSol, l. 73",l,l,+,L,l,/\L,fro,DETdef,smr,le,DMF,le,,,
445,73,3,73,"CantQuSol, l. 73",quart,quart,_,karT,qu.a.r.t,k/a\rT,fro,ADJord,smr,quart,DMF,quart,,,
446,73,4,73,"CantQuSol, l. 73",ede,ede,_,Eðæ,e.d.e,/E\.'ð/æ\,fro,NOMcom,smr,aé,DMF,aé,,,
447,73,5,73,"CantQuSol, l. 73",pois,pois,|,pɔiS,p.o.i.s,p/ɔ\iS,fro,ADVgen,---,puis,DMF,puis,,,
448,73,6,73,"CantQuSol, l. 73",i,i,+,i,i,/i\,fro,PRCadv,---,y2,DMF,y2,,,<lb/>
449,73,7,73,"CantQuSol, l. 73",uint,vint,_,viNT,v.i.n.t,v/i\NT,fro,VERcjg,indpsp3,venir,DMF,venir,,,
450,73,8,73,"CantQuSol, l. 73",reiz,reiz,_,rEiS,r.e.i.z,r/E\iS,fro,NOMcom,smn,roi,DMF,roi,,,
451,73,9,73,"CantQuSol, l. 73",dauid,david,_,dAviT,d.a.v.i.d,d/A\.'v/i\T,fro,NOMpro,smn,David,wikipedia.fr,---,,</q></l>,
452,74,1,74,"CantQuSol, l. 74",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;74&quot;><q>
453,74,2,74,"CantQuSol, l. 74",salamon,salamon,_,SAlAmOn,s.a.l.a.m.o.n,S/A\.l/A\.'m/O\n,fro,NOMpro,smn,Salomon,wikipedia.fr,---,,,
454,74,3,74,"CantQuSol, l. 74",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,
455,74,4,74,"CantQuSol, l. 74",roboam,roboam,|,roboAm,r.o.b.o.a.m,r/o\.b/o\.'/A\m,fro,NOMpro,smn,Roboam,wikipedia.fr,---,,,
456,74,5,74,"CantQuSol, l. 74",ses,ses,_,SES,s.e.s,S/E\S,fro,DETpos,3smn,son4,DMF,son4,,,<lb/>
457,74,6,74,"CantQuSol, l. 74",fiz,fiz,_,fiS,f.i.z,f/i\S,fro,NOMcom,smn,fils,DMF,fils,,</q></l>,
458,75,1,75,"CantQuSol, l. 75",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;75&quot;><q>
459,75,2,75,"CantQuSol, l. 75",abia,abia,;,Abia,a.b.i.a,/A\.b/i\.'/a\,fro,NOMcom,smn,Abijam,wikipedia.fr,---,,</q></l></lg>,
460,76,1,76,"CantQuSol, l. 76",[Et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,"<lg n=&quot;26&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;76&quot;><q>"
461,76,2,76,"CantQuSol, l. 76",ab,ab,_,aP,a.b,/a\P,fro,ADVgen,---,o,DMF,o,,,
462,76,3,76,"CantQuSol, l. 76",i,i,_,i,i,/i\,fro,PRCadv,---,y2,DMF,y2,,,
463,76,4,76,"CantQuSol, l. 76",uint,vint,_,viNT,v.i.n.t,v/i\NT,fro,VERcjg,indpsp3,venir,DMF,venir,,,
464,76,5,76,"CantQuSol, l. 76",issias,issias,_,isiaS,i.ss.i.a.s,/i\.s/i\.'/a\S,fro,NOMpro,smn,Isaïe,wikipedia.fr,---,,,
465,76,6,76,"CantQuSol, l. 76",amos,amos,|,AmOS,a.m.o.s,/A\.'m/O\S,fro,NOMpro,smn,Amos,wikipedia.fr,---,,</q></l>,
466,77,1,77,"CantQuSol, l. 77",ieu,jeu,+,ʤEy,j.e.u,ʤ/E\.'/y\,fro,NOMpro,smn,Jéhu,wikipedia.fr,---,,,<lb/><l n=&quot;77&quot;><q>
467,77,2,77,"CantQuSol, l. 77",ioel,joel,_,ʤoɛl,j.o.e.l,ʤ/o\.'/ɛ\l,fro,NOMpro,smn,Joël,wikipedia.fr,---,,,
468,77,3,77,"CantQuSol, l. 77",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,
469,77,4,77,"CantQuSol, l. 77",dam,dam,_,dAm,d.a.m,d/A\m,fro,NOMcom,smr,dan,DMF,dan,,,
470,77,5,77,"CantQuSol, l. 77",azarias,azarias,_,AʣAriaS,a.z.a.r.i.a.s,/A\.ʣ/A\.r/i\.'/a\S,fro,NOMpro,smr,Azarias,wikipedia.fr,---,,</q></l>,
471,78,1,78,"CantQuSol, l. 78",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;78&quot;><q>
472,78,2,78,"CantQuSol, l. 78",io_atam,joatam,;|,ʤoAtAm,j.o.a.t.a.m,ʤ/o\./A\.'t/A\m,fro,NOMpro,smr,Jotham,wikipedia.fr,---,,</q></l></lg>,
473,79,1,79,"CantQuSol, l. 79",Achaz,achaz,_,AċaS,a.ch.a.z,/A\.'ċ/a\S,fro,NOMpro,smn,Achaz,wikipedia.fr,---,,,"<lb/><lg n=&quot;27&quot; type=&quot;stanza&quot; met=&quot;decasyllable,tetrasyllable&quot; rhyme=&quot;aab&quot;><l n=&quot;79&quot;><q>"
474,79,2,79,"CantQuSol, l. 79",i,i,_,i,i,/i\,fro,PRCadv,---,y2,DMF,y2,,,
475,79,3,79,"CantQuSol, l. 79",uint,vint,_,viNT,v.i.n.t,v/i\NT,fro,VERcjg,indpsp3,venir,DMF,venir,,,
476,79,4,79,"CantQuSol, l. 79",adunc,adunc,_,AdONK,a.d.u.n.c,/A\.'d/O\NK,fro,ADVgen,---,adonc,DMF,adonc,,,
477,79,5,79,"CantQuSol, l. 79",fud,fud,_,fy,f.ud,f/y\,fro,VERcjg,indpsp3,être,DMF,être,,,
478,79,6,79,"CantQuSol, l. 79",faitet,faitet,|,fAitə,f.a.i.t.et,'f/A\i.t/(ə)\,fro,VERppe,sfn,faire,DMF,faire,,,
479,79,7,79,"CantQuSol, l. 79",rome,rome,_,rOmə,r.o.m.e,'r/O\.m/(ə)\,fro,NOMpro,sfn,Rome,wikipedia.fr,---,,</q></l>,<lb/>
480,80,1,80,"CantQuSol, l. 80",quel,quel,_,kæl,qu.e.l,k/æ\l,fro,DETind,sfr,quel,DMF,quel,,,<l n=&quot;80&quot;><q>
481,80,2,80,"CantQuSol, l. 80",part,part,_,parT,p.a.r.t,p/a\rT,fro,NOMcom,sfr,part,DMF,part,,,
482,80,3,80,"CantQuSol, l. 80",q[ue],que,_,kE,qu.e,k/(E)\,fro,PRNrel,---,que,DMF,que,,,
483,80,4,80,"CantQuSol, l. 80",alget,alget,_,aLʤə,a.l.g.et,'/a\L.ʤ/(ə)\,fro,VERcjg,subpst3,aller,DMF,aller,,,
484,80,5,80,"CantQuSol, l. 80",iluoc,iluoc,_,iluOK,i.l.u.o.c,/i\.'l/uO\K,fro,ADVgen,---,illuec,DMF,illuec,,,
485,80,6,80,"CantQuSol, l. 80",[est],est,|,ɛST,e.s.t,/ɛ\ST,fro,VERcjg,indpst3,être,DMF,être,,,
486,80,7,80,"CantQuSol, l. 80",ma,ma,+,mA,m.a,m/(A)\,fro,DETpos,1sfn,mon,DMF,mon,,,<lb/>
487,80,8,80,"CantQuSol, l. 80",coronet,coronet,_,korOnə,c.o.r.o.n.et,k/o\.'r/O\.n/(ə)\,fro,NOMcom,sfn,couronne,DMF,couronne,,</q></l>,
488,81,1,81,"CantQuSol, l. 81",[et],et,_,e,et,/e\,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;81&quot;><q>
489,81,2,81,"CantQuSol, l. 81",mes,mes,_,mES,m.e.s,m/E\S,fro,DETpos,1smn,mon,DMF,mon,,,
490,81,3,81,"CantQuSol, l. 81",tresors,tresors,;,trEzɔrS,t.r.e.s.o.r.s,tr/E\.'z/ɔ\rS,fro,NOMcom,smn,trésor,DMF,trésor,,</q></l></lg>,
