wd_id,line_id,line_wd,dipl,word,wd_div,lang,pos,pos_syn,morph,lemma,lemma_src,ref,tei_right,tei_left,
1,1,1,{dicit},dicit,_,lat,ETR,,,---,---,"Jonas, recto, l. 1",,<text><body><pb n=&quot;recto&quot;/><lb n=&quot;1&quot;/><p><s><gap/>,
2,1,2,{dominus},dominus,_,lat,ETR,,,---,---,"Jonas, recto, l. 1",,,
3,1,3,{me},me,_,lat,ETR,,,---,---,"Jonas, recto, l. 1",,,
4,1,4,{rogat},rogat,_,lat,ETR,,,---,---,"Jonas, recto, l. 1",,,
5,1,5,aler,aler,_,fro,VERinf,,,aller,DMF,"Jonas, recto, l. 1",,,
6,1,6,i[n],in,_,lat,ETR,,,---,---,"Jonas, recto, l. 1",,,
7,1,7,niniuen,niniven,|,lat,ETR,,,---,---,"Jonas, recto, l. 1",<gap/></s>,,
8,2,1,propter,propter,_,lat,ETR,,,---,---,"Jonas, recto, l. 2",,<lb n=&quot;2&quot;/><s><supplied>scio enim ego quoniam</supplied>,
9,2,2,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, recto, l. 2",,<supplied>me</supplied>,
10,2,3,{est},est,_,fro,VERcjg,,indpst3,être,DMF,"Jonas, recto, l. 2",,,
11,2,4,uenude,venude,_,fro,VERppe,,sfn,venir,DMF,"Jonas, recto, l. 2",,,
12,2,5,cise,cise,_,fro,DETdem,,sfn,cist,DMF,"Jonas, recto, l. 2",,,
13,2,6,{tempestes},tempestes,_,fro,NOMcom,,sfn,tempête,DMF,"Jonas, recto, l. 2",,,
14,2,7,{super},super,_,lat,ETR,,,---,---,"Jonas, recto, l. 2",<supplied>vos</supplied></s>,,
15,2,8,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, recto, l. 2",,<s>,
16,2,9,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, recto, l. 2",,,
17,2,10,{uos},vos,|,fro,PRCper,,5smi,vous,DMF,"Jonas, recto, l. 2",<gap/></s>,,
18,3,1,eisi,eisi,_,fro,ADVgen,,,ainsi,DMF,"Jonas, recto, l. 3",,<lb n=&quot;3&quot;/><s><gap/>,
19,3,2,{dicit},dicit,_,---,ETR,,,---,---,"Jonas, recto, l. 3",,<gap/>,
20,3,3,ore,ore,_,fro,ADVgen,,,or2,DMF,"Jonas, recto, l. 3",,,
21,3,4,{no},no…,_,---,---,,,---,---,"Jonas, recto, l. 3",,,
22,3,5,aire,aire,_,---,---,,,---,---,"Jonas, recto, l. 3",,<gap/>,
23,3,6,{meum},meum,_,lat,ETR,,,---,---,"Jonas, recto, l. 3",,<gap/>,
24,3,7,{et},et,|,lat,ETR,,,---,---,"Jonas, recto, l. 3",<gap/></s>,,
25,4,1,…end,…end,_,---,---,,,---,---,"Jonas, recto, l. 4",,<lb n=&quot;4&quot;/><s><gap/>,
26,4,2,{me},me,_,lat,ETR,,,---,---,"Jonas, recto, l. 4",,,
27,4,3,{si},si,_,lat,ETR,,,---,---,"Jonas, recto, l. 4",,,
28,4,4,{ut},ut,_,lat,ETR,,,---,---,"Jonas, recto, l. 4",,<gap/>,
29,4,5,me[=mea],mea,_,lat,ETR,,,---,---,"Jonas, recto, l. 4",,<supplied>morte</supplied>,
30,4,6,{uiuatis},vivatis,.,lat,ETR,,,---,---,"Jonas, recto, l. 4",</s>,,
31,4,7,l{rent}[=volrent],volrent,_,fro,VERcjg,,indpsp6,vouloir,DMF,"Jonas, recto, l. 4",,<s><gap/>,
32,4,8,{re}perier,reperier,_,fro,VERinf,,,repérer,DMF,"Jonas, recto, l. 4",,,
33,4,9,a,a,+,fro,PRE,,,à,DMF,"Jonas, recto, l. 4",,,
34,4,10,l,l,|,fro,DETdef,,---,le,DMF,"Jonas, recto, l. 4",<gap/><supplied>mais</supplied><gap/></s>,,
35,5,1,niul,niul,_,fro,DETind,,smr,nul,DMF,"Jonas, recto, l. 5",,<lb n=&quot;5&quot;/><s><gap/>,
36,5,2,moud,moud,_,fro,?,,,?,?,"Jonas, recto, l. 5",,,
37,5,3,{quia},quia,_,lat,ETR,,,---,---,"Jonas, recto, l. 5",,,
38,5,4,{mare},mare,_,lat,ETR,,,---,---,"Jonas, recto, l. 5",,,
39,5,5,ibat,ibat,_,lat,ETR,,,---,---,"Jonas, recto, l. 5",,,
40,5,6,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 5",,,
41,5,7,{super},super,_,lat,ETR,,,---,---,"Jonas, recto, l. 5",,<supplied>intumescebat</supplied>,
42,5,8,{eos},eos,_,lat,ETR,,,---,---,"Jonas, recto, l. 5",<gap/></s>,,
43,5,9,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, recto, l. 5",,<s>,
44,5,10,{exorant},exorant,_,lat,ETR,,,---,---,"Jonas, recto, l. 5",,,
45,5,11,{a},a,_,fro,PRE,,,à,DMF,"Jonas, recto, l. 5",,,
46,5,12,{de}[=deum],deum,_,lat,ETR,,,---,---,"Jonas, recto, l. 5",</s>,,
47,5,13,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, recto, l. 5",,<s>,
48,5,14,si,si,_,fro,ADVgen,,,si4,DMF,"Jonas, recto, l. 5",,,
49,5,15,distre[=distrent],distrent,|,fro,VERcjg,,indpsp6,dire,DMF,"Jonas, recto, l. 5",<q><supplied>quaesumus domine</supplied>,,
50,6,1,{des},des,_,---,---,,,---,---,"Jonas, recto, l. 6",,<lb n=&quot;6&quot;/><gap/><supplied>sanguinem ne</supplied>,
51,6,2,{super},super,_,lat,ETR,,,---,---,"Jonas, recto, l. 6",,,
52,6,3,{nos},nos,_,lat,ETR,,,---,---,"Jonas, recto, l. 6",,,
53,6,4,{innocentem},innocentem,_,lat,ETR,,,---,---,"Jonas, recto, l. 6",</q></s>,,
54,6,5,cist,cist,_,fro,---,,---,cist,DMF,"Jonas, recto, l. 6",,<s><gap/>,
55,6,6,n…,n…,_,---,---,,,---,---,"Jonas, recto, l. 6",,,
56,6,7,…ir…,…ir…,_,---,---,,,---,---,"Jonas, recto, l. 6",,<gap/>,
57,6,8,dite,dite,|,---,---,,,---,---,"Jonas, recto, l. 6",<gap/></s>,<gap/>,
58,7,1,q[e],qe,_,fro,PRNrel,,---,que,DMF,"Jonas, recto, l. 7",,<lb n=&quot;7&quot;/><s><gap/>,
59,7,2,parla,parla,_,fro,VERcjg,,indpsp3,parler,DMF,"Jonas, recto, l. 7",</s>,,
60,7,3,or,or,_,fro,ADVgen,,,or2,DMF,"Jonas, recto, l. 7",,<s>,
61,7,4,sav_{ent}[=saveient],saveient,_,fro,VERcjg,,indipf6,savoir,DMF,"Jonas, recto, l. 7",,,
62,7,5,il,il,_,fro,PRNper,,---,il,DMF,"Jonas, recto, l. 7",,<gap/>,
63,7,6,quant,quant,_,fro,CONsub,,,quand,DMF,"Jonas, recto, l. 7",,<gap/>,
64,7,7,il,il,_,fro,PRNper,,---,il,DMF,"Jonas, recto, l. 7",,,
65,7,8,lo,lo,|,fro,PRCper,,3smr,le,DMF,"Jonas, recto, l. 7",<gap/></s>,,
66,8,1,q[e]t,qet,_,fro,---,,,que,DMF,"Jonas, recto, l. 8",,<lb n=&quot;8&quot;/><s><gap/>,
67,8,2,ire,…ire,_,---,---,,,---,---,"Jonas, recto, l. 8",,<supplied>il</supplied><gap/>,
68,8,3,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, recto, l. 8",,,
69,8,4,por,por,_,fro,PRE,,,pour,DMF,"Jonas, recto, l. 8",,,
70,8,5,lo,lo,_,fro,---,,---,le,DMF,"Jonas, recto, l. 8",,<supplied>o</supplied>,
71,8,6,{mare},mare,.,lat,ETR,,,---,---,"Jonas, recto, l. 8",</s>,<gap/>,
72,8,7,{ne},ne,_,lat,ETR,,,---,---,"Jonas, recto, l. 8",,<s>,
73,8,8,{dicit},dicit,|,lat,ETR,,,---,---,"Jonas, recto, l. 8",<gap/></s>,,
74,9,1,maisso,maisso,|,---,---,,,---,---,"Jonas, recto, l. 9",<gap/></s>,<lb n=&quot;9&quot;/><s><gap/>,
75,10,1,{bat},…bat,|,---,---,,,---,---,"Jonas, recto, l. 10",<gap/></s>,<lb n=&quot;10&quot;/><s><gap/>,
76,11,1,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 11",,<lb n=&quot;11&quot;/><s><gap/>,
77,11,2,{postea},postea,_,lat,ETR,,,---,---,"Jonas, recto, l. 11",,,
78,11,3,de,de,|,---,---,,,---,---,"Jonas, recto, l. 11",<gap/></s><s><supplied>et erat ionas</supplied>,<gap/>,
79,12,1,cel,cel,_,fro,DETdem,,smr,cil,DMF,"Jonas, recto, l. 12",,<lb n=&quot;12&quot;/><supplied>ventre de</supplied>,
80,12,2,pescion,pescion,_,fro,NOMcom,,smr,poisson,DMF,"Jonas, recto, l. 12",</s>,,
81,12,3,eti,…eti…,_,---,---,,,---,---,"Jonas, recto, l. 12",,<s><gap/>,
82,12,4,{ne},ne,_,fro,ADVgen,,,ne,DMF,"Jonas, recto, l. 12",,<gap/>,
83,12,5,fait,fait,_,fro,VERcjg,,indpst3,faire,DMF,"Jonas, recto, l. 12",,,
84,12,6,{et},et,_,fro,CONcoo,,,et,DMF,"Jonas, recto, l. 12",,,
85,12,7,fu,fu,_,fro,VERcjg,,indpsp3,être,DMF,"Jonas, recto, l. 12",,,
86,12,8,…re,…re,|,---,---,,,---,---,"Jonas, recto, l. 12",<gap/></s>,,
87,13,1,{dixit},dixit,_,lat,ETR,,,---,---,"Jonas, recto, l. 13",</s>,<lb n=&quot;13&quot;/><s><gap/>,
88,13,2,eus[=deus],deus,_,fro,NOMpro,,smn,Dieu,DMF,"Jonas, recto, l. 13",,<s><q>,
89,13,3,n,n,+,fro,ADVneg,,,ne,DMF,"Jonas, recto, l. 13",,,
90,13,4,oieds,oieds,_,fro,VERcjg,,indpst5,ouïr,DMF,"Jonas, recto, l. 13",,,
91,13,5,{co},co,_,fro,PRNdem,,snr,ce,DMF,"Jonas, recto, l. 13",,,
92,13,6,{dicit},dicit,|,lat,ETR,,,---,---,"Jonas, recto, l. 13",<supplied>vocem meam</supplied><gap/></q></s>,,
93,14,1,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 14",,<lb n=&quot;14&quot;/><s><gap/>,
94,14,2,{exaud},exaud…,|,---,---,,,---,---,"Jonas, recto, l. 14",<gap/></s>,,
95,15,1,{de},de,_,---,---,,,---,---,"Jonas, recto, l. 15",,<lb n=&quot;15&quot;/><s><gap/>,
96,15,2,ci,ci,_,---,---,,,---,---,"Jonas, recto, l. 15",,,
97,15,3,uelgent,velgent,_,---,---,,,---,---,"Jonas, recto, l. 15",,<gap/>,
98,15,4,co,co,|,---,---,,,---,---,"Jonas, recto, l. 15",<gap/></s>,<gap/>,
99,16,1,car,car,_,---,---,,,---,---,"Jonas, recto, l. 16",,<lb n=&quot;16&quot;/><s><gap/>,
100,16,2,reu,…reu,_,---,---,,,---,---,"Jonas, recto, l. 16",,<gap/>,
101,16,3,q[e]t,…qet,_,---,---,,,---,---,"Jonas, recto, l. 16",,<gap/>,
102,16,4,n,…n…,|,---,---,,,---,---,"Jonas, recto, l. 16",<gap/></s>,<gap/>,
103,17,1,eila,eila,_,---,---,,,---,---,"Jonas, recto, l. 17",,,
104,17,2,{mare},mare,.,lat,ETR,,,---,---,"Jonas, recto, l. 17",,,
105,17,3,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, recto, l. 17",,,
106,17,4,{si},si,|,fro,ADVgen,,,si4,DMF,"Jonas, recto, l. 17",,,
107,18,1,{ionam},jonam,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",,<lb n=&quot;18&quot;/><s><supplied>liberavit</supplied>,
108,18,2,{prophetam},prophetam,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",,,
109,18,3,{de},de,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",,,
110,18,4,{o}[=profundo],profundo,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",,,
111,18,5,{maris},maris,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",,,
112,18,6,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",<supplied>evomit in aridam</supplied></s>,,
113,18,7,{Et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",,<s>,
114,18,8,precip[=precipit],precipit,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",,,
115,18,9,{dominus},dominus,_,lat,ETR,,,---,---,"Jonas, recto, l. 18",,<supplied>secundo ad</supplied>,
116,18,10,{ionam},jonam,|,lat,ETR,,,---,---,"Jonas, recto, l. 18",<gap/></s>,,
117,19,1,el,el,_,---,---,,,---,---,"Jonas, recto, l. 19",,<lb n=&quot;19&quot;/><s><gap/>,
118,19,2,u,u,_,---,---,,,---,---,"Jonas, recto, l. 19",,,
119,19,3,od,od,_,---,---,,,---,---,"Jonas, recto, l. 19",,<gap/>,
120,19,4,u,u,_,---,---,,,---,---,"Jonas, recto, l. 19",,,
121,19,5,{deus},deus,|,lat,ETR,,,---,---,"Jonas, recto, l. 19",<gap/></s>,<gap/>,
122,20,1,niniuen,niniven,_,lat,ETR,,,---,---,"Jonas, recto, l. 20",,<lb n=&quot;20&quot;/><s><gap/>,
123,20,2,{ciuitatem},civitatem,_,lat,ETR,,,---,---,"Jonas, recto, l. 20",,,
124,20,3,{trium},trium,_,lat,ETR,,,---,---,"Jonas, recto, l. 20",<supplied>dierum</supplied><gap/></s>,<gap/><supplied>itinere</supplied>,
125,20,4,{Et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 20",,<s>,
126,20,5,surre[=surrexit],surrexit,|,lat,ETR,,,---,---,"Jonas, recto, l. 20",<supplied>ionas</supplied></s>,,
127,21,1,{clamauit},clamavit,_,lat,ETR,,,---,---,"Jonas, recto, l. 21",</s>,<lb n=&quot;21&quot;/><s><supplied>et</supplied>,
128,21,2,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 21",,<s>,
129,21,3,{dixit},dixit,_,lat,ETR,,,---,---,"Jonas, recto, l. 21",</s>,,
130,21,4,{adhuc},adhuc,|,lat,ETR,,,---,---,"Jonas, recto, l. 21",<supplied>quadraginta dies et ninive subvertetur</supplied></q></s><gap/>,<s><q>,
131,22,1,p,…p…,_,---,---,,,---,---,"Jonas, recto, l. 22",,<lb n=&quot;22&quot;/><s><gap/>,
132,22,2,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 22",,<gap/>,
133,22,3,{a},a,_,lat,ETR,,,---,---,"Jonas, recto, l. 22",,,
134,22,4,{deum},deum,_,lat,ETR,,,---,---,"Jonas, recto, l. 22",,,
135,22,5,{neque},neque,|,lat,ETR,,,---,---,"Jonas, recto, l. 22",<gap/></s>,,
136,23,1,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 23",,<lb n=&quot;23&quot;/><gap/><s>,
137,23,2,{crediderunt},crediderunt,_,lat,ETR,,,---,---,"Jonas, recto, l. 23",<supplied>viri ninivite in deum</supplied></s>,,
138,23,3,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 23",,<gap/><s>,
139,23,4,{usque},usque,_,lat,ETR,,,---,---,"Jonas, recto, l. 23",,<supplied>vestiti sunt saccis a maiore</supplied>,
140,23,5,{ad},ad,_,lat,ETR,,,---,---,"Jonas, recto, l. 23",,,
141,23,6,{minorem},minorem,_,lat,ETR,,,---,---,"Jonas, recto, l. 23",,,
142,23,7,{postea},postea,|,lat,ETR,,,---,---,"Jonas, recto, l. 23",<gap/></s>,,
143,24,1,{peccat},peccat,_,lat,ETR,,,---,---,"Jonas, recto, l. 24",,<lb n=&quot;24&quot;/><s>,
144,24,2,que,…que,_,---,---,,,---,---,"Jonas, recto, l. 24",,,
145,24,3,cil,cil,_,fro,---,,---,cil,DMF,"Jonas, recto, l. 24",,,
146,24,4,tre,…tre,_,---,---,,,---,---,"Jonas, recto, l. 24",,<gap/>,
147,24,5,{si},si,_,lat,ETR,,,---,---,"Jonas, recto, l. 24",,<gap/>,
148,24,6,erit,erit,_,lat,ETR,,,---,---,"Jonas, recto, l. 24",,,
149,24,7,no,no,_,---,---,,,---,---,"Jonas, recto, l. 24",,<gap/>,
150,24,8,a,a,|,---,---,,,---,---,"Jonas, recto, l. 24",<gap/></s>,<gap/>,
151,25,1,vesti{rent},vestirent,_,fro,VERcjg,,indpsp6,vêtir,DMF,"Jonas, recto, l. 25",,<lb n=&quot;25&quot;/><s><gap/>,
152,25,2,cie,cie…,_,---,---,,,---,---,"Jonas, recto, l. 25",,,
153,25,3,haires,haires,_,fro,NOMcom,,pfr,haire,DMF,"Jonas, recto, l. 25",,,
154,25,4,a,a,_,fro,PRE,,,à,DMF,"Jonas, recto, l. 25",,,
155,25,5,{maiore},maiore,_,lat,ETR,,,---,---,"Jonas, recto, l. 25",,,
156,25,6,{usque},usque,|,lat,ETR,,,---,---,"Jonas, recto, l. 25",<supplied>ad minorem</supplied><gap/></s>,,
157,26,1,sacco,sacco,_,lat,ETR,,,---,---,"Jonas, recto, l. 26",,<lb n=&quot;26&quot;/><gap/><s><supplied>et indutus est</supplied>,
158,26,2,{et},et,_,lat,ETR,,,---,---,"Jonas, recto, l. 26",,,
159,26,3,{sedit},sedit,_,lat,ETR,,,---,---,"Jonas, recto, l. 26",,,
160,26,4,{in},in,_,lat,ETR,,,---,---,"Jonas, recto, l. 26",,,
161,26,5,{cinere},cinere,_,lat,ETR,,,---,---,"Jonas, recto, l. 26",,,
162,26,6,non,non,_,lat,ETR,,,---,---,"Jonas, recto, l. 26",,<gap/>,
163,26,7,{ent},…ent,|,---,---,,,---,---,"Jonas, recto, l. 26",<gap/></s>,,
164,27,1,{de},de,_,---,---,,,---,---,"Jonas, recto, l. 27",,<lb n=&quot;27&quot;/><s><gap/>,
165,27,2,co,co,_,---,---,,,---,---,"Jonas, recto, l. 27",,<gap/>,
166,27,3,{co},co,_,---,---,,,---,---,"Jonas, recto, l. 27",,<gap/>,
167,27,4,…nt,…nt,_,---,---,,,---,---,"Jonas, recto, l. 27",,<gap/>,
168,27,5,a…,a…,_,---,---,,,---,---,"Jonas, recto, l. 27",,,
169,27,6,…ts,…ts,_,---,---,,,---,---,"Jonas, recto, l. 27",,<gap/>,
170,27,7,perils,perils,|,fro,NOMcom,,---,péril,DMF,"Jonas, recto, l. 27",<gap/>,,
171,28,1,ere[=chaiere],chaiere,_,fro,NOMcom,,sfr,chaire,DMF,"Jonas, recto, l. 28",,<lb n=&quot;28&quot;/>,
172,28,2,reieil,reieil,.,fro,ADJqua,,sfr,royal,DMF,"Jonas, recto, l. 28",</s>,,
173,28,3,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, recto, l. 28",,<s>,
174,28,4,{si},si,_,fro,ADVgen,,,si4,DMF,"Jonas, recto, l. 28",,,
175,28,5,tult,tult,_,fro,VERcjg,,indpst3,tolir,DMF,"Jonas, recto, l. 28",,,
176,28,6,{si},si,_,fro,DETpos,,3smr,son4,DMF,"Jonas, recto, l. 28",,,
177,28,7,este[=uestement],vestement,_,fro,NOMcom,,smr,vêtement,DMF,"Jonas, recto, l. 28",<gap/></s>,,
178,28,8,e,e,_,fro,CONcoo,,,et,DMF,"Jonas, recto, l. 28",,<s>,
179,28,9,{si},si,|,fro,ADVgen,,,si4,DMF,"Jonas, recto, l. 28",<gap/></s>,,
180,29,1,seit,seit,_,fro,VERcjg,,subpst3,être,DMF,"Jonas, recto, l. 29",,<lb n=&quot;29&quot;/><s><q><gap/>,
181,29,2,niuls,niuls,_,fro,PRNind,,smn,nul,DMF,"Jonas, recto, l. 29",,,
182,29,3,{dixit},dixit,_,lat,ETR,,,---,---,"Jonas, recto, l. 29",,,
183,29,4,chi,chi,_,fro,PRNrel,,smn,qui,DMF,"Jonas, recto, l. 29",,,
184,29,5,e…,e…,_,---,---,,,---,---,"Jonas, recto, l. 29",,,
185,29,6,{dixit},dixit,.,lat,ETR,,,---,---,"Jonas, recto, l. 29",</q></s>,<gap/>,
