wd_id,line_id,linewd,dipl,word,phon,phon_map,syllabified,wd_div,textlineid,lang,syntag,syntag2,lemma,lemma_src,lemma_dmf,pos,pos_syn,morph,phil_note,ref,tei_right,tei_left
831,141,2,pot,pot,pɔT,p.o.t,p/ɔ\T,_,141,fro,Vfin,Vfin,pouvoir,DMF,pouvoir,VERcjg,VERcjg,indpsp3|indpst3,SLégerL:104,"SLeger, l. 141",,
832,141,3,intrer,intrer,iNtrær,i.n.t.r.e.r,/i\N.'tr/æ\r,|,141,fro,Vinf,Vinf,entrer,DMF,entrer,VERinf,VERinf,,,"SLeger, l. 141",,
833,141,4,en,en,EN,e.n,/E\N,+,141,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 141",,<lb/>
834,141,5,la,la,La,l.a,L/(a)\,+,141,fro,Det,Det,le,DMF,le,DETdef,DETdef,sfr,,"SLeger, l. 141",,
835,141,6,ciutat,ciutat,Çiutæð,c.i.u.t.a.t,Ç/i\u.'t/æ\ð,_,141,fro,N,N,cité,DMF,cité,NOMcom,NOMcom,sfr,,"SLeger, l. 141",</l>,
836,142,1,defors,defors,dEfɔrS,d.e.f.o.r.s,d/E\.'f/ɔ\rS,_,142,fro,PrA,PrA,defors,DMF,defors,ADVgen,ADVgen,,,"SLeger, l. 142",,<l n=&quot;142&quot;>
837,142,2,l,l,L,l,L/\,+,142,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sfa,,"SLeger, l. 142",,
838,142,3,asist,asist,AsiST,a.s.i.s.t,/A\.'s/i\ST,_,142,fro,Vfin,Vfin,asseoir,DMF,asseoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 142",,
839,142,4,fist,fist,fiST,f.i.s.t,f/i\ST,+,142,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpsp3,,"SLeger, l. 142",,
840,142,5,i,i,i,i,/i\,|,142,fro,Prn,Prn%%,y2,DMF,y2,PRCadv,PRCadv,,,"SLeger, l. 142",,
841,142,6,gran,gran,grAn,g.r.a.n,gr/A\n,_,142,fro,Adj,Adj,grand,DMF,grand,ADJqua,ADJqua,smr,,"SLeger, l. 142",,<lb/>
842,142,7,miel,miel,mæl,m.ie.l,m/æ\l,_,142,fro,N,N,mal,DMF,mal,NOMcom,NOMcom,smr,,"SLeger, l. 142",</l>,
843,143,1,et,et,eð,e.t,/e\ð,+,143,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 143",,<l n=&quot;143&quot;>
844,143,2,s[an]c[z],sancz,SANTS,s.a.n.c.z,S/A\NTS,_,143,fro,Adj,Adj,saint,DMF,saint,ADJqua,ADJqua,smn,,"SLeger, l. 143",,
845,143,3,l[ethgiers],lethgiers,LETʤiErS,l.e.th.g.i.e.r.s,L/E\T.'ʤ/iE\rS,_,143,fro,N,N,Léger,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 143",,
846,143,4,mul,mul,mol,m.u.l,m/o\l,_,143,fro,QIs,QIs,moult,DMF,moult,ADVgen,ADVgen,,,"SLeger, l. 143",,
847,143,5,en,en,EN,e.n,/E\N,_,143,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,,"SLeger, l. 143",,
848,143,6,fud,fud,fyð,f.u.d,f/y\ð,|,143,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 143",,
849,143,7,trist,trist,triST,t.r.i.s.t,tr/i\ST,_,143,fro,Adj,Adj,triste,DMF,triste,ADJqua,ADJqua,smn,,"SLeger, l. 143",</l>,<lb/>
850,144,1,por,por,por,p.o.r,p/o\r,+,144,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 144",,<l n=&quot;144&quot;>
851,144,2,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,144,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,smr,,"SLeger, l. 144",,
852,144,3,tiel,tiel,tæl,t.ie.l,t/æ\l,_,144,fro,Adj,Adj,tel,DMF,tel,ADJind,ADJind,smr,,"SLeger, l. 144",,
853,144,4,miel,miel,mæl,m.ie.l,m/æ\l,_,144,fro,N,N,mal,DMF,mal,NOMcom,NOMcom,smr,,"SLeger, l. 144",,
854,144,5,quae,quae,kE,qu.ae,k/(E)\,|,144,fro,Qux,Qux,que,DMF,que,PRNrel,PRNrel,smr,,"SLeger, l. 144",,
855,144,6,defors,defors,dEfɔrS,d.e.f.o.r.s,d/E\.'f/ɔ\rS,_,144,fro,PrA,PrA,defors,DMF,defors,ADVgen,ADVgen,,,"SLeger, l. 144",,<lb/>
856,144,7,uid,vid,viT,v.i.d,v/i\T,.|,144,fro,Vfin,Vfin,voir,DMF,voir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 144",</l></lg>,
857,145,1,Sos,sos,SoS,s.o.s,S/o\S,_,145,fro,Det,Det,son4,DMF,son4,DETpos,DETpos,3pmr,,"SLeger, l. 145",,<lb/><lg n=&quot;25&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;145&quot;>
858,145,2,cleries,clerjes,kLerʤəS,c.l.e.r.j.e.s,'kL/e\r.ʤ/ə\S,_,145,fro,N,N,clerc,DMF,clerc,NOMcom,NOMcom,pmr,,"SLeger, l. 145",,
859,145,3,pres,pres,preS,p.r.e.s,pr/e\S,_,145,fro,Vfin,Vfin,prendre,DMF,prendre,VERcjg,VERcjg,indpsp3,,"SLeger, l. 145",,
860,145,4,reuistiz,revistiz,rEvEStiTS,r.e.v.i.s.t.i.z.,r/E\.v/E\S.'t/i\TS,|,145,fro,Vpp,Vpp,revêtir,DMF,revêtir,VERppe,VERppe,pmr,,"SLeger, l. 145",</l>,
861,146,1,et,et,eð,e.t,/e\ð,_,146,fro,Crd,Crd,et,DMF,et,CONcoo,CONcoo,,,"SLeger, l. 146",,<lb/><l n=&quot;146&quot;>
862,146,2,ob,ob,OP,o.b,/O\P,_,146,fro,Pre,Pre,o,DMF,o,PRE,PRE,,,"SLeger, l. 146",,
863,146,3,ses,ses,SES,s.e.s,S/E\S,_,146,fro,Det,Det,son4,DMF,son4,DETpos,DETpos,3pfr,,"SLeger, l. 146",,
864,146,4,croix,croix,kroiÇ,c.r.o.i.x,kr/o\iÇ,_,146,fro,N,N,croix,DMF,croix,NOMcom,NOMcom,pfr,,"SLeger, l. 146",,
865,146,5,fors,fors,fɔrS,f.o.r.s,f/ɔ\rS,_,146,fro,PrA,PrA,fors,DMF,fors,ADVgen,ADVgen,,,"SLeger, l. 146",,
866,146,6,s,s,S,s,S/\,+,146,fro,Prn,Prn$$,se,DMF,se,PRCper,PRCper,6pmr,,"SLeger, l. 146",,
867,146,7,en,en,EN,e.n,/E\N,_,146,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,,"SLeger, l. 146",,
868,146,8,exit,exit,EiSið,e.x..i.t,/E\i.'S/i\ð,|,146,fro,Vfin,Vfin,issir,DMF,issir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 146",</l>,
869,147,1,porr,porr,porr0,p.o.r.r.,'p/o\r.r/[0]\,_,147,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 147",,<lb/><l n=&quot;147&quot;>
870,147,2,o,o,O,o,/O\,_,147,fro,Dem,Dem,o4,DMF,o4,PRNdem,PRNdem,snr,,"SLeger, l. 147",,
871,147,3,n,n,n,n,/\n,+,147,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,,"SLeger, l. 147",,
872,147,4,exit,exit,EiSið,e.x..i.t,/E\i.'S/i\ð,_,147,fro,Vfin,Vfin,issir,DMF,issir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 147",,
873,147,5,uol,vol,vɔl,v.o.l,v/ɔ\l,+,147,fro,Vfin,Vfin,vouloir,DMF,vouloir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 147",,
874,147,6,lí,li,Li,l.i,L/i\,_,147,fro,Prn,Prn%$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 147",,
875,147,7,preier,preier,prEiær,p.r.e.i.e.r,pr/E\i.'/æ\r,|,147,fro,Vinf,Vinf,prier,DMF,prier,VERinf,VERinf,,,"SLeger, l. 147",</l>,
876,148,1,quae,quae,kE,qu.ae,k/(E)\,+,148,fro,Sub,Sub,que,DMF,que,CONsub,CONsub,,,"SLeger, l. 148",,<lb/><l n=&quot;148&quot;>
877,148,2,tot,tot,toT,t.o.t,t/o\T,_,148,fro,QIs,QIs,tout,DMF,tout,DETind,DETind,smr,,"SLeger, l. 148",,
878,148,3,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,148,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,smr,,"SLeger, l. 148",,
879,148,4,miel,miel,mæl,m.ie.l,m/æ\l,_,148,fro,N,N,mal,DMF,mal,NOMcom,NOMcom,smr,,"SLeger, l. 148",,
880,148,5,laisses,laisses,LAisəS,l.a.i.ss.e.s,'L/A\i.s/ə\S,_,148,fro,Vfin,Vfin,laisser,DMF,laisser,VERcjg,VERcjg,subipf3,,"SLeger, l. 148",,
881,148,6,por,por,por,p.o.r,p/o\r,|,148,fro,Pre,Pre,pour,DMF,pour,PRE,PRE,,,"SLeger, l. 148",,
882,148,7,deu,deu,dæu,d.e.u,d/æ\u,_,148,fro,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,,"SLeger, l. 148",</l>,<lb/>
883,149,1,ciel,ciel,Çel,c.ie.l,Ç/e\l,_,149,fro,Dem,Dem,cil,DMF,cil,DETdem,DETdem,smn,,"SLeger, l. 149",,<l n=&quot;149&quot;>
884,149,2,ewruins,ewruins,EuryinS,e.w.r.u.i.n.s,/E\u.r/y\.'/i\nS,_,149,fro,N,N,Ébroïn,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 149",,
885,149,3,qual,qual,kAl,qu.a.l,k/A\l,_,149,fro,Qux,Qux,quel,DMF,quel,DETrel,DETrel,sfr,,"SLeger, l. 149",,
886,149,4,hora,hora,ɔrə,ho.r.a,'/ɔ\.r/(ə)\,+,149,fro,N,N,heure,DMF,heure,NOMcom,NOMcom,sfr,,"SLeger, l. 149",,
887,149,5,l,l,L,l,/\L,|,149,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,,"SLeger, l. 149",,
888,149,6,uid,vid,viT,v.i.d,v/i\T,_,149,fro,Vfin,Vfin,voir,DMF,voir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 149",</l>,<lb/>
889,150,1,penre,penre,pENrə,p.e.n.r.e,'p/E\N.r/(ə)\,+,150,fro,Vinf,Vinf,prendre,DMF,prendre,VERinf,VERinf,,,"SLeger, l. 150",,<l n=&quot;150&quot;>
890,150,2,l,l,L,l,/\L,+,150,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,,"SLeger, l. 150",,
891,150,3,rouat,rovat,rOvað,r.o.v.a.t,r/O\.'v/a\ð,_,150,fro,Vfin,Vfin,rover,DMF,rover,VERcjg,VERcjg,indpsp3,,"SLeger, l. 150",,
892,150,4,lier,lier,LiEr,l.i.e.r,L/i\.'/E\r,|,150,fro,Vinf,Vinf,lier,DMF,lier,VERinf,VERinf,,,"SLeger, l. 150",,
893,150,5,lo,lo,Lu,l.o,L/(u)\,+,150,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,,"SLeger, l. 150",,<lb/>
894,150,6,fist,fist,fiST,f.i.s.t,f/i\ST,:|,150,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpsp3,,"SLeger, l. 150",</l></lg>,
895,151,1,HOR,hor,ɔr,ho.r,/ɔ\r,_,151,fro,Adv,Adv,or2,DMF,or2,ADVgen,ADVgen,,,"SLeger, l. 151",,<pb facs=&quot;https://www.bibliotheques-clermontmetropole.eu/overnia/notice.php?q=id:71595&quot; n=&quot;160v&quot;/><cb n=&quot;a&quot;/><lb/><lg n=&quot;26&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;151&quot;>
896,151,2,EN,en,EN,e.n,/E\N,_,151,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,,"SLeger, l. 151",,
897,151,3,AUREZ,aurez,AureTS,a.u.r.e.z.,/A\u.'r/e\TS,_,151,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indfut5,,"SLeger, l. 151",,
898,151,4,LAS,las,LaS,l.a.s,L/a\S,_,151,fro,Det,Det,le,DMF,le,DETdef,DETdef,pfr,,"SLeger, l. 151",,
899,151,5,POENAS,poenas,pEnəS,p.oe.n.a.s,'p/E\.n/ə\S,|,151,fro,N,N,peine,DMF,peine,NOMcom,NOMcom,pfr,,"SLeger, l. 151",,
900,151,6,granz,granz,grANTS,g.r.a.n.z.,gr/A\NTS,_,151,fro,Adj,Adj,grand,DMF,grand,ADJqua,ADJqua,pfr,,"SLeger, l. 151",</l>,<lb/>
901,152,1,quae,quae,kE,qu.ae,k/(E)\,+,152,fro,Qux,Qux,que,DMF,que,PRNrel,PRNrel,pfr,,"SLeger, l. 152",,<l n=&quot;152&quot;>
902,152,2,il,il,il,i.l,/i\l,_,152,fro,Prn,Prn$,il,DMF,il,PRNper,PRNper,3smn,,"SLeger, l. 152",,
903,152,3,en,en,EN,e.n,/E\N,_,152,fro,Prn,Prn$$,en2,DMF,en2,PRCadv,PRCadv,,,"SLeger, l. 152",,
904,152,4,fisdra,fisdra,fiSdrə,f.i.s.d.r.a,'f/i\S.dr/(ə)\,_,152,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpqp3,,"SLeger, l. 152",,
905,152,5,li,li,Li,l.i,L/i\,+,152,fro,Det,Det,le,DMF,le,DETdef,DETdef,smn,,"SLeger, l. 152",,
906,152,6,ti|ranz,tiranz,tirANTS,t.i.r.a.n.z.,t/i\.'r/A\NTS,_,152,fro,N,N,tyran,DMF,tyran,NOMcom,NOMcom,smn,,"SLeger, l. 152",</l>,
907,153,1,li,li,Li,l.i,L/i\,+,153,fro,Det,Det,le,DMF,le,DETdef,DETdef,smn,,"SLeger, l. 153",,<lb/><l n=&quot;153&quot;>
908,153,2,p[er]fides,perfides,pErfidəS,p.e.r.f.i.d.e.s,p/E\r.'f/i\.d/ə\S,_,153,fro,N,N,perfide,DMF,perfide,NOMcom,NOMcom,smn,,"SLeger, l. 153",,
909,153,3,tam,tam,tAN,t.a.m,t/A\N,_,153,fro,QIs,QIs,tant,DMF,tant,ADVgen,ADVgen,,,"SLeger, l. 153",,
910,153,4,fud,fud,fyð,f.u.d,f/y\ð,_,153,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 153",,
911,153,5,cruels,cruels,kryɛLS,c.r.u.e.l.s,kr/y\.'/ɛ\LS,.|,153,fro,Adj,Adj,cruel,DMF,cruel,ADJqua,ADJqua,smn,,"SLeger, l. 153",</l>,
912,154,1,lis,lis,LiS,l.i.s,L/i\S,_,154,fro,Det,Det,le,DMF,le,DETdef,DETdef,pmr,,"SLeger, l. 154",,<lb/><l n=&quot;154&quot;>
913,154,2,ols,ols,OLS,o.l.s,/O\LS,_,154,fro,N,N,oeil,DMF,oeil,NOMcom,NOMcom,pmr,,"SLeger, l. 154",,
914,154,3,de,de,dE,d.e,d/(E)\,+,154,fro,Pre,Pre,de,DMF,de,PRE,PRE,,,"SLeger, l. 154",,
915,154,4,l,l,L,l,/\L,+,154,fro,Det,Det,le,DMF,le,DETdef,DETdef,smr,,"SLeger, l. 154",,
916,154,5,cap,cap,ċAP,c.a.p,ċ/A\P,_,154,fro,N,N,chef,DMF,chef,NOMcom,NOMcom,smr,,"SLeger, l. 154",,
917,154,6,li,li,Li,l.i,L/i\,+,154,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 154",,
918,154,7,fai,fai,fAi,f.a.i,f/A\i,+,154,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpst3,,"SLeger, l. 154",,
919,154,8,creuer,crever,krEvær,c.r.e.v.e.r,kr/E\.'v/æ\r,.,154,fro,Vinf,Vinf,crever,DMF,crever,VERinf,VERinf,,,"SLeger, l. 154",</l>,
920,155,1,cu[m],cum,kOm,c.u.m,k/O\m,+,155,fro,Sub,Sub,comme,DMF,comme,CONsub,CONsub,,,"SLeger, l. 155",,<l n=&quot;155&quot;>
921,155,2,si,si,Si,s.i,S/i\,_,155,fro,Adv,Adv,si4,DMF,si4,ADVgen,ADVgen,,,"SLeger, l. 155",,
922,155,3,l,l,L,l,L/\,+,155,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sna,,"SLeger, l. 155",,
923,155,4,aut,aut,AuT,a.u.t,/A\uT,|,155,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 155",,
924,155,5,fait,fait,fAiT,f.a.i.t,f/A\iT,_,155,fro,Vpp,Vpp,faire,DMF,faire,VERppe,VERppe,snr,,"SLeger, l. 155",,<lb/>
925,155,6,mis,mis,miS,m.i.s,m/i\S,_,155,fro,Vfin,Vfin,mettre,DMF,mettre,VERcjg,VERcjg,indpsp3,,"SLeger, l. 155",,
926,155,7,l,l,L,l,L/\,+,155,fro,Prn,Prn%%,le,DMF,le,PRCper,PRCper,3sma,,"SLeger, l. 155",,
927,155,8,en,en,EN,e.n,/E\N,_,155,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 155",,
928,155,9,reclus,reclus,rEkLyS,r.e.c.l.u.s,r/E\.'kL/y\S,.,155,fro,N,N,reclus,DMF,reclus,NOMcom,NOMcom,smr,,"SLeger, l. 155",</l>,
929,156,1,ne,ne,nE,n.e,n/(E)\,+,156,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 156",,<l n=&quot;156&quot;>
930,156,2,soth,soth,SɔT,s.o.th,S/ɔ\T,_,156,fro,Vfin,Vfin,savoir,DMF,savoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 156",,
931,156,3,nuls,nuls,nyLS,n.u.l.s,n/y\LS,|,156,fro,QIs,QIs,nul,DMF,nul,DETind,DETind,smn,,"SLeger, l. 156",,
932,156,4,om,om,Om,o.m,/O\m,_,156,fro,N,N,homme,DMF,homme,NOMcom,NOMcom,smn,,"SLeger, l. 156",,<lb/>
933,156,5,que,que,kE,qu.e,k/(E)\,+,156,fro,Qux,Qux,que,DMF,que,PRNrel,PRNrel,snr,,"SLeger, l. 156",,
934,156,6,s,s,0S,.s,/[0]\S,_,156,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpst3,,"SLeger, l. 156",,
935,156,7,deuenguz,devenguz,dEvENgyTS,d.e.v.e.n.g.u.z.,d/E\.v/E\N.'g/y\TS,.|,156,fro,Vpp,Vpp,devenir,DMF,devenir,VERppe,VERppe,smn,,"SLeger, l. 156",</l></lg>,
936,157,1,Am,am,Am,a.m,/A\m,_,157,fro,QIs,QIs,ambe,DMF,ambe,DETcar,DETcar,pfr,,"SLeger, l. 157",,<lb/><lg n=&quot;27&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;157&quot;>
937,157,2,las,las,LaS,l.a.s,L/a\S,_,157,fro,Det,Det,le,DMF,le,DETdef,DETdef,pfr,,"SLeger, l. 157",,
938,157,3,lauuras,lawras,LAurəS,l.a.w.r.a.s,'L/A\u.r/ə\S,_,157,fro,N,N,lèvre,DMF,lèvre,NOMcom,NOMcom,pfr,,"SLeger, l. 157",,
939,157,4,li,li,Li,l.i,L/i\,+,157,fro,Prn,Prn$$,li,DMF,li,PRCper,PRCper,3smi,,"SLeger, l. 157",,
940,157,5,fai,fai,fAi,f.a.i,f/A\i,+,157,fro,Vfin,Vfin,faire,DMF,faire,VERcjg,VERcjg,indpst3,,"SLeger, l. 157",,
941,157,6,talier,talier,tAʎiEr,t.a.l.i.e.r,t/A\.'ʎ/iE\r,.,157,fro,Vinf,Vinf,tailler,DMF,tailler,VERinf,VERinf,,,"SLeger, l. 157",</l>,
942,158,1,hanc,hanc,ANK,ha.n.c,/A\NK,|,158,fro,Adv,Adv,ains,DMF,ains,ADVgen,ADVgen,,,"SLeger, l. 158",,<l n=&quot;158&quot;>
943,158,2,la,la,La,l.a,L/(a)\,+,158,fro,Det,Det,le,DMF,le,DETdef,DETdef,sfr,,"SLeger, l. 158",,<lb/>
944,158,3,lingua,lingua,LiNgə,l.i.n.gu.a,'L/i\N.g/(ə)\,_,158,fro,N,N,langue,DMF,langue,NOMcom,NOMcom,sfr,,"SLeger, l. 158",,
945,158,4,quaé,quae,kE,qu.ae,k/(E)\,_,158,fro,Qux,Qux,que,DMF,que,PRNrel,PRNrel,sfr,,"SLeger, l. 158",,
946,158,5,aut,aut,AuT,a.u.t,/A\uT,_,158,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 158",,
947,158,6,in,in,iN,i.n,/i\N,_,158,fro,Pre,Pre,en,DMF,en,PRE,PRE,,,"SLeger, l. 158",,
948,158,7,queu,quev,ċEF,qu.e.v,ċ/E\F,.|,158,fro,N,N,chef,DMF,chef,NOMcom,NOMcom,smr,,"SLeger, l. 158",</l>,
949,159,1,cu[m],cum,kOm,c.u.m,k/O\m,_,159,fro,Sub,Sub,comme,DMF,comme,CONsub,CONsub,,,"SLeger, l. 159",,<lb/><l n=&quot;159&quot;>
950,159,2,si,si,Si,s.i,S/i\,_,159,fro,Adv,Adv,si4,DMF,si4,ADVgen,ADVgen,,,"SLeger, l. 159",,
951,159,3,l,l,L,l,L/\,+,159,fro,Prn,Prn$$,le,DMF,le,PRCper,PRCper,3sma,,"SLeger, l. 159",,
952,159,4,aut,aut,AuT,a.u.t,/A\uT,_,159,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 159",,
953,159,5,toth,toth,toT,t.o.th,t/o\T,_,159,fro,QIs,QIs,tout,DMF,tout,PRNind,PRNind,smr,,"SLeger, l. 159",,
954,159,6,uituperet,vituperet,vitypEræð,v.i.t.u.p.e.r.e.t,v/i\.t/y\.p/E\.'r/æ\ð,.,159,fro,Vpp,Vpp,vitupérer,DMF,vitupérer,VERppe,VERppe,smr,,"SLeger, l. 159",</l>,
955,160,1,dist,dist,diST,d.i.s.t,d/i\ST,|,160,fro,Vfin,Vfin,dire,DMF,dire,VERcjg,VERcjg,indpsp3|indpst3,,"SLeger, l. 160",,<l n=&quot;160&quot;>
956,160,2,euuruins,ewruins,EuryinS,e.w.r.u.i.n.s,/E\u.r/y\.'/i\nS,_,160,fro,N,N,Ébroïn,wikipedia.fr,,NOMpro,NOMpro,smn,,"SLeger, l. 160",,<lb/>
957,160,3,qui,qui,ki,qu.i,k/i\,+,160,fro,Qux,Qux,qui,DMF,qui,PRNrel,PRNrel,smn,,"SLeger, l. 160",,
958,160,4,tan,tan,tAN,t.a.n,t/A\N,+,160,fro,QIs,QIs,tant,DMF,tant,ADVgen,ADVgen,,,"SLeger, l. 160",,
959,160,5,fud,fud,fyð,f.u.d,f/y\ð,_,160,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 160",,
960,160,6,miels,miels,mæLS,m.ie.l.s,m/æ\LS,.,160,fro,Adj,Adj,mal,DMF,mal,ADJqua,ADJqua,smn,,"SLeger, l. 160",</l>,
961,161,1,hor,hor,ɔr,ho.r,/ɔ\r,+,161,fro,Adv,Adv,or2,DMF,or2,ADVgen,ADVgen,,,"SLeger, l. 161",,<l n=&quot;161&quot;><q>
962,161,2,a,a,a,a,/a\,|,161,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indpst3,,"SLeger, l. 161",,
963,161,3,pordud,pordud,pOrdyð,p.o.r.d.u.d,p/O\r.'d/y\ð,_,161,fro,Vpp,Vpp,perdre,DMF,perdre,VERppe,VERppe,snr,,"SLeger, l. 161",,<lb/>
964,161,4,dom,dom,dOm,d.o.m,d/O\m,+,161,fro,Qux,Qux,dont,DMF,dont,PRNrel,PRNrel,,,"SLeger, l. 161",,
965,161,5,deu,deu,deu,d.e.u,d/e\u,_,161,fro,Vfin,Vfin,devoir,DMF,devoir,VERcjg,VERcjg,indpst3,SLégerL:105,"SLeger, l. 161",,
966,161,6,parlier,parlier,pArlær,p.a.r.l.ie.r,p/A\r.'l/æ\r,.,161,fro,Vinf,Vinf,parler,DMF,parler,VERinf,VERinf,,,"SLeger, l. 161",</q></l>,
967,162,1,ia,ja,ʤa,j.a,ʤ/a\,+,162,fro,Adv,Adv,jà,DMF,jà,ADVgen,ADVgen,,,"SLeger, l. 162",,<l n=&quot;162&quot;><q>
968,162,2,non,non,nON,n.o.n,n/O\N,|,162,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 162",,
969,162,3,podra,podra,pOðra,p.o.d.r.a,p/O\.'ðr/a\,_,162,fro,Vfin,Vfin,pouvoir,DMF,pouvoir,VERcjg,VERcjg,indfut3,,"SLeger, l. 162",,<lb/>
970,162,4,mais,mais,mAiS,m.a.i.s,m/A\iS,_,162,fro,Adv,Adv,mais,DMF,mais,ADVgen,ADVgen,,,"SLeger, l. 162",,
971,162,5,deu,deu,dæu,d.e.u,d/æ\u,_,162,fro,N,N,Dieu,DMF,Dieu,NOMpro,NOMpro,smr,,"SLeger, l. 162",,
972,162,6,laudier,laudier,LAuðær,l.a.u.d.ie.r,L/A\u.'ð/æ\r,.|,162,fro,Vinf,Vinf,louer,DMF,louer,VERinf,VERinf,,,"SLeger, l. 162",</q></l></lg>,
973,163,1,A,a,A,a,/A\,_,163,fro,Pre,Pre,à,DMF,à,PRE,PRE,,,"SLeger, l. 163",,<lb/><lg n=&quot;28&quot; rhyme=&quot;aabbcc&quot; type=&quot;stanza&quot; met=&quot;octosyllable&quot;><l n=&quot;163&quot;>
974,163,2,terra,terra,tɛrrə,t.e.r.r.a,'t/ɛ\r.r/(ə)\,_,163,fro,N,N,terre,DMF,terre,NOMcom,NOMcom,sfr,,"SLeger, l. 163",,
975,163,3,ioth,joth,ʤoT,j.o.th,ʤ/o\T,_,163,fro,Vfin,Vfin,gésir,DMF,gésir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 163",,
976,163,4,mult,mult,moLT,m.u.l.t,m/o\LT,+,163,fro,QIs,QIs,moult,DMF,moult,ADVgen,ADVgen,,,"SLeger, l. 163",,
977,163,5,fo,fo,fy,f.o,f/y\,_,163,fro,Vfin,Vfin,être,DMF,être,VERcjg,VERcjg,indpsp3,,"SLeger, l. 163",,
978,163,6,afflicz,afflicz,AfLiTS,a.ff.l.i.c.z,/A\.'fL/i\TS,.,163,fro,Vpp,Vpp,afflire,DMF,afflire,VERppe,VERppe,smn,,"SLeger, l. 163",</l>,
979,164,1,non,non,nON,n.o.n,n/O\N,|,164,fro,Neg,Neg$$,ne,DMF,ne,ADVneg,ADVneg,,,"SLeger, l. 164",,<l n=&quot;164&quot;>
980,164,2,oct,oct,ɔT,o.ct,/ɔ\T,_,164,fro,Vfin,Vfin,avoir,DMF,avoir,VERcjg,VERcjg,indpsp3,,"SLeger, l. 164",,<lb/>
981,164,3,ob,ob,OP,o.b,/O\P,+,164,fro,Pre,Pre,o,DMF,o,PRE,PRE,,,"SLeger, l. 164",,
982,164,4,se,se,Se,s.e,S/e\,_,164,fro,Prn,Prn,soi,DMF,soi,PRNper,PRNper,3smr,,"SLeger, l. 164",,
