wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,phon_map,syllabified,wd_div,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
525,95,1,94,"AlexAlb, l. 94",Et,et,e,et,/e\,_,fro,CONcoo,---,et,DMF,et,,,<lg n=&quot;14&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;94&quot;>
526,95,2,94,"AlexAlb, l. 94",l,l,L,l,L/\,+,fro,DETdef,smn,le,DMF,le,,,
527,95,3,94,"AlexAlb, l. 94",altre,altre,ALtrE,a.l.t.r.e,'/A\L.tr/(E)\,_,fro,PRNind,smn,autre,DMF,autre,,,
528,95,4,94,"AlexAlb, l. 94",doyst,doyst,dyiST,d.o.y.s.t,d/y\iST,_,fro,VERcjg,indpsp3,duire,DMF,duire,,,
529,95,5,94,"AlexAlb, l. 94",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
530,95,6,94,"AlexAlb, l. 94",escud,escud,ESkyð,e.s.c.u.d,/E\S.'k/y\ð,_,fro,NOMcom,smr,écu,DMF,écu,,,
531,95,7,94,"AlexAlb, l. 94",cubrir,cubrir,kobrir,c.u.b.r.i.r,k/o\.'br/i\r,.,fro,VERinf,---,couvrir,DMF,couvrir,,</l>,
532,96,1,95,"AlexAlb, l. 95",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;95&quot;>
533,96,2,95,"AlexAlb, l. 95",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
534,96,3,95,"AlexAlb, l. 95",s_s,ss,s,ss,S/\,+,fro,DETpos,3sfr,son4,DMF,son4,,,
535,96,4,95,"AlexAlb, l. 95",espaa,espaa,ESpAA,e.s.p.a.a,/E\S.'p/A\./(A)\,_,fro,NOMcom,sfr,épée,DMF,épée,,,
536,96,5,95,"AlexAlb, l. 95",grant,grant,grANT,g.r.a.n.t,gr/A\NT,_,fro,ADVgen,---,grand,DMF,grand,,,
537,96,6,95,"AlexAlb, l. 95",ferir,ferir,fErir,f.e.r.i.r,f/E\.'r/i\r,.,fro,VERinf,---,férir,DMF,férir,,</l>,
538,97,1,96,"AlexAlb, l. 96",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;96&quot;>
539,97,2,96,"AlexAlb, l. 96",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
540,97,3,96,"AlexAlb, l. 96",sa,sa,SA,s.a,S/A\,_,fro,DETpos,3sfr,son4,DMF,son4,,,
541,97,4,96,"AlexAlb, l. 96",lanci,lanci,LANʦi,l.a.n.c.i,'L/A\N.ʦ/<i>\,_,fro,NOMcom,sfr,lance,DMF,lance,,,
542,97,5,96,"AlexAlb, l. 96",en,en,En,e.n,/E\n,+,fro,PRE,---,en,DMF,en,,,
543,97,6,96,"AlexAlb, l. 96",loyn,loyn,LOɲ,l.o.yn,L/O\ɲ,|,fro,ADVgen,---,loin,DMF,loin,,,
544,97,7,96,"AlexAlb, l. 96",iausir,jausir,ċAuzir,j.a.u.s.i.r,ċ/A\u.'z/i\r,.,fro,VERinf,---,choisir,DMF,choisir,,</l>,
545,98,1,97,"AlexAlb, l. 97",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;97&quot;>
546,98,2,97,"AlexAlb, l. 97",senz,senz,SENÇ,s.e.n.z,S/E\NÇ,_,fro,PRE,---,sans,DMF,sans,,,
547,98,3,97,"AlexAlb, l. 97",fayllenti,fayllenti,fAʎENÇi,f.a.yll.e.n.t.i,f/A\.'ʎ/E\N.Ç/<i>\,_,fro,NOMcom,sfr,faillance,DMF,faillance,,,
548,98,4,97,"AlexAlb, l. 97",altet,altet,ALtɛð,a.l.t.e.t,/A\L.'t/ɛ\ð,_,fro,NOMcom,sfr,hauté,DMF,hauté,,,
549,98,5,97,"AlexAlb, l. 97",ferir,ferir,fErir,f.e.r.i.r,f/E\.'r/i\r,.,fro,VERinf,---,férir,DMF,férir,,</l>,
550,99,1,98,"AlexAlb, l. 98",li,li,Li,l.i,L/<i>\,+,fro,DETdef,smn,le,DMF,le,,,<l n=&quot;98&quot;>
551,99,2,98,"AlexAlb, l. 98",terz,terz,tɛrÇ,t.e.r.z,t/ɛ\rÇ,_,fro,PRNord,smn,tiers,DMF,tiers,,,
552,99,3,98,"AlexAlb, l. 98",ley,ley,LEi,l.e.y,L/E\i,_,fro,NOMcom,sfr,loi,DMF,loi,,,
553,99,4,98,"AlexAlb, l. 98",leyre,leyre,LEirE,l.e.y.r.e,'L/E\i.r/(E)\,_,fro,VERinf,---,lire,DMF,lire,,,
554,99,5,98,"AlexAlb, l. 98",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
555,99,6,98,"AlexAlb, l. 98",playt,playt,pLAiT,p.l.a.y.t,pL/A\iT,_,fro,NOMcom,smr,plaid,DMF,plaid,,,
556,99,7,98,"AlexAlb, l. 98",cabir,cabir,ċAbir,c.a.b.i.r,ċ/A\.'b/i\r,.,fro,VERinf,---,chevir,DMF,chevir,,</l>,
557,100,1,99,"AlexAlb, l. 99",e,e,e,e,/e\,+,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;99&quot;>
558,100,2,99,"AlexAlb, l. 99",l,l,L,l,/\L,_,fro,DETdef,smr,le,DMF,le,,,
559,100,3,99,"AlexAlb, l. 99",dreyt,dreyt,drEiT,d.r.e.y.t,dr/E\iT,|,fro,NOMcom,smr,droit,DMF,droit,,,
560,100,4,99,"AlexAlb, l. 99",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
561,100,5,99,"AlexAlb, l. 99",l,l,L,l,/\L,_,fro,DETdef,smr,le,DMF,le,,,
562,100,6,99,"AlexAlb, l. 99",tort,tort,tɔrT,t.o.r.t,t/ɔ\rT,_,fro,NOMcom,smr,tort,DMF,tort,,,
563,100,7,99,"AlexAlb, l. 99",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
564,100,8,99,"AlexAlb, l. 99",discernir,discernir,diʦErnir,d.i.sc.e.r.n.i.r,d/i\.ʦ/E\r.'n/i\r,.,fro,VERinf,---,discernir,TL,---,,</l></lg>,
565,101,1,100,"AlexAlb, l. 100",Li,li,Li,l.i,L/<i>\,+,fro,DETdef,smn,le,DMF,le,,,<lg n=&quot;15&quot; type=&quot;laisse&quot; met=&quot;octosyllable&quot;><l n=&quot;100&quot;>
566,101,2,100,"AlexAlb, l. 100",quarz,quarz,kArÇ,qu.a.r.z,k/A\rÇ,_,fro,PRNord,smn,quart,DMF,quart,,,
567,101,3,100,"AlexAlb, l. 100",lo,lo,Lo,l.o,L/(o)\,_,fro,PRCper,3sma,le,DMF,le,,,
568,101,4,100,"AlexAlb, l. 100",duyst,duyst,dyiST,d.u.y.s.t,d/y\iST,_,fro,VERcjg,indpsp3,duire,DMF,duire,,,
569,101,5,100,"AlexAlb, l. 100",corda,corda,kɔrdA,c.o.r.d.a,'k/ɔ\r.d/(A)\,_,fro,NOMcom,sfr,corde,DMF,corde,,,
570,101,6,100,"AlexAlb, l. 100",toccar,toccar,toċAr,t.o.cc.a.r,t/o\.'ċ/A\r,.,fro,VERinf,---,toucher,DMF,toucher,,</l>,
571,102,1,101,"AlexAlb, l. 101",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;101&quot;>
572,102,2,101,"AlexAlb, l. 101",rotta,rotta,rotA,r.o.tt.a,'r/o\.t/(A)\,_,fro,NOMcom,sfr,rote2,DMF,---,,,
573,102,3,101,"AlexAlb, l. 101",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,
574,102,4,101,"AlexAlb, l. 101",leyra,leyra,LEirA,l.e.y.r.a,'L/E\i.r/(A)\,_,fro,NOMcom,sfr,lyre,DMF,lyre,,,
575,102,5,101,"AlexAlb, l. 101",clar,clar,kLAr,c.l.a.r,kL/A\r,|,fro,ADVgen,---,clair,DMF,clair,,,
576,102,6,101,"AlexAlb, l. 101",sonar,sonar,SonAr,s.o.n.a.r,S/o\.'n/A\r,.,fro,VERinf,---,sonner,DMF,sonner,,</l>,
577,103,1,102,"AlexAlb, l. 102",[et],e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;102&quot;>
578,103,2,102,"AlexAlb, l. 102",en,en,En,e.n,/E\n,+,fro,PRE,---,en,DMF,en,,,
579,103,3,102,"AlexAlb, l. 102",toz,toz,toÇ,t.o.z,t/o\Ç,_,fro,DETind,pmr,tout,DMF,tout,,,
580,103,4,102,"AlexAlb, l. 102",tons,tons,tONS,t.o.n.s,t/O\NS,_,fro,NOMcom,pmr,ton,DMF,ton,,,
581,103,5,102,"AlexAlb, l. 102",corda,corda,kɔrdA,c.o.r.d.a,'k/ɔ\r.d/(A)\,_,fro,NOMcom,sfr,corde,DMF,corde,,,
582,103,6,102,"AlexAlb, l. 102",temprar,temprar,tENprAr,t.e.m.p.r.a.r,t/E\N.'pr/A\r,.,fro,VERinf,---,temprer,DMF,temprer,,</l>,
583,104,1,103,"AlexAlb, l. 103",p[er],per,pEr,p.e.r,p/E\r,_,fro,PRE,---,par,DMF,par,,,<l n=&quot;103&quot;>
584,104,2,103,"AlexAlb, l. 103",se,se,SE,s.e,S/(E)\,+,fro,PRNper,3smr,soi,DMF,soi,,,
585,104,3,103,"AlexAlb, l. 103",medips,medips,mEðiPS,m.e.d.i.p.s,m/E\.'ð/i\PS,_,fro,ADJind,smr,même,DMF,même,,,
586,104,4,103,"AlexAlb, l. 103",cant,cant,kANT,c.a.n.t,k/A\NT,_,fro,NOMcom,smr,chant,DMF,chant,,,
587,104,5,103,"AlexAlb, l. 103",ad,ad,Að,a.d,/A\ð,+,fro,PRE,---,à,DMF,à,,,
588,104,6,103,"AlexAlb, l. 103",leuar,levar,LEvAr,l.e.v.a.r,L/E\.'v/A\r,.,fro,VERinf,---,lever,DMF,lever,,</l>,
589,105,1,104,"AlexAlb, l. 104",li,li,Li,l.i,L/<i>\,_,fro,DETdef,smn,le,DMF,le,,,<l n=&quot;104&quot;>
590,105,2,104,"AlexAlb, l. 104",quinz,quinz,kiNÇ,qu.i.n.z,k/i\NÇ,|,fro,PRNord,smn,quint,DMF,quint,,,
591,105,3,104,"AlexAlb, l. 104",des,des,dES,d.e.s,d/E\S,+,fro,PRE,---,dès,DMF,dès,,,
592,105,4,104,"AlexAlb, l. 104",terra,terra,tɛrrA,t.e.r.r.a,'t/ɛ\r.r/(A)\,_,fro,NOMcom,sfr,terre,DMF,terre,,,
593,105,5,104,"AlexAlb, l. 104",misurar,misurar,mizyrAr,m.i.s.u.r.a.r,m/i\.z/y\.'r/A\r,.,fro,VERinf,---,mesurer,DMF,mesurer,,</l>,
594,106,1,105,"AlexAlb, l. 105",cu[m],cum,kOm,c.u.m,k/O\m,+,fro,CONsub,---,comme,DMF,comme,,,<l n=&quot;105&quot;>
595,106,2,105,"AlexAlb, l. 105",ad,ad,Að,a.d,/A\ð,_,fro,VERcjg,indpst0,avoir,DMF,avoir,,,
596,106,3,105,"AlexAlb, l. 105",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
597,106,4,105,"AlexAlb, l. 105",cel,cel,Çɛl,c.e.l,Ç/ɛ\l,_,fro,NOMcom,smr,ciel,DMF,ciel,,,
598,106,5,105,"AlexAlb, l. 105",entrobe,entrobe,ENtrobE,e.n.t.r.o.b.e,/E\N.'tr/o\.b/(E)\,_,fro,PRE,---,entroca,DOM,---,word_MölkHoltus1999:616-617 word_AlexAlbZ:410-411,,
599,106,6,105,"AlexAlb, l. 105",mar,mar,mAr,m.a.r,m/A\r,.,fro,NOMcom,sfr,mer,DMF,mer,,</l></lg>,
600,107,1,106,"AlexAlb, final letter (f. 116r)",V,V,,,,|,fro,---,,---,---,---,,</l></lg></body></text>,<lg><l n=&quot;106&quot;>
