wd_id,line_id,line_wd,dipl,word,phon,phon_map,syllabified,wd_div,lang,textlineid,pos,morph,lemma,lemma_src,lemma_dmf,ref,tei_right,tei_left
1062,137,7,remest,remest,rEmæST,r.e.m.e.s.t,r/E\.'m/æ\ST,_,fro,137,VERcjg,indpsp3,remanoir,DMF,remanoir,"Alexis, l. 137",,
1063,137,8,nient,nient,niENT,n.i.e.n.t,n/i\.'/E\NT,.|,fro,137,PRNind,smr,néant,DMF,néant,"Alexis, l. 137",</l>,
1064,138,1,n,n,n,n,n/\,+,fro,138,ADVneg,---,ne,DMF,ne,"Alexis, l. 138",,<lb/><l n=&quot;138&quot;>
1065,138,2,i,i,i,i,/i\,_,fro,138,PRCadv,---,y2,DMF,y2,"Alexis, l. 138",,
1066,138,3,remest,remest,rEmæST,r.e.m.e.s.t,r/E\.'m/æ\ST,_,fro,138,VERcjg,indpsp3,remanoir,DMF,remanoir,"Alexis, l. 138",,
1067,138,4,palie,palie,paLiə,p.a.l.i.e,'p/a\.Li/(ə)\,_,fro,138,NOMcom,smr,paile,DMF,paile,"Alexis, l. 138",,
1068,138,5,ne,ne,nE,n.e,n/(E)\,_,fro,138,CONcoo,---,ne2,DMF,ne2,"Alexis, l. 138",,
1069,138,6,neul,neul,nEyL,n.e.u.l,n/[E]\.'/y\L,_,fro,138,DETind,smr,nul,DMF,nul,"Alexis, l. 138",,
1070,138,7,ornement,ornement,urnEmENT,o.r.n.e.m.e.n.t,/u\r.n/E\.'m/E\NT,.,fro,138,NOMcom,smr,ornement,DMF,ornement,"Alexis, l. 138",</l>,
1071,139,1,a,a,a,a,/a\,+,fro,139,PRE,---,à,DMF,à,"Alexis, l. 139",,<l n=&quot;139&quot;>
1072,139,2,tel,tel,tæL,t.e.l,t/æ\L,_,fro,139,DETind,sfr,tel,DMF,tel,"Alexis, l. 139",,
1073,139,3,tristur,tristur,triStur,t.r.i.s.t.u.r,tr/i\S.'t/u\r,_,fro,139,NOMcom,sfr,tristeur,DMF,tristeur,"Alexis, l. 139",,
1074,139,4,aturnat,aturnat,Aturnað,a.t.u.r.n.a.t,/A\.t/u\r.'n/a\ð,_,fro,139,VERcjg,indpsp3,atourner,DMF,atourner,"Alexis, l. 139",,
1075,139,5,sun,sun,SON,s.u.n,S/O\N,_,fro,139,DETpos,3smr,son4,DMF,son4,"Alexis, l. 139",,
1076,139,6,talent,talent,tALENT,t.a.l.e.n.t,t/A\.'L/E\NT,|,fro,139,NOMcom,smr,talent,DMF,talent,"Alexis, l. 139",</l>,
1077,140,1,unches,unches,ONkəS,u.n.ch.e.s,'/O\N.k/ə\S,_,fro,140,ADVgen,---,onques,DMF,onques,"Alexis, l. 140",,<lb/><l n=&quot;140&quot;>
1078,140,2,puis,puis,pyiS,p.u.i.s,p/y\iS,_,fro,140,PRE,---,puis,DMF,puis,"Alexis, l. 140",,
1079,140,3,cel,cel,ÇeL,c.e.l,Ç/e\L,_,fro,140,DETdem,smr,cil,DMF,cil,"Alexis, l. 140",,
1080,140,4,di,di,di,d.i,d/i\,_,fro,140,NOMcom,smr,di,DMF,di,"Alexis, l. 140",,
1081,140,5,ne,ne,nE,n.e,n/(E)\,+,fro,140,ADVneg,---,ne,DMF,ne,"Alexis, l. 140",,
1082,140,6,se,se,SE,s.e,S/(E)\,_,fro,140,PRCper,3sfr,se,DMF,se,"Alexis, l. 140",,
1083,140,7,contint,contint,kONtiNT,c.o.n.t.i.n.t,k/O\N.'t/i\NT,_,fro,140,VERcjg,indpsp3,contenir,DMF,contenir,"Alexis, l. 140",,
1084,140,8,ledement,ledement,LeðEmENT,l.e.d.e.m.e.n.t,L/e\.ð/E\.'m/E\NT,.,fro,140,ADVgen,---,liément,DMF,liément,"Alexis, l. 140",</l></lg>,
1085,141,1,Cambra,cambra,ċANbrə,c.a.m.b.r.a,'ċ/A\N.br/(ə)\,_,fro,141,NOMcom,sfx,chambre,DMF,chambre,"Alexis, l. 141",,<lg n=&quot;29&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;141&quot;><q>
1086,141,2,dist,dist,diST,d.i.s.t,d/i\ST,_,fro,141,VERcjg,indpst3|indpsp3,dire,DMF,dire,"Alexis, l. 141",</q>,
1087,141,3,ela,ela,eLə,e.l.a,'/e\.L/(ə)\,_,fro,141,PRNper,3sfn,elle,DMF,elle,"Alexis, l. 141",,
1088,141,4,ia_mais,jamais,ʤAmAiS,j.a.m.a.i.s,ʤ/A\.'m/A\iS,_,fro,141,ADVgen,---,jamais,DMF,jamais,"Alexis, l. 141",,<q>
1089,141,5,n,n,n,n,n/\,+,fro,141,ADVneg,---,ne,DMF,ne,"Alexis, l. 141",,
1090,141,6,e|stras,estras,EStraS,e.s.t.r.a.s,/E\S.'tr/a\S,_,fro,141,VERcjg,indfut2,être,DMF,être,"Alexis, l. 141",,
1091,141,7,parede,parede,pAræðə,p.a.r.e.d.e,p/A\.'r/æ\.ð/(ə)\,.,fro,141,VERppe,sfn,parer,DMF,parer,"Alexis, l. 141",</q></l>,<lb/>
1092,142,1,ne,ne,nE,n.e,n/(E)\,_,fro,142,CONcoo,---,ne2,DMF,ne2,"Alexis, l. 142",,<l n=&quot;142&quot;><q>
1093,142,2,ia,ja,ʤa,j.a,ʤ/a\,+,fro,142,ADVgen,---,jà,DMF,jà,"Alexis, l. 142",,
1094,142,3,ledece,ledece,LEðeʦə,l.e.d.e.c.e,L/E\.'ð/e\.ʦ/(ə)\,_,fro,142,NOMcom,sfn,liesse,DMF,liesse,"Alexis, l. 142",,
1095,142,4,n,n,n,n,n/\,+,fro,142,ADVneg,---,ne,DMF,ne,"Alexis, l. 142",,
1096,142,5,ert,ert,ErT,e.r.t,/E\rT,_,fro,142,VERcjg,indfut3,être,DMF,être,"Alexis, l. 142",,
1097,142,6,an,an,ÆN,a.n,/Æ\N,+,fro,142,PRE,---,en,DMF,en,"Alexis, l. 142",,
1098,142,7,tei,tei,tEi,t.e.i,t/E\i,_,fro,142,PRNper,2sfr,toi,DMF,toi,"Alexis, l. 142",,
1099,142,8,demenede,demenede,dEmEnæðə,d.e.m.e.n.e.d.e,d/E\.m/E\.'n/æ\.ð/(ə)\,.,fro,142,VERppe,sfn,démener,DMF,démener,"Alexis, l. 142",</q></l>,
1100,143,1,Si,si,Si,s.i,S/i\,_,fro,143,ADVgen,---,si4,DMF,si4,"Alexis, l. 143",,<l n=&quot;143&quot;>
1101,143,2,l,l,L,l,L/\,+,fro,143,PRCper,3sfa,le,DMF,le,"Alexis, l. 143",,
1102,143,3,at,at,að,a.t,/a\ð,_,fro,143,VERcjg,indpst3,avoir,DMF,avoir,"Alexis, l. 143",,
1103,143,4,destruite,destruite,dEStryitə,d.e.s.t.r.u.i.t.e,d/E\S.'tr/y\i.t/(ə)\,_,fro,143,VERppe,sfr,détruire,DMF,détruire,"Alexis, l. 143",,
1104,143,5,cum,cum,kOm,c.u.m,k/O\m,_,fro,143,CONsub,---,comme,DMF,comme,"Alexis, l. 143",,
1105,143,6,dis,dis,diS,d.i.s,d/i\S,|,fro,143,ADVgen,---,dis,BFM,---,"Alexis, l. 143",,
1106,143,7,l,l,L,l,L/\,+,fro,143,PRCper,3sfa,le,DMF,le,"Alexis, l. 143",,<lb/>
1107,143,8,ait,ait,AiT,a.i.t,/A\iT,_,fro,143,VERcjg,subpst3,avoir,DMF,avoir,"Alexis, l. 143",,
1108,143,9,host,host,ɔST,ho.s.t,/ɔ\ST,_,fro,143,NOMcom,smr,ost,DMF,ost,"Alexis, l. 143",,
1109,143,10,depredethe,depredethe,dEprEðæðə,d.e.p.r.e.d.e.th.e,d/E\.pr/E\.'ð/æ\.ð/(ə)\,.,fro,143,VERppe,sfr,dépréer,DMF,dépréer,"Alexis, l. 143",</l>,
1110,144,1,sas,sas,SaS,s.a.s,S/a\S,_,fro,144,NOMcom,pmr,sac,DMF,sac,"Alexis, l. 144",,<l n=&quot;144&quot;>
1111,144,2,i,i,i,i,/i\,+,fro,144,PRCadv,---,y2,DMF,y2,"Alexis, l. 144",,
1112,144,3,fait,fait,fAiT,f.a.i.t,f/A\iT,_,fro,144,VERcjg,indpst3,faire,DMF,faire,"Alexis, l. 144",,
1113,144,4,pendre,pendre,pENdrə,p.e.n.d.r.e,'p/E\N.dr/(ə)\,_,fro,144,VERinf,---,pendre,DMF,pendre,"Alexis, l. 144",,
1114,144,5,curtines,curtines,kurtinəS,c.u.r.t.i.n.e.s,k/u\r.'t/i\.n/ə\S,_,fro,144,NOMcom,pfr,courtine,DMF,courtine,"Alexis, l. 144",,
1115,144,6,deramedes,deramedes,dErAmæðəS,d.e.r.a.m.e.d.e.s,d/E\.r/A\.'m/æ\.ð/ə\S,.,fro,144,VERppe,pfr,desramer,DMF,desramer,"Alexis, l. 144",</l>,
1116,145,1,sa,sa,Sa,s.a,S/(a)\,_,fro,145,DETpos,3sfr,son4,DMF,son4,"Alexis, l. 145",,<l n=&quot;145&quot;>
1117,145,2,grant,grant,grANT,g.r.a.n.t,gr/A\NT,|,fro,145,ADJqua,sfr,grand,DMF,grand,"Alexis, l. 145",,
1118,145,3,honur,honur,Onur,ho.n.u.r,/O\.'n/u\r,_,fro,145,NOMcom,sfr,honneur,DMF,honneur,"Alexis, l. 145",,<lb/>
1119,145,4,a,a,a,a,/a\,+,fro,145,PRE,---,à,DMF,à,"Alexis, l. 145",,
1120,145,5,grant,grant,grANT,g.r.a.n.t,gr/A\NT,_,fro,145,ADJqua,smr,grand,DMF,grand,"Alexis, l. 145",,
1121,145,6,dol,dol,doL,d.o.l,d/o\L,_,fro,145,NOMcom,smr,deuil,DMF,deuil,"Alexis, l. 145",,
1122,145,7,ad,ad,að,a.d,/a\ð,_,fro,145,VERcjg,indpst3,avoir,DMF,avoir,"Alexis, l. 145",,
1123,145,8,aturnede,aturnede,Aturnæðə,a.t.u.r.n.e.d.e,/A\.t/u\r.'n/æ\.ð/(ə)\,.,fro,145,VERppe,sfr,atourner,DMF,atourner,"Alexis, l. 145",</l></lg>,
1124,146,1,De,de,dE,d.e,d/(E)\,+,fro,146,PRE,---,de,DMF,de,"Alexis, l. 146",,<lg n=&quot;30&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;146&quot;>
1125,146,2,l,l,L,l,/\L,_,fro,146,DETdef,smr,le,DMF,le,"Alexis, l. 146",,
1126,146,3,duel,duel,duEL,d.u.e.l,d/uE\L,_,fro,146,NOMcom,smr,deuil,DMF,deuil,"Alexis, l. 146",,
1127,146,4,s,s,S,s,S/\,+,fro,146,PRCper,3sfr,se,DMF,se,"Alexis, l. 146",,
1128,146,5,asist,asist,AsiST,a.s.i.s.t,/A\.'s/i\ST,_,fro,146,VERcjg,indpsp3,asseoir,DMF,asseoir,"Alexis, l. 146",,
1129,146,6,la,la,La,l.a,L/(a)\,+,fro,146,DETdef,sfn,le,DMF,le,"Alexis, l. 146",,
1130,146,7,medre,medre,mæðrə,m.e.d.r.e,'m/æ\.ðr/(ə)\,_,fro,146,NOMcom,sfn,mère,DMF,mère,"Alexis, l. 146",,
1131,146,8,iusq[ue],jusque,ʤySkə,j.u.s.qu.e,'ʤ/y\S.k/(ə)\,_,fro,146,PRE,---,jusque,DMF,jusque,"Alexis, l. 146",,
1132,146,9,a,a,a,a,/a\,+,fro,146,PRE,---,à,DMF,à,"Alexis, l. 146",,
1133,146,10,t[er]re,terre,tɛrrə,t.e.r.r.e,'t/ɛ\r.r/(ə)\,.|,fro,146,NOMcom,sfr,terre,DMF,terre,"Alexis, l. 146",</l>,
1134,147,1,si,si,Si,s.i,S/i\,_,fro,147,ADVgen,---,si4,DMF,si4,"Alexis, l. 147",,<lb/><l n=&quot;147&quot;>
1135,147,2,fist,fist,fiST,f.i.s.t,f/i\ST,_,fro,147,VERcjg,indpsp3,faire,DMF,faire,"Alexis, l. 147",,
1136,147,3,la,la,La,l.a,L/(a)\,+,fro,147,DETdef,sfn,le,DMF,le,"Alexis, l. 147",,
1137,147,4,spuse,spuse,Spuzə,s.p.u.s.e,'Sp/u\.z/(ə)\,_,fro,147,NOMcom,sfn,épouse,DMF,épouse,"Alexis, l. 147",,
1138,147,5,danz,danz,dANÇ,d.a.n.z,d/A\NÇ,_,fro,147,NOMcom,smn,dan,DMF,dan,"Alexis, l. 147",,
1139,147,6,alexis,alexis,ALEkSiS,a.l.e.x..i.s,/A\.L/E\k.'S/i\S,_,fro,147,NOMpro,smn,Alexis,---,---,"Alexis, l. 147",,
1140,147,7,acertes,acertes,AʦɛrtəS,a.c.e.r.t.e.s,/A\.'ʦ/ɛ\r.t/ə\S,.,fro,147,ADVgen,---,acertes,BFM,---,"Alexis, l. 147",</l>,
1141,148,1,dama,dama,dAmə,d.a.m.a,'d/A\.m/(ə)\,_,fro,148,NOMcom,sfx,dame,DMF,dame,"Alexis, l. 148",,<l n=&quot;148&quot;><q>
1142,148,2,dist,dist,diST,d.i.s.t,d/i\ST,_,fro,148,VERcjg,indpst3|indpsp3,dire,DMF,dire,"Alexis, l. 148",</q>,
1143,148,3,ele,ele,eLə,e.l.e,'/e\.L/(ə)\,_,fro,148,PRNper,3sfn,elle,DMF,elle,"Alexis, l. 148",,
1144,148,4,io,jo,ʤO,j.o,ʤ/O\,_,fro,148,PRNper,1sfn,je,DMF,je,"Alexis, l. 148",,<q>
1145,148,5,i,i,i,i,/i\,+,fro,148,PRCadv,---,y2,DMF,y2,"Alexis, l. 148",,
1146,148,6,ai,ai,Ai,a.i,/A\i,_,fro,148,VERcjg,indpst1,avoir,DMF,avoir,"Alexis, l. 148",,
1147,148,7,si,si,Si,s.i,S/i\,+,fro,148,ADVgen,---,si4,DMF,si4,"Alexis, l. 148",,
1148,148,8,grant,grant,grANT,g.r.a.n.t,gr/A\NT,_,fro,148,ADJqua,sfr,grand,DMF,grand,"Alexis, l. 148",,
1149,148,9,perte,perte,pɛrtə,p.e.r.t.e,'p/ɛ\r.t/(ə)\,.|,fro,148,NOMcom,sfr,perte,DMF,perte,"Alexis, l. 148",</q></l>,
1150,149,1,ore,ore,Orə,o.r.e,'/O\.r/[ə]\,_,fro,149,ADVgen,---,or2,DMF,or2,"Alexis, l. 149",,<lb/><l n=&quot;149&quot;><q>
1151,149,2,uiurai,vivrai,vivrAi,v.i.v.r.a.i,v/i\.'vr/A\i,_,fro,149,VERcjg,indfut1,vivre,DMF,vivre,"Alexis, l. 149",,
1152,149,3,an,an,ÆN,a.n,/Æ\N,_,fro,149,PRE,---,en,DMF,en,"Alexis, l. 149",,
1153,149,4,guise,guise,guizə,g.u.i.s.e,'gu/i\.z/(ə)\,_,fro,149,NOMcom,sfr,guise,DMF,guise,"Alexis, l. 149",,
1154,149,5,de,de,dE,d.e,d/(E)\,_,fro,149,PRE,---,de,DMF,de,"Alexis, l. 149",,
1155,149,6,turtrele,turtrele,turtrɛLə,t.u.r.t.r.e.l.e,t/u\r.'tr/ɛ\.L/(ə)\,.,fro,149,NOMcom,sfr,tourterelle,DMF,tourterelle,"Alexis, l. 149",</q></l>,
1156,150,1,quant,quant,kANT,qu.a.n.t,k/A\NT,_,fro,150,CONsub,---,quand,DMF,quand,"Alexis, l. 150",,<l n=&quot;150&quot;><q>
1157,150,2,n,n,n,n,n/\,+,fro,150,ADVneg,---,ne,DMF,ne,"Alexis, l. 150",,
1158,150,3,ai,ai,Ai,a.i,/A\i,_,fro,150,VERcjg,indpst1,avoir,DMF,avoir,"Alexis, l. 150",,
1159,150,4,tun,tun,tON,t.u.n,t/O\N,_,fro,150,DETpos,2smr,ton2,DMF,ton2,"Alexis, l. 150",,
1160,150,5,filz,filz,fiLÇ,f.i.l.z,f/i\LÇ,_,fro,150,NOMcom,smr,fils,DMF,fils,"Alexis, l. 150",,
1161,150,6,ansembl,ansembl,ÆNSENbL0,a.n.s.e.m.b.l.,/Æ\N.'S/E\N.bL/(0)\,+,fro,150,ADVgen,---,ensemble,DMF,ensemble,"Alexis, l. 150",,
1162,150,7,ot,ot,ɔð,o.t,/ɔ\ð,_,fro,150,PRE,---,o,DMF,o,"Alexis, l. 150",,
1163,150,8,tei,tei,tEi,t.e.i,t/E\i,|,fro,150,PRNper,2sfr,toi,DMF,toi,"Alexis, l. 150",,
1164,150,9,uoil,voil,voiL,v.o.i.l,v/o\iL,_,fro,150,VERcjg,indpst1,vouloir,DMF,vouloir,"Alexis, l. 150",,<lb/>
1165,150,10,estra,estra,ɛStrə,e.s.t.r.a,'/ɛ\S.tr/(ə)\,.,fro,150,VERinf,---,être,DMF,être,"Alexis, l. 150",</q></l></lg>,
1166,151,1,Co,co,Çɔ,c.o,Ç/ɔ\,_,fro,151,PRNdem,snr,ce,DMF,ce,"Alexis, l. 151",,<lg n=&quot;31&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;151&quot;>
1167,151,2,di,di,di,d.i,d/i\,_,fro,151,VERcjg,indpst3|indpsp3,dire,DMF,dire,"Alexis, l. 151",,
1168,151,3,la,la,La,l.a,L/(a)\,_,fro,151,DETdef,sfn,le,DMF,le,"Alexis, l. 151",,
1169,151,4,medre,medre,mæðrə,m.e.d.r.e,'m/æ\.ðr/(ə)\,_,fro,151,NOMcom,sfn,mère,DMF,mère,"Alexis, l. 151",,
1170,151,5,se,se,SE,s.e,S/(E)\,_,fro,151,CONsub,---,si3,DMF,si3,"Alexis, l. 151",,<q>
1171,151,6,a,a,a,a,/a\,+,fro,151,PRE,---,à,DMF,à,"Alexis, l. 151",,
1172,151,7,mei,mei,mEi,m.e.i,m/E\i,_,fro,151,PRNper,1sfr,moi,DMF,moi,"Alexis, l. 151",,
1173,151,8,te,te,tE,t.e,t/(E)\,_,fro,151,PRCper,2sfr,te,DMF,te,"Alexis, l. 151",,
1174,151,9,uols,vols,voLS,v.o.l.s,v/o\LS,_,fro,151,VERcjg,indpst2,vouloir,DMF,vouloir,"Alexis, l. 151",,
1175,151,10,tenir,tenir,tEnir,t.e.n.i.r,t/E\.'n/i\r,.,fro,151,VERinf,---,tenir,DMF,tenir,"Alexis, l. 151",</q></l>,
1176,152,1,si,si,Si,s.i,S/i\,+,fro,152,ADVgen,---,si4,DMF,si4,"Alexis, l. 152",,<l n=&quot;152&quot;><q>
1177,152,2,t,t,t,t,/\t,_,fro,152,PRCper,2sfr,te,DMF,te,"Alexis, l. 152",,
1178,152,3,guardarai,guardarai,guArdErAi,g.u.a.r.d.a.r.a.i,gu/A\r.d/E\.'r/A\i,_,fro,152,VERcjg,indfut1,garder,DMF,garder,"Alexis, l. 152",,
1179,152,4,pur,pur,pur,p.u.r,p/u\r,|,fro,152,PRE,---,pour,DMF,pour,"Alexis, l. 152",,
1180,152,5,amur,amur,Amur,a.m.u.r,/A\.'m/u\r,_,fro,152,NOMcom,sfr,amour,DMF,amour,"Alexis, l. 152",,<lb/>
1181,152,6,alexis,alexis,ALEkSiS,a.l.e.x..i.s,/A\.L/E\k.'S/i\S,.,fro,152,NOMpro,smr,Alexis,---,---,"Alexis, l. 152",</q></l>,
1182,153,1,ia,ja,ʤa,j.a,ʤ/a\,_,fro,153,ADVgen,---,jà,DMF,jà,"Alexis, l. 153",,<l n=&quot;153&quot;><q>
1183,153,2,n,n,n,n,n/\,+,fro,153,ADVneg,---,ne,DMF,ne,"Alexis, l. 153",,
1184,153,3,auras,avras,AvraS,a.v.r.a.s,/A\.'vr/a\S,_,fro,153,VERcjg,indfut2,avoir,DMF,avoir,"Alexis, l. 153",,
1185,153,4,mal,mal,maL,m.a.l,m/a\L,_,fro,153,NOMcom,smr,mal,DMF,mal,"Alexis, l. 153",,
1186,153,5,dunt,dunt,dONT,d.u.n.t,d/O\NT,_,fro,153,PRNrel,smr,dont,DMF,dont,"Alexis, l. 153",,
1187,153,6,te,te,tE,t.e,t/(E)\,_,fro,153,PRCper,2sfr,te,DMF,te,"Alexis, l. 153",,
1188,153,7,puisse,puisse,pyisə,p.u.i.ss.e,'p/y\i.s/(ə)\,_,fro,153,VERcjg,subpst1,pouvoir,DMF,pouvoir,"Alexis, l. 153",,
1189,153,8,guarir,guarir,guArir,g.u.a.r.i.r,gu/A\.'r/i\r,.,fro,153,VERinf,---,guérir,DMF,guérir,"Alexis, l. 153",</q></l>,
1190,154,1,plainums,plainums,pLAinONS,p.l.a.i.n.u.m.s,pL/A\i.'n/O\NS,_,fro,154,VERcjg,indpst4,plaindre,DMF,plaindre,"Alexis, l. 154",,<l n=&quot;154&quot;><q>
1191,154,2,an|semble,ansemble,ÆNSENbLə,a.n.s.e.m.b.l.e,/Æ\N.'S/E\N.bL/(ə)\,_,fro,154,ADVgen,---,ensemble,DMF,ensemble,"Alexis, l. 154",,
1192,154,3,le,le,LE,l.e,L/(E)\,_,fro,154,DETdef,smr,le,DMF,le,"Alexis, l. 154",,<lb/>
1193,154,4,doel,doel,duEL,d.o.e.l,d/uE\L,_,fro,154,NOMcom,smr,deuil,DMF,deuil,"Alexis, l. 154",,
1194,154,5,de,de,dE,d.e,d/(E)\,_,fro,154,PRE,---,de,DMF,de,"Alexis, l. 154",,
1195,154,6,n[os]tre,nostre,nɔStrə,n.o.s.t.r.e,'n/ɔ\S.tr/(ə)\,_,fro,154,DETpos,4smr,notre,DMF,notre,"Alexis, l. 154",,
1196,154,7,ami,ami,Ami,a.m.i,/A\.'m/i\,.,fro,154,NOMcom,smr,ami,DMF,ami,"Alexis, l. 154",</q></l>,
1197,155,1,tu,tu,ty,t.u,t/y\,_,fro,155,PRNpro,2sfn,tu,DMF,tu,"Alexis, l. 155",,<l n=&quot;155&quot;><q>
1198,155,2,de,de,dE,d.e,d/(E)\,_,fro,155,PRE,---,de,DMF,de,"Alexis, l. 155",,
1199,155,3,tun,tun,tON,t.u.n,t/O\N,_,fro,155,DETpos,2smr,ton2,DMF,ton2,"Alexis, l. 155",,
1200,155,4,seinur,seinur,SEiɲur,s.e.i.n.u.r,S/E\i.'ɲ/u\r,_,fro,155,NOMcom,smr,seigneur,DMF,seigneur,"Alexis, l. 155",,
1201,155,5,io,jo,ʤO,j.o,ʤ/O\,+,fro,155,PRNper,1sfn,je,DMF,je,"Alexis, l. 155",,
1202,155,6,l,l,L,l,/\L,_,fro,155,PRCper,3sna,le,DMF,le,"Alexis, l. 155",,
1203,155,7,frai,frai,frAi,f.r.a.i,fr/A\i,_,fro,155,VERcjg,indfut1,faire,DMF,faire,"Alexis, l. 155",,
1204,155,8,pur,pur,pur,p.u.r,p/u\r,_,fro,155,PRE,---,pour,DMF,pour,"Alexis, l. 155",,
1205,155,9,mun,mun,mOn,m.u.n,m/O\n,_,fro,155,DETpos,1smr,mon,DMF,mon,"Alexis, l. 155",,
1206,155,10,filz,filz,fiLÇ,f.i.l.z,f/i\LÇ,.|,fro,155,NOMcom,smr,fils,DMF,fils,"Alexis, l. 155",</q></l></lg>,
1207,156,1,N_e,ne,nE,n.e,n/(E)\,_,fro,156,ADVneg,---,ne,DMF,ne,"Alexis, l. 156",,<lb/><lg n=&quot;32&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaaa&quot;><l n=&quot;156&quot;>
1208,156,2,poet,poet,puET,p.o.e.t,p/uE\T,_,fro,156,VERcjg,indpst0,pouvoir,DMF,pouvoir,"Alexis, l. 156",,
1209,156,3,estra,estra,ɛStrə,e.s.t.r.a,'/ɛ\S.tr/(ə)\,_,fro,156,VERinf,---,être,DMF,être,"Alexis, l. 156",,
1210,156,4,altra,altra,aLtrə,a.l.t.r.a,'/a\L.tr/(ə)\,_,fro,156,ADJind,snn,autre,DMF,autre,"Alexis, l. 156",,
1211,156,5,turnent,turnent,turnəNT,t.u.r.n.e.n.t,'t/u\r.n/ə\NT,_,fro,156,VERcjg,indpst6,tourner,DMF,tourner,"Alexis, l. 156",,
1212,156,6,e,e,E,e,/E\,+,fro,156,PRE,---,en,DMF,en,"Alexis, l. 156",,
1213,156,7,l,l,L,l,/\L,_,fro,156,DETdef,smr,le,DMF,le,"Alexis, l. 156",,
1214,156,8,consirrer,consirrer,kONSirrær,c.o.n.s.i.r.r.e.r,k/O\N.S/i\r.'r/æ\r,.,fro,156,NOMcom,smr,consirer,DMF,consirer,"Alexis, l. 156",</l>,
1215,157,1,mais,mais,mAiS,m.a.i.s,m/A\iS,_,fro,157,CONcoo,---,mais,DMF,mais,"Alexis, l. 157",,<l n=&quot;157&quot;>
1216,157,2,la,la,La,l.a,L/(a)\,_,fro,157,DETdef,sfr,le,DMF,le,"Alexis, l. 157",,
1217,157,3,dolur,dolur,duLur,d.o.l.u.r,d/u\.'L/u\r,_,fro,157,NOMcom,sfr,douleur,DMF,douleur,"Alexis, l. 157",,
1218,157,4,ne,ne,nE,n.e,n/(E)\,+,fro,157,ADVneg,---,ne,DMF,ne,"Alexis, l. 157",,
1219,157,5,pothent,pothent,poðəNT,p.o.th.e.n.t,'p/o\.ð/ə\NT,|,fro,157,VERcjg,indpst6,pouvoir,DMF,pouvoir,"Alexis, l. 157",,
1220,157,6,ublier,ublier,ubLiær,u.b.l.i.e.r,/u\.bL/i\.'/æ\r,.,fro,157,VERinf,---,oublier,DMF,oublier,"Alexis, l. 157",</l>,<lb/>
1221,158,1,danz,danz,dANÇ,d.a.n.z,d/A\NÇ,_,fro,158,NOMcom,smn,dan,DMF,dan,"Alexis, l. 158",,<l n=&quot;158&quot;>
1222,158,2,alexis,alexis,ALEkSiS,a.l.e.x..i.s,/A\.L/E\k.'S/i\S,_,fro,158,NOMpro,smn,Alexis,---,---,"Alexis, l. 158",,
1223,158,3,an,an,ÆN,a.n,/Æ\N,_,fro,158,PRE,---,en,DMF,en,"Alexis, l. 158",,
1224,158,4,alsis,alsis,ALSiS,a.l.s.i.s,/A\L.'S/i\S,_,fro,158,NOMpro,sxr,Alsis,---,---,"Alexis, l. 158",,
1225,158,5,la,la,La,l.a,L/(a)\,_,fro,158,DETdef,sfr,le,DMF,le,"Alexis, l. 158",,
1226,158,6,citet,citet,Çitæð,c.i.t.e.t,Ç/i\.'t/æ\ð,.,fro,158,NOMcom,sfr,cité,DMF,cité,"Alexis, l. 158",</l>,
1227,159,1,sert,sert,SɛrT,s.e.r.t,S/ɛ\rT,_,fro,159,VERcjg,indpst3,servir,DMF,servir,"Alexis, l. 159",,<l n=&quot;159&quot;>
1228,159,2,sun,sun,SON,s.u.n,S/O\N,_,fro,159,DETpos,3smr,son4,DMF,son4,"Alexis, l. 159",,
1229,159,3,seinur,seinur,SEiɲur,s.e.i.n.u.r,S/E\i.'ɲ/u\r,_,fro,159,NOMcom,smr,seigneur,DMF,seigneur,"Alexis, l. 159",,
1230,159,4,par,par,par,p.a.r,p/a\r,_,fro,159,PRE,---,par,DMF,par,"Alexis, l. 159",,
1231,159,5,bone,bone,bOnə,b.o.n.e,'b/O\.n/(ə)\,_,fro,159,ADJqua,sfr,bon,DMF,bon,"Alexis, l. 159",,
1232,159,6,uolentet,volentet,vuLÆNtæð,v.o.l.e.n.t.e.t,v/u\.L/Æ\N.'t/æ\ð,.|,fro,159,NOMcom,sfr,volonté,DMF,volonté,"Alexis, l. 159",</l>,
1233,160,1,ses,ses,SES,s.e.s,S/E\S,_,fro,160,DETpos,3smn,son4,DMF,son4,"Alexis, l. 160",,<lb/><l n=&quot;160&quot;>
1234,160,2,enemis,enemis,EnEmiS,e.n.e.m.i.s,/E\.n/E\.'m/i\S,_,fro,160,NOMcom,smn,ennemi,DMF,ennemi,"Alexis, l. 160",,
1235,160,3,ne,ne,nE,n.e,n/(E)\,+,fro,160,ADVneg,---,ne,DMF,ne,"Alexis, l. 160",,
