wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,phon_map,syllabified,wd_div,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
340,56,1,47,"EpSEt, l. 47",plaient,plaient,pLÆiəNT,p.l.a.i.e.n.t,'pL/Æ\i./ə\NT,_,fro,VERcjg,indpst6,player,DMF,player,,,<l n=&quot;47&quot;>
341,56,2,47,"EpSEt, l. 47",lo,lo,Lo,l.o,L/(o)\,+,fro,PRCper,3sma,le,DMF,le,,,
342,56,3,47,"EpSEt, l. 47",for,for,fɔr,f.o.r,f/ɔ\r,_,fro,ADVgen,---,fort,DMF,fort,,,
343,56,4,47,"EpSEt, l. 47",lo,lo,Lo,l.o,L/(o)\,+,fro,DETdef,smr,le,DMF,le,,,
344,56,5,47,"EpSEt, l. 47",scant,scant,SÆNT,sc.a.n.t,S/Æ\NT,_,fro,NOMcom,smr,sang,DMF,sang,,,
345,56,6,47,"EpSEt, l. 47",uet,vet,vɛT,v.e.t,v/ɛ\T,_,fro,VERcjg,indpst3,aller,DMF,aller,,,
346,56,7,47,"EpSEt, l. 47",espa[n]dant,espandant,ESpÆNdÆNT,e.s.p.a.n.d.a.n.t,/E\S.p/Æ\N.'d/Æ\NT,.,fro,VERppa,---,épandre,DMF,épandre,,</l>,
347,57,1,48,"EpSEt, l. 48",li,li,Li,l.i,L/i\,+,fro,DETdef,smn,le,DMF,le,,,<l n=&quot;48&quot;>
348,57,2,48,"EpSEt, l. 48",curs,curs,korS,c.u.r.s,k/o\rS,|,fro,NOMcom,smn,coeur,DMF,coeur,,,
349,57,3,48,"EpSEt, l. 48",li,li,Li,l.i,L/i\,+,fro,PRCper,3smi,le,DMF,le,,,<lb/>
350,57,4,48,"EpSEt, l. 48",faut,faut,fAuT,f.a.u.t,f/A\uT,_,fro,VERcjg,indpst3,faillir,DMF,faillir,,,
351,57,5,48,"EpSEt, l. 48",uait,vait,vɛT,v.ai.t,v/ɛ\T,_,fro,VERcjg,indpst3,aller,DMF,aller,,,
352,57,6,48,"EpSEt, l. 48",sei,sei,SEi,s.e.i,S/E\i,_,fro,PRCper,3smr,soi,DMF,soi,,,
353,57,7,48,"EpSEt, l. 48",afebleant,afebleant,AfEbLEÆNT,a.f.e.b.l.e.a.n.t,/A\.f/E\.bL/E\.'/Æ\NT,.,fro,VERppa,---,affaiblir,DMF,affaiblir,,</l>,
354,58,1,49,"EpSEt, l. 49",damede,damede,dÆmEdæ,d.a.m.e.d.e,d/Æ\.m/E\.'d/æ\,_,fro,NOMpro,smr,Damedieu,DMF,Damedieu,,,<l n=&quot;49&quot;>
355,58,2,49,"EpSEt, l. 49",p[r]ie,prie,priə,p.r.i.e,'pr/i\./(ə)\,_,fro,VERcjg,indpst3,prier,DMF,prier,,,
356,58,3,49,"EpSEt, l. 49",o,o,ɔ,o,/ɔ\,+,fro,PRE,---,o,DMF,o,,,
357,58,4,49,"EpSEt, l. 49",be[n],ben,bÆn,b.e.n,b/Æ\n,_,fro,ADVgen,---,bien,DMF,bien,,,
358,58,5,49,"EpSEt, l. 49",cor,cor,kor,c.o.r,k/o\r,_,fro,NOMcom,smr,coeur,DMF,coeur,,,
359,58,6,49,"EpSEt, l. 49",docem[en]t,docement,doʦEmÆNT,d.o.c.e.m.e.n.t,d/o\.ʦ/E\.'m/Æ\NT,;,fro,ADVgen,---,doucement,DMF,doucement,,</l>,
360,59,1,50,"EpSEt, l. 50",sire,sire,Sirə,s.i.r.e,'S/i\.r/(ə)\,_,fro,NOMcom,smn,sire,DMF,sire,,</q>,<l n=&quot;50&quot;><q>
361,59,2,50,"EpSEt, l. 50",fæt,faet,fɛT,f.ae.t,f/ɛ\T,_,fro,VERcjg,indpst3,faire,DMF,faire,,,
362,59,3,50,"EpSEt, l. 50",il,il,il,i.l,/i\l,_,fro,PRNper,3smn,il,DMF,il,,,
363,59,4,50,"EpSEt, l. 50",mo[n],mon,mOn,m.o.n,m/O\n,_,fro,DETpos,1smr,mon,DMF,mon,,,<q>
364,59,5,50,"EpSEt, l. 50",esp[er]ite,esperite,ESpEritə,e.s.p.e.r.i.t.e,/E\S.p/E\.'r/i\.t/(ə)\,|,fro,NOMcom,smr,esprit,DMF,esprit,,,
365,59,6,50,"EpSEt, l. 50",pre[n],pren,prÆn,p.r.e.n,pr/Æ\n,.¶,fro,VERcjg,imp---2,prendre,DMF,prendre,,</q></l></lg>,<lb/>
366,60,1,---,"EpSEt, heading XI",positis,positis,,,,_,lat,---,---,---,---,---,,,<lg n=&quot;11&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
367,60,2,---,"EpSEt, heading XI",aute[m],autem,,,,.,lat,---,---,---,---,---,,,
368,60,3,---,"EpSEt, heading XI",d[omi]ne,domine,,,,_,lat,---,---,---,---,---,,,
369,60,4,---,"EpSEt, heading XI",ne,ne,,,,¶,lat,---,---,---,---,---,,</head>,
370,61,1,51,"EpSEt, l. 51",qua[n]t,quant,kÆNT,qu.a.n.t,k/Æ\NT,_,fro,CONsub,---,quand,DMF,quand,,,<l n=&quot;51&quot;>
371,61,2,51,"EpSEt, l. 51",uolt,volt,vɔLT,v.o.l.t,v/ɔ\LT,_,fro,VERcjg,indpsp3,vouloir,DMF,vouloir,,,
372,61,3,51,"EpSEt, l. 51",fenir,fenir,fEnir,f.e.n.i.r,f/E\.'n/i\r,_,fro,VERinf,---,finir,DMF,finir,,,
373,61,4,51,"EpSEt, l. 51",se,se,SE,s.e,S/E\,+,fro,ADVgen,---,si4,DMF,si4,,,
374,61,5,51,"EpSEt, l. 51",s,s,S,s,S/\,+,fro,PRCper,3smr,se,DMF,se,,,
375,61,6,51,"EpSEt, l. 51",est,est,ɛST,e.s.t,/ɛ\ST,_,fro,VERcjg,indpst3,être,DMF,être,,,
376,61,7,51,"EpSEt, l. 51",aione_let,ajonelet,AʤOnElæT,a.j.o.n.e.l.e.t,/A\.ʤ/O\.n/E\.'l/æ\T,_,fro,VERppe,smn,agenouiller,DMF,agenouiller,,</l>,
377,62,1,52,"EpSEt, l. 52",n[ost]re,nostre,nɔStrə,n.o.s.t.r.e,'n/ɔ\S.tr/(ə)\,_,fro,DETpos,4smr,notre,DMF,notre,,,<l n=&quot;52&quot;>
378,62,2,52,"EpSEt, l. 52",saignor,saignor,SÆɲor,s.a.ign.o.r,S/Æ\.'ɲ/o\r,_,fro,NOMcom,smr,seigneur,DMF,seigneur,,,
379,62,3,52,"EpSEt, l. 52",de|rećchief,derecchief,dErEċiEF,d.e.r.e.cch.i.e.f,d/E\.r/E\.'ċ/iE\F,_,fro,ADVgen,---,derechef,DMF,derechef,,,
380,62,4,52,"EpSEt, l. 52",a,a,a,a,/a\,+,fro,VERcjg,indpst3,avoir,DMF,avoir,,,<lb/>
381,62,5,52,"EpSEt, l. 52",prie,prie,priæ,p.r.i.e,pr/i\.'/æ\,.,fro,VERppe,smr,prier,DMF,prier,,</l>,
382,63,1,53,"EpSEt, l. 53",Sire,sire,Sirə,s.i.r.e,'S/i\.r/(ə)\,_,fro,NOMcom,smn,sire,DMF,sire,,</q>,<l n=&quot;53&quot;><q>
383,63,2,53,"EpSEt, l. 53",fet,fet,fɛT,f.e.t,f/ɛ\T,_,fro,VERcjg,indpst3,faire,DMF,faire,,,
384,63,3,53,"EpSEt, l. 53",il,il,il,i.l,/i\l,_,fro,PRNper,3smn,il,DMF,il,,,
385,63,4,53,"EpSEt, l. 53",por,por,por,p.o.r,p/o\r,_,fro,PRE,---,pour,DMF,pour,,,<q>
386,63,5,53,"EpSEt, l. 53",la,la,LA,l.a,L/(A)\,+,fro,DETdef,sfr,le,DMF,le,,,
387,63,6,53,"EpSEt, l. 53",meie,meie,mEiə,m.e.i.e,'m/E\i./(ə)\,_,fro,ADJpos,1sfr,mien,DMF,mien,,,
388,63,7,53,"EpSEt, l. 53",amite,amite,Amitæ,a.m.i.t.e,/A\.m/i\.'t/æ\,.,fro,NOMcom,sfr,amitié,DMF,amitié,,</q></l>,
389,64,1,54,"EpSEt, l. 54",pardone,pardone,pArdOnə,p.a.r.d.o.n.e,p/A\r.'d/O\.n/(ə)\,_,fro,VERcjg,imp---2,pardonner,DMF,pardonner,,,<l n=&quot;54&quot;><q>
390,64,2,54,"EpSEt, l. 54",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
391,64,3,54,"EpSEt, l. 54",cet,cet,ÇeT,c.e.t,Ç/e\T,_,fro,PRNdem,pmr,cist,DMF,cist,,,
392,64,4,54,"EpSEt, l. 54",q[u]i,qui,ki,qu.i,k/i\,_,fro,PRNrel,pmn,qui,DMF,qui,,,
393,64,5,54,"EpSEt, l. 54",ci,ci,Çi,c.i,Ç/i\,+,fro,ADVgen,---,ci,DMF,ci,,,
394,64,6,54,"EpSEt, l. 54",m,m,m,m,m/\,+,fro,PRCper,1smr,me,DMF,me,,,
395,64,7,54,"EpSEt, l. 54",u[n]t,unt,ONT,u.n.t,/O\NT,|,fro,VERcjg,indpst6,avoir,DMF,avoir,,,
396,64,8,54,"EpSEt, l. 54",lapie,lapie,LApiæ,l.a.p.i.e,L/A\.p/i\.'/æ\,.,fro,VERppe,smr,lapider,DMF,lapider,,</q></l>,<lb/>
397,65,1,55,"EpSEt, l. 55",q[ue],que,kE,qu.e,k/(E)\,_,fro,CONsub,---,que,DMF,que,,,<l n=&quot;55&quot;><q>
398,65,2,55,"EpSEt, l. 55",ia,ja,ʤa,j.a,ʤ/a\,_,fro,ADVgen,---,jà,DMF,jà,,,
399,65,3,55,"EpSEt, l. 55",p[or],por,por,p.o.r,p/o\r,_,fro,PRE,---,pour,DMF,pour,,,
400,65,4,55,"EpSEt, l. 55",mei,mei,mEi,m.e.i,m/E\i,_,fro,PRNper,1smr,moi,DMF,moi,,,
401,65,5,55,"EpSEt, l. 55",ne,ne,nE,n.e,n/(E)\,+,fro,ADVneg,---,ne,DMF,ne,,,
402,65,6,55,"EpSEt, l. 55",p[er]de[n]t,perdent,pɛrdəNT,p.e.r.d.e.n.t,'p/ɛ\r.d/ə\NT,_,fro,VERcjg,subpst6,perdre,DMF,perdre,,,
403,65,7,55,"EpSEt, l. 55",t,t,t,t,t/\,+,fro,DETpos,2sfr,ton,DMF,ton,,,
404,65,8,55,"EpSEt, l. 55",amíste,amiste,AmiStæ,a.m.i.s.t.e,/A\.m/i\S.'t/æ\,¶,fro,NOMcom,sfr,amitié,DMF,amitié,,</q></l></lg>,
405,66,1,---,"EpSEt, heading XII",et,et,,,,_,lat,---,---,---,---,---,,,<lg n=&quot;12&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
406,66,2,---,"EpSEt, heading XII",[cum],cum,,,,_,lat,---,---,---,---,---,,,
407,66,3,---,"EpSEt, heading XII",[hoc],hoc,,,,_,lat,---,---,---,---,---,,,
408,66,4,---,"EpSEt, heading XII",dixisset,dixisset,,,,¶.,lat,---,---,---,---,---,,</head>,
409,67,1,56,"EpSEt, l. 56",A,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,<l n=&quot;56&quot;>
410,67,2,56,"EpSEt, l. 56",i_cest,icest,iʦeST,i.c.e.s.t,/i\.'ʦ/e\ST,_,fro,DETdem,smr,cist,DMF,cist,,,
411,67,3,56,"EpSEt, l. 56",mot,mot,mɔT,m.o.t,m/ɔ\T,_,fro,NOMcom,smr,mot,DMF,mot,,,
412,67,4,56,"EpSEt, l. 56",li,li,Li,l.i,L/i\,+,fro,DETdef,smn,le,DMF,le,,,
413,67,5,56,"EpSEt, l. 56",se[n],sen,SÆn,s.e.n,S/Æ\n,|,fro,NOMcom,smn,saint,DMF,saint,,,
414,67,6,56,"EpSEt, l. 56",de,de,dæ,d.e,d/æ\,_,fro,NOMpro,smr,Dieu,DMF,Dieu,,,<lb/>
415,67,7,56,"EpSEt, l. 56",fu,fu,fy,f.u,f/y\,_,fro,VERcjg,indpsp3,être,DMF,être,,,
416,67,8,56,"EpSEt, l. 56",fení,feni,fEni,f.e.n.i,f/E\.'n/i\,.,fro,VERppe,smn,finir,DMF,finir,,</l>,
417,68,1,57,"EpSEt, l. 57",s,s,S,s,S/\,+,fro,DETpos,3sfr,son4,DMF,son4,,,<l n=&quot;57&quot;>
418,68,2,57,"EpSEt, l. 57",erme,erme,ɛrmə,e.r.m.e,'/ɛ\r.m/(ə)\,_,fro,NOMcom,sfr,âme,DMF,âme,,,
419,68,3,57,"EpSEt, l. 57",recut,recut,rEʦyð,r.e.c.u.t,r/E\.'ʦ/y\ð,_,fro,VERcjg,indpsp3,recevoir,DMF,recevoir,,,
420,68,4,57,"EpSEt, l. 57",ih[esu]m,jhesum,ʤEzym,jh.e.s.u.m,ʤ/E\.'z/y\m,_,lat,NOMpro,smr,Jésus,DMF,Jésus,,,
421,68,5,57,"EpSEt, l. 57",q[ue],que,kE,qu.e,k/(E)\,_,fro,PRNrel,smr,que,DMF,que,,,
422,68,6,57,"EpSEt, l. 57",il,il,il,i.l,/i\l,+,fro,PRNper,3smn,il,DMF,il,,,
423,68,7,57,"EpSEt, l. 57",a,a,a,a,/a\,_,fro,VERcjg,indpst3,avoir,DMF,avoir,,,
424,68,8,57,"EpSEt, l. 57",seruí,servi,SErvi,s.e.r.v.i,S/E\r.'v/i\,.,fro,VERppe,smr,servir,DMF,servir,,</l>,
425,69,1,58,"EpSEt, l. 58",oi,oi,oi,o.i,/o\i,_,fro,ADVgen,---,hui2,DMF,hui2,,,<l n=&quot;58&quot;>
426,69,2,58,"EpSEt, l. 58",[est],est,ɛST,e.s.t,/ɛ\ST,_,fro,VERcjg,indpst3,être,DMF,être,,,
427,69,3,58,"EpSEt, l. 58",la,la,LA,l.a,L/(A)\,+,fro,DETdef,sfn,le,DMF,le,,,
428,69,4,58,"EpSEt, l. 58",ste[=feste],feste,fɛStə,f.e.s.t.e,'f/ɛ\S.t/(ə)\,_,fro,NOMcom,sfn,fête,DMF,fête,,,
429,69,5,58,"EpSEt, l. 58",si,si,Si,s.i,S/i\,+,fro,ADVgen,---,si4,DMF,si4,,,
430,69,6,58,"EpSEt, l. 58",cu[m],cum,kOm,c.u.m,k/O\m,_,fro,CONsub,---,comme,DMF,comme,,,
431,69,7,58,"EpSEt, l. 58",auet,avet,AvɛT,a.v.e.t,/A\.'v/ɛ\T,_,fro,VERcjg,indpst5,avoir,DMF,avoir,,,
432,69,8,58,"EpSEt, l. 58",oi,oi,ɔi,o.i,/ɔ\.'/i\,.|,fro,VERppe,snr,ouïr,DMF,ouïr,,</l>,
433,70,1,59,"EpSEt, l. 59",p[r]iu[n],priun,priOn,p.r.i.u.n,pr/i\.'/O\n,_,fro,VERcjg,indpst4,prier,DMF,prier,,,<lb/><l n=&quot;59&quot;>
434,70,2,59,"EpSEt, l. 59",li,li,Li,l.i,L/i\,+,fro,PRCper,3smi,le,DMF,le,,,
435,70,3,59,"EpSEt, l. 59",tuit,tuit,tyiT,t.u.i.t,t/y\iT,_,fro,PRNind,pmn,tout,DMF,tout,,,
436,70,4,59,"EpSEt, l. 59",nos,nos,noS,n.o.s,n/o\S,_,fro,PRNper,4pmn,nous,DMF,nous,,,
437,70,5,59,"EpSEt, l. 59",q[u]i,qui,ki,qu.i,k/i\,_,fro,PRNrel,pmn,qui,DMF,qui,,,
438,70,6,59,"EpSEt, l. 59",su[m]mes,summes,SOməS,s.u.mm.e.s,'S/O\.m/ə\S,_,fro,VERcjg,indpst4,être,DMF,être,,,
439,70,7,59,"EpSEt, l. 59",ici,ici,iʦi,i.c.i,/i\.'ʦ/i\,_,fro,ADVgen,---,ici,DMF,ici,,</l>,
440,71,1,60,"EpSEt, l. 60",q[ue],que,kE,qu.e,k/(E)\,_,fro,CONsub,---,que,DMF,que,,,<l n=&quot;60&quot;>
441,71,2,60,"EpSEt, l. 60",il,il,il,i.l,/i\l,_,fro,PRNper,3smn,il,DMF,il,,,
442,71,3,60,"EpSEt, l. 60",p[rie],prie,priə,p.r.i.e,'pr/i\./(ə)\,_,fro,VERcjg,indpst3,prier,DMF,prier,,,
443,71,4,60,"EpSEt, l. 60",de,de,dæ,d.e,d/æ\,_,fro,NOMpro,smr,Dieu,DMF,Dieu,,,
444,71,5,60,"EpSEt, l. 60",q[u]i,qui,ki,qu.i,k/(i)\,_,fro,CONsub,---,que,DMF,que,,,
445,71,6,60,"EpSEt, l. 60",il,il,il,i.l,/i\l,+,fro,PRNper,3smn,il,DMF,il,,,
446,71,7,60,"EpSEt, l. 60",ait,ait,ɛT,ai.t,/ɛ\T,_,fro,VERcjg,subpst3,avoir,DMF,avoir,,,
447,71,8,60,"EpSEt, l. 60",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
448,71,9,60,"EpSEt, l. 60",nos,nos,noS,n.o.s,n/o\S,_,fro,PRNper,4pmr,nous,DMF,nous,,,
449,71,10,60,"EpSEt, l. 60",m[er]ci,merci,mErÇi,m.e.r.c.i,m/E\r.'Ç/i\,_,fro,NOMcom,sfr,merci,DMF,merci,,</l></lg></body></text>,
