wd_id,line_id,line_wd,textlineid,ref,dipl,word,phon,phon_map,syllabified,wd_div,lang,pos,morph,lemma,lemma_src,lemma_dmf,phil_note,tei_right,tei_left
83,15,1,12,"EpSEt, l. 12",distrent,distrent,diStrəNT,d.i.s.t.r.e.n.t,'d/i\S.tr/ə\NT,_,fro,VERcjg,indpsp6,dire,DMF,dire,,,<l n=&quot;12&quot;>
84,15,2,12,"EpSEt, l. 12",ense[m]ble,ensemble,ÆNSÆNbLə,e.n.s.e.m.b.l.e,/Æ\N.'S/Æ\N.bL/(ə)\,_,fro,ADVgen,---,ensemble,DMF,ensemble,,,
85,15,3,12,"EpSEt, l. 12",mau_ueis,mauveis,mAuvɛS,m.a.u.v.ei.s,m/A\u.'v/ɛ\S,_,fro,ADJqua,smn,mauvais,DMF,mauvais,,,<q>
86,15,4,12,"EpSEt, l. 12",mes,mes,mes,m.e.s,m/e\s,_,fro,NOMcom,smn,mes,DMF,mes,,,
87,15,6,12,"EpSEt, l. 12",cetui,cetui,ÇEtyi,c.e.t.u.i,Ç/E\.'t/y\i,.|,fro,PRNdem,smr,cist,DMF,cist,,</q></l>,
88,16,1,13,"EpSEt, l. 13",il,il,il,i.l,/i\l,+,fro,PRNimp,0smn,il,DMF,il,,,<lb/><l n=&quot;13&quot;><q>
89,16,2,13,"EpSEt, l. 13",a,a,a,a,/a\,+,fro,VERcjg,indpst0,avoir,DMF,avoir,,,
90,16,3,13,"EpSEt, l. 13",deable,deable,dEabLə,d.e.a.b.l.e,d/E\.'/a\.bL/(ə)\,_,fro,NOMcom,smr,diable,DMF,diable,,,
91,16,4,13,"EpSEt, l. 13",qui,qui,ki,qu.i,k/i\,_,fro,PRNrel,smn,qui,DMF,qui,,,
92,16,5,13,"EpSEt, l. 13",parole,parole,pArɔlə,p.a.r.o.l.e,p/A\.'r/ɔ\.l/(ə)\,_,fro,VERcjg,indpst3,parler,DMF,parler,,,
93,16,6,13,"EpSEt, l. 13",en,en,Æn,e.n,/Æ\n,+,fro,PRE,---,en,DMF,en,,,
94,16,7,13,"EpSEt, l. 13",luí,lui,Lyi,l.u.i,L/y\i,.,fro,PRNper,3smr,lui,DMF,lui,,</q></l>,
95,17,1,14,"EpSEt, l. 14",iotu[n],jotun,ʤotOn,j.o.t.u.n,ʤ/o\.'t/O\n,_,fro,VERcjg,indpst4,jouter,DMF,jouter,lemma_Foerster1879:14,,<l n=&quot;14&quot;><q>
96,17,2,14,"EpSEt, l. 14",ense[m]ble,ensemble,ÆNSÆNbLə,e.n.s.e.m.b.l.e,/Æ\N.'S/Æ\N.bL/(ə)\,_,fro,ADVgen,---,ensemble,DMF,ensemble,,,
97,17,3,14,"EpSEt, l. 14",por,por,por,p.o.r,p/o\r,+,fro,PRE,---,pour,DMF,pour,,,
98,17,4,14,"EpSEt, l. 14",deputer,deputer,dEpytær,d.e.p.u.t.e.r,d/E\.p/y\.'t/æ\r,_,fro,VERinf,---,députer,DMF,députer,,,
99,17,5,14,"EpSEt, l. 14",o,o,ɔ,o,/ɔ\,+,fro,PRE,---,o,DMF,o,,,
100,17,6,14,"EpSEt, l. 14",lue[=lui],lui,Lyi,l.u.i,L/y\i,;,fro,PRNper,3smr,lui,DMF,lui,,</q></l>,
101,18,1,15,"EpSEt, l. 15",[et],et,e,et,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;15&quot;><q>
102,18,2,15,"EpSEt, l. 15",si,si,Si,s.i,S/i\,+,fro,ADVgen,---,si4,DMF,si4,,,
103,18,3,15,"EpSEt, l. 15",ar_ru[n],arrun,ArrOn,a.r.r.u.n,/A\r.'r/O\n,_,fro,VERcjg,indfut4,avoir,DMF,avoir,,,
104,18,4,15,"EpSEt, l. 15",l,l,L,l,L/\,+,fro,DETdef,sfr,le,DMF,le,,,
105,18,5,15,"EpSEt, l. 15",escience,escience,EsiÆNÇə,e.sc.i.e.n.c.e,/E\.s/i\.'/Æ\N.Ç/(ə)\,|,fro,NOMcom,sfr,escience,DMF,escience,,,
106,18,6,15,"EpSEt, l. 15",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,<lb/>
107,18,7,15,"EpSEt, l. 15",luí,lui,Lyi,l.u.i,L/y\i,¶,fro,PRNper,3smr,lui,DMF,lui,,</q></l></lg>,
108,19,1,---,"EpSEt, heading IV",et,et,,,,_,lat,---,---,---,---,---,,,<lg n=&quot;4&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
109,19,2,---,"EpSEt, heading IV",no[n],non,,,,_,lat,---,---,---,---,---,,,
110,19,3,---,"EpSEt, heading IV",poterant,poterant,,,,¶,lat,---,---,---,---,---,,</head>,
111,20,1,16,"EpSEt, l. 16",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,<l n=&quot;16&quot;>
112,20,2,16,"EpSEt, l. 16",u,u,u,u,/\u,+,fro,DETdef,smr,le,DMF,le,,,
113,20,3,16,"EpSEt, l. 16",deputer,deputer,dEpytær,d.e.p.u.t.e.r,d/E\.p/y\.'t/æ\r,_,fro,NOMcom,smr,députer,DMF,députer,,,
114,20,4,16,"EpSEt, l. 16",furent,furent,fyrəNT,f.u.r.e.n.t,'f/y\.r/ə\NT,_,fro,VERcjg,indpsp6,être,DMF,être,,,
115,20,5,16,"EpSEt, l. 16",cil,cil,Çil,c.i.l,Ç/i\l,_,fro,PRNdem,pmn,cil,DMF,cil,,,
116,20,6,16,"EpSEt, l. 16",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
117,20,7,16,"EpSEt, l. 16",libie,libie,Libiə,l.i.b.i.e,L/i\.'b/i\./ə\,.,fro,NOMpro,sfr,Libye,DMF,Libye,,</l>,
118,21,1,17,"EpSEt, l. 17",e,e,e,e,/e\,_,fro,CONcoo,---,et,DMF,et,,,<l n=&quot;17&quot;>
119,21,2,17,"EpSEt, l. 17",cil,cil,Çil,c.i.l,Ç/i\l,_,fro,PRNdem,pmn,cil,DMF,cil,,,
120,21,3,17,"EpSEt, l. 17",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
121,21,4,17,"EpSEt, l. 17",sire,sire,Sirə,s.i.r.e,'S/i\.r/(ə)\,_,fro,NOMpro,sfr,Cyrène,DMF,Cyrène,,,
122,21,5,17,"EpSEt, l. 17",e,e,e,e,/e\,+,fro,CONcoo,---,et,DMF,et,,,
123,21,6,17,"EpSEt, l. 17",cil,cil,Çil,c.i.l,Ç/i\l,_,fro,PRNdem,pmn,cil,DMF,cil,,,
124,21,7,17,"EpSEt, l. 17",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
125,21,8,17,"EpSEt, l. 17",alesa[n]dríé,alesandrie,AlEsÆNdriə,a.l.e.s.a.n.d.r.i.e,/A\.l/E\.s/Æ\N.'dr/i\./(ə)\,.|,fro,NOMpro,sfr,Alexandrie,DMF,Alexandrie,,</l>,
126,22,1,18,"EpSEt, l. 18",[et],et,e,et,/e\,_,fro,CONcoo,---,et,DMF,et,,,<lb/><l n=&quot;18&quot;>
127,22,2,18,"EpSEt, l. 18",de,de,dE,d.e,d/(E)\,+,fro,PRE,---,de,DMF,de,,,
128,22,3,18,"EpSEt, l. 18",la,la,LA,l.a,L/(A)\,+,fro,DETdef,sfr,le,DMF,le,,,
129,22,4,18,"EpSEt, l. 18",terre,terre,tɛrrə,t.e.r.r.e,'t/ɛ\r.r/(ə)\,_,fro,NOMcom,sfr,terre,DMF,terre,,,
130,22,5,18,"EpSEt, l. 18",qu,qu,k,qu,k/\,+,fro,PRNrel,sfn,que,DMF,que,,,
131,22,6,18,"EpSEt, l. 18",est,est,ɛST,e.s.t,/ɛ\ST,_,fro,VERcjg,indpst3,être,DMF,être,,,
132,22,7,18,"EpSEt, l. 18",e[n]me,enme,Ænmɛ,e.n.m.e,/Æ\n.'m/ɛ\,_,fro,PRE,---,enmi,DMF,enmi,,,
133,22,8,18,"EpSEt, l. 18",celicie,celicie,ÇEliʦiə,c.e.l.i.c.i.e,Ç/E\.l/i\.'ʦ/i\./(ə)\,.,fro,NOMpro,sfr,Cilicie,DMF,Cilicie,,</l>,
134,23,1,19,"EpSEt, l. 19",tuít,tuit,tyiT,t.u.i.t,t/y\iT,_,fro,DETind,pmn,tout,DMF,tout,,,<l n=&quot;19&quot;>
135,23,2,19,"EpSEt, l. 19",li,li,Li,l.i,L/i\,_,fro,DETdef,pmn,le,DMF,le,,,
136,23,3,19,"EpSEt, l. 19",íuef,juef,ʤyæf,j.u.e.f,ʤ/y\.'/æ\f,_,fro,NOMcom,pmn,juif,DMF,juif,,,
137,23,4,19,"EpSEt, l. 19",li,li,Li,l.i,L/i\,+,fro,DETdef,pmn,le,DMF,le,,,
138,23,5,19,"EpSEt, l. 19",plus,plus,pLyS,p.l.u.s,pL/y\S,_,fro,ADVgen,---,plus,DMF,plus,,,
139,23,6,19,"EpSEt, l. 19",sauė,save,Savə,s.a.v.e,'S/a\.v/(ə)\,_,fro,ADJqua,pmn,sage,DMF,sage,,,
140,23,7,19,"EpSEt, l. 19",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
141,23,8,19,"EpSEt, l. 19",asye,asye,Aziə,a.s.y.e,/A\.'z/i\./(ə)\,;,fro,NOMpro,sfr,Asie,DMF,Asie,,</l>,
142,24,1,20,"EpSEt, l. 20",s,s,S,s,S/\,+,fro,CONsub,---,se2,DMF,se2,,,<l n=&quot;20&quot;>
143,24,2,20,"EpSEt, l. 20",il,il,il,i.l,/i\l,+,fro,PRNper,6pmn,il,DMF,il,,,
144,24,3,20,"EpSEt, l. 20",le,le,LE,l.e,L/(E)\,_,fro,PRCper,3snr,le,DMF,le,,,
145,24,4,20,"EpSEt, l. 20",[con]_cluent,concluent,kONkLyəNT,c.o.n.c.l.u.e.n.t,k/O\N.'kL/y\./ə\NT,|,fro,VERcjg,indpst6,conclure,DMF,conclure,,,
146,24,5,20,"EpSEt, l. 20",ia,ja,ʤa,j.a,ʤ/a\,+,fro,ADVgen,---,jà,DMF,jà,,,<lb/>
147,24,6,20,"EpSEt, l. 20",li,li,Li,l.i,L/i\,+,fro,PRCper,3smi,le,DMF,le,,,
148,24,7,20,"EpSEt, l. 20",toldrunt,toldrunt,toLdrONT,t.o.l.d.r.u.n.t,t/o\L.'dr/O\NT,_,fro,VERcjg,indfut6,tolir,DMF,tolir,,,
149,24,8,20,"EpSEt, l. 20",la,la,LA,l.a,L/(A)\,+,fro,DETdef,sfr,le,DMF,le,,,
150,24,9,20,"EpSEt, l. 20",uie,vie,viə,v.i.e,'v/i\./(ə)\,¶,fro,NOMcom,sfr,vie,DMF,vie,,</l></lg>,
151,25,1,---,"EpSEt, heading V",audientes,audientes,,,,¶,lat,---,---,---,---,---,,</head>,<lg n=&quot;5&quot; type=&quot;stanza&quot; met=&quot;decasyllable&quot; rhyme=&quot;aaaa&quot;><head xml:lang=&quot;lat&quot;>
152,26,1,21,"EpSEt, l. 21",Mes,mes,mɛS,m.e.s,m/ɛ\S,_,fro,CONcoo,---,mais,DMF,mais,,,<l n=&quot;21&quot;>
153,26,2,21,"EpSEt, l. 21",a,a,A,a,/A\,+,fro,PRE,---,à,DMF,à,,,
154,26,3,21,"EpSEt, l. 21",u,u,u,u,/\u,+,fro,DETdef,smr,le,DMF,le,,,
155,26,4,21,"EpSEt, l. 21",baru[n],barun,bArOn,b.a.r.u.n,b/A\.'r/O\n,_,fro,NOMcom,smr,baron,DMF,baron,,,
156,26,5,21,"EpSEt, l. 21",ne,ne,nE,n.e,n/(E)\,+,fro,ADVneg,---,ne,DMF,ne,,,
157,26,6,21,"EpSEt, l. 21",por_ru[n]ent[=porrent],porrent,porrəNT,p.o.r.r.e.n.t,'p/o\r.r/ə\NT,_,fro,VERcjg,indpsp6,pouvoir,DMF,pouvoir,,,
158,26,7,21,"EpSEt, l. 21",[con]_trester,contrester,kONtrEStær,c.o.n.t.r.e.s.t.e.r,k/O\N.tr/E\S.'t/æ\r,.,fro,VERinf,---,contrester,DMF,contrester,,</l>,
159,27,1,22,"EpSEt, l. 22",ne,ne,nE,n.e,n/(E)\,+,fro,CONcoo,---,ne2,DMF,ne2,,,<l n=&quot;22&quot;>
160,27,2,22,"EpSEt, l. 22",d,d,d,d,d/\,+,fro,PRE,---,de,DMF,de,,,
161,27,3,22,"EpSEt, l. 22",ecie[n]cie,eciencie,EsiÆNʦə,e.c.i.e.n.ci.e,/E\.s/i\.'/Æ\N.ʦ/(ə)\,|,fro,NOMcom,sfr,science,DMF,science,,,
162,27,4,22,"EpSEt, l. 22",ne,ne,nE,n.e,n/(E)\,_,fro,CONcoo,---,ne2,DMF,ne2,,,<lb/>
163,27,5,22,"EpSEt, l. 22",de,de,dE,d.e,d/(E)\,_,fro,PRE,---,de,DMF,de,,,
164,27,6,22,"EpSEt, l. 22",clergíl,clergil,kLErʤil,c.l.e.r.g.i.l,kL/E\r.'ʤ/i\l,_,fro,ADJqua,smr,clergil,TL,---,,,
165,27,7,22,"EpSEt, l. 22",mester,mester,mEStær,m.e.s.t.e.r,m/E\S.'t/æ\r,.,fro,NOMcom,smr,métier,DMF,métier,,</l>,
166,28,1,23,"EpSEt, l. 23",il,il,il,i.l,/i\l,_,fro,PRNper,3smn,il,DMF,il,,,<l n=&quot;23&quot;>
167,28,2,23,"EpSEt, l. 23",fut,fut,fyð,f.u.t,f/y\ð,_,fro,VERcjg,indpsp3,être,DMF,être,,,
168,28,3,23,"EpSEt, l. 23",bons,bons,bONS,b.o.n.s,b/O\NS,_,fro,ADJqua,smn,bon,DMF,bon,,,
169,28,4,23,"EpSEt, l. 23",clers,clers,kLɛrS,c.l.e.r.s,kL/ɛ\rS,_,fro,NOMcom,smn,clerc,DMF,clerc,,,
170,28,5,23,"EpSEt, l. 23",bie[n],bien,biEn,b.i.e.n,b/iE\n,_,fro,ADVgen,---,bien,DMF,bien,,,
171,28,6,23,"EpSEt, l. 23",se,se,SE,s.e,S/(E)\,+,fro,PRCper,3smr,se,DMF,se,,,
