wd_id,line_id,linewd,dipl,wd_div,word,phon,phon_map,syllabified,lang,pos,pos_syn,morph,penn_pos,syntag,syntag2,lemma,lemma_src,lemma_dmf,ref,tei_right,tei_left
568,76,3,marce,_,marce,mArÇe,m.a.r.c.e,m/A\r.'Ç/e\,pro,NOMcom,NOMcom,sfr,NCS,N,N,mercé,DOM,merci,"Boeci, l. 76",,
569,76,4,tuit,_,tuit,tyiT,t.u.i.t,t/y\iT,pro,DETind,DETind,pmn,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 76",,
570,76,5,pec|cador,_,peccador,pEkAdor,p.e.cc.a.d.o.r,p/E\.k/A\.'d/o\r,pro,NOMcom,NOMcom,pmn,NCS,N,N,pecadór,DOM,pécheur,"Boeci, l. 76",,
571,76,6,estánt,.,estant,EStANT,e.s.t.a.n.t,/E\S.'t/A\NT,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,estar,DOM,ester,"Boeci, l. 76",</q></l>,<lb/>
572,77,1,las,_,las,LAS,l.a.s,L/A\S,pro,DETdef,DETdef,pfn,D,Det,Det,las3,DOM,le,"Boeci, l. 77",,<l n=&quot;77&quot;><q>
573,77,2,mias,_,mias,miAS,m.i.a.s,'m/i\./A\S,pro,ADJpos,ADJpos,1pfn,ADJZ,Adj,Adj,mia2,DOM,mien,"Boeci, l. 77",,
574,77,3,musas,_,musas,myzAS,m.u.s.a.s,'m/y\.z/A\S,pro,NOMcom,NOMcom,pfn,NCPL,N,N,musa,DOM,muse,"Boeci, l. 77",,
575,77,4,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,pfn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 77",,
576,77,5,ant,_,ant,ANT,a.n.t,/A\NT,pro,VERcjg,VERcjg,indpst6,AJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 77",,
577,77,6,p[er]dut,_,perdut,pErdyT,p.e.r.d.u.t,p/E\r.'d/y\T,pro,VERppe,VERppe,smr,VPP,Vpp,Vpp,pèrdre,DOM,perdre,"Boeci, l. 77",,
578,77,7,lor,_,lor,LOr,l.o.r,L/O\r,pro,DETpos,DETpos,6smr,DZ,Det,Det,lor,DOM,leur,"Boeci, l. 77",,
579,77,8,cant,.,cant,kANT,c.a.n.t,k/A\NT,pro,NOMcom,NOMcom,smr,NCS,N,N,can2,DOM,chant,"Boeci, l. 77",</q></l>,
580,78,1,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 78",,<l n=&quot;78&quot;><q>
581,78,2,sapien|cia,_,sapiencia,SApiENÇiA,s.a.p.i.e.n.c.i.a,S/A\.p/<i>\.'/E\N.Çi/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,sapiensa,DOM,sapience,"Boeci, l. 78",,
582,78,3,anaua,_,anava,AnAvA,a.n.a.v.a,/A\.'n/A\.v/(A)\,pro,VERcjg,VERcjg,indipf1,VJ,Vfin,Vfin,anar,DOM,aner,"Boeci, l. 78",,<lb/>
583,78,4,eu,_,eu,eu,e.u,/e\u,pro,PRNper,PRNper,1smn,PRO,Prn,Prn%,eu,DOM,je,"Boeci, l. 78",,
584,78,5,ditan,.,ditan,ditAn,d.i.t.a.n,d/i\.'t/A\n,pro,VERppa,VERppa,,VG,Vprs,Vprs,dire,DOM,dire,"Boeci, l. 78",</q></l>,
585,79,1,plor,_,plor,pLor,p.l.o.r,pL/o\r,pro,VERcjg,VERcjg,indpst1,VJ,Vfin,Vfin,plorar,DOM,pleurer,"Boeci, l. 79",,<l n=&quot;79&quot;><q>
586,79,2,tota,_,tota,totA,t.o.t.a,'t/o\.t/(A)\,pro,DETind,DETind,sfr,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 79",,
587,79,3,dia,_,dia,diA,d.i.a,'d/<i>\./(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,dia,DOM,di,"Boeci, l. 79",,
588,79,4,faz,_,faz,fAÇ,f.a.z,f/A\Ç,pro,VERcjg,VERcjg,indpst1,VJ,Vfin,Vfin,faire,DOM,faire,"Boeci, l. 79",,
589,79,5,cosdumna,_,cosdumna,kOSdymnA,c.o.s.d.u.m.n.a,k/O\S.'d/y\m.n/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,costuma,DOM,costume,"Boeci, l. 79",,
590,79,6,d,+,d,d,d,d/\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 79",,
591,79,7,e_fant,.,efant,EfANT,e.f.a.n.t,/E\.'f/A\NT,pro,NOMcom,NOMcom,smr,NCS,N,N,efan,DOM,enfant,"Boeci, l. 79",</q></l>,
592,80,1,tuit,|,tuit,tyiT,t.u.i.t,t/y\iT,pro,PRNind,PRNind,pmn,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 80",,<l n=&quot;80&quot;><q>
593,80,2,a,_,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 80",,<lb/>
594,80,3,plorár,_,plorar,pLOrAr,p.l.o.r.a.r,pL/O\.'r/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,plorar,DOM,pleurer,"Boeci, l. 80",,
595,80,4,repairen,_,repairen,rEpAirEn,r.e.p.a.i.r.e.n,r/E\.'p/A\i.r/E\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,repairar,DOM,repairer,"Boeci, l. 80",,
596,80,5,mei,_,mei,mɛi,m.e.i,m/ɛ\i,pro,DETpos,DETpos,1pmn,DZ,Det,Det,mei2,DOM,mon,"Boeci, l. 80",,
597,80,6,talant,.,talant,tAlÆNT,t.a.l.a.n.t,t/A\.'l/Æ\NT,pro,NOMcom,NOMcom,pmn,NCPL,N,N,talén,DOM,talent,"Boeci, l. 80",</q></l></lg>,
598,81,1,D[om]ne,_,domne,dOmnE,d.o.m.n.e,'d/O\m.n/(E)\,pro,NOMcom,NOMcom,smn,NPRS,N,N,dón,DOM,dan,"Boeci, l. 81",,<lg n=&quot;10&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;81&quot;><q>
599,81,2,pater,_,pater,QVQVR,p.a.t.e.r,Q/V\.'Q/V\R,lat,NOMcom,NOMcom,smn,NPRS,N,N,paire,DOM,père,"Boeci, l. 81",,
600,81,3,tu,_,tu,ty,t.u,t/y\,pro,PRNper,PRNper,2smn,PRO,Prn,Prn,tu,DOM,tu,"Boeci, l. 81",,
601,81,4,qui,+,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 81",,
602,81,5,m,_,m,m,m,/\m,pro,PRCper,PRCper,1smr,PRO,Prn,Prn$$,me,DOM,me,"Boeci, l. 81",,
603,81,6,sols,_,sols,SɔLS,s.o.l.s,S/ɔ\LS,pro,VERcjg,VERcjg,indpst2,VJ,Vfin,Vfin,solér,DOM,souloir,"Boeci, l. 81",,
604,81,7,goernar,|,goernar,gOErnAr,g.o.e.r.n.a.r,g/O\./E\r.'n/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,governar,DOM,gouverner,"Boeci, l. 81",</q></l>,
605,82,1,e,_,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 82",,<lb/><l n=&quot;82&quot;><q>
606,82,2,te,+,te,te,t.e,t/(e)\,pro,PRNper,PRNper,2smr,PRO,Prn,Prn,te,DOM,toi,"Boeci, l. 82",,
607,82,3,m,_,m,m,m,/\m,pro,PRCper,PRCper,1smr,PRO,Prn,Prn$$,me,DOM,me,"Boeci, l. 82",,
608,82,4,soli,_,soli,SOli0,s.o.l.i.,S/O\.'l/<i>\./[0]\,pro,VERcjg,VERcjg,indipf1,VJ,Vfin,Vfin,solér,DOM,souloir,"Boeci, l. 82",,
609,82,5,eu,_,eu,eu,e.u,/e\u,pro,PRNper,PRNper,1smn,PRO,Prn,Prn%,eu,DOM,je,"Boeci, l. 82",,
610,82,6,a,_,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 82",,
611,82,7,tóz,_,toz,toTS,t.o.z.,t/o\TS,pro,DETind,DETind,pmr,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 82",,
612,82,8,dias,_,dias,diAS,d.i.a.s,'d/<i>\./A\S,pro,NOMcom,NOMcom,pmr,NCS,N,N,dia,DOM,di,"Boeci, l. 82",,
613,82,9,fiar,.,fiar,fiAr,f.i.a.r,f/i\.'/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,fizar,DOM,fier,"Boeci, l. 82",</q></l>,
614,83,1,tu,+,tu,ty,t.u,t/y\,pro,PRNper,PRNper,2smn,PRO,Prn,Prn$,tu,DOM,tu,"Boeci, l. 83",,<l n=&quot;83&quot;><q>
615,83,2,m,_,m,m,m,/\m,pro,PRCper,PRCper,1smr,PRO,Prn,Prn$$,me,DOM,me,"Boeci, l. 83",,
616,83,3,fezíst,_,fezist,fEʣiST,f.e.z.i.s.t,f/E\.'ʣ/i\ST,pro,VERcjg,VERcjg,indpsp2,VJ,Vfin,Vfin,faire,DOM,faire,"Boeci, l. 83",,
617,83,4,tánt,_,tant,tANT,t.a.n.t,t/A\NT,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 83",,
618,83,5,e,_,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 83",,
619,83,6,gran,.,gran,grAn,g.r.a.n,gr/A\n,pro,ADJqua,ADJqua,sfr,ADJ,Adj,Adj,gran,DOM,grand,"Boeci, l. 83",,
620,83,7,riquezá,_,riqueza,rikeʣA,r.i.qu.e.z.a,r/i\.'k/e\.ʣ/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,riquéza,DOM,richesse,"Boeci, l. 83",,
621,83,8,stár,|,star,0StAr,.s.t.a.r,/[0]\S.'t/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,estar,DOM,ester,"Boeci, l. 83",</q></l>,
622,84,1,de,+,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 84",,<lb/><l n=&quot;84&quot;><q>
623,84,2,tota,_,tota,totA,t.o.t.a,'t/o\.t/(A)\,pro,DETinf,DETinf,sfr,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 84",,
624,84,3,róma,_,roma,rOmA,r.o.m.a,'r/O\.m/(A)\,pro,NOMpro,NOMpro,sfr,NPRS,N,N,Roma,---,Rome,"Boeci, l. 84",,
625,84,4,l,+,l,L,l,L/\,pro,DETdef,DETdef,smr,D,Det,Det,lo2,DOM,le,"Boeci, l. 84",,
626,84,5,emperi,_,emperi,ENpɛri,e.m.p.e.r.i,/E\N.'p/ɛ\.r/(i)\,pro,NOMcom,NOMcom,smr,NCS,N,N,empèri,DOM,empire,"Boeci, l. 84",,
627,84,6,aig,_,aig,AiK,a.i.g,/A\iK,pro,VERcjg,VERcjg,indpsp1,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 84",,
628,84,7,a,+,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 84",,
629,84,8,mandar,.,mandar,mANdAr,m.a.n.d.a.r,m/A\N.'d/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,mandar,DOM,mander,"Boeci, l. 84",</q></l>,
630,85,1,los,_,los,LOS,l.o.s,L/O\S,pro,DETdef,DETdef,pmr,D,Det,Det,los,DOM,le,"Boeci, l. 85",,<l n=&quot;85&quot;><q>
631,85,2,sauis,_,savis,SAviS,s.a.v.i.s,S/A\.'v/i\S,pro,ADJqua,ADJqua,pmr,ADJ,Adj,Adj,savi,DOM,sage,"Boeci, l. 85",,
632,85,3,omnes,_,omnes,OmnES,o.m.n.e.s,'/O\m.n/E\S,pro,NOMcom,NOMcom,pmr,NCPL,N,N,óme,DOM,homme,"Boeci, l. 85",,
633,85,4,en,_,en,En,e.n,/E\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 85",,
634,85,5,soli,_,soli,SOli0,s.o.l.i.,S/O\.'l/<i>\./[0]\,pro,VERcjg,VERcjg,indipf1,VJ,Vfin,Vfin,solér,DOM,souloir,"Boeci, l. 85",,
635,85,6,ador|nár,_,adornar,AðOrnAr,a.d.o.r.n.a.r,/A\.ð/O\r.'n/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,adornar,DOM,aorner2,"Boeci, l. 85",</q></l>,
636,86,1,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 86",,<lb/><l n=&quot;86&quot;><q>
637,86,2,la,_,la,LA,l.a,L/A\,pro,DETdef,DETdef,sfr,D,Det,Det,la,DOM,le,"Boeci, l. 86",,
638,86,3,iusticia,_,justicia,ʤyStiʦiA,j.u.s.t.i.c.i.a,ʤ/y\S.'t/i\.ʦi/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,justicia,DOM,justice,"Boeci, l. 86",,
639,86,4,que,_,que,ke,qu.e,k/(e)\,pro,PRNrel,PRNrel,sfr,WPRO,Qux,Qux,que,DOM,que,"Boeci, l. 86",,
640,86,5,grant,.,grant,grANT,g.r.a.n.t,gr/A\NT,pro,ADJqua,ADJqua,sfr,ADJ,Adj,Adj,gran,DOM,grand,"Boeci, l. 86",,
641,86,6,áig,_,aig,AiK,a.i.g,/A\iK,pro,VERcjg,VERcjg,indpsp1,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 86",,
642,86,7,a,+,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 86",,
643,86,8,mandár,_,mandar,mANdAr,m.a.n.d.a.r,m/A\N.'d/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,mandar,DOM,mander,"Boeci, l. 86",</q></l>,
644,87,1,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 87",,<l n=&quot;87&quot;><q>
645,87,2,t,_,t,t,t,/\t,pro,PRCper,PRCper,2smr,PRO,Prn,Prn$$,te,DOM,te,"Boeci, l. 87",,
646,87,3,seruii,.,servij,SErvii,s.e.r.v.i.j,S/E\r.'v/i\i,pro,VERcjg,VERcjg,indpsp1,VJ,Vfin,Vfin,servir,DOM,servir,"Boeci, l. 87",,
647,87,4,b_é,_,be,be,b.e,b/e\,pro,ADVgen,ADVgen,,ADV,Adv,Adv,béN,DOM,bien,"Boeci, l. 87",,
648,87,5,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 87",,
649,87,6,la,_,la,LA,l.a,L/A\,pro,PRCper,PRCper,3sfa,PRO,Prn,Prn$$,la2,DOM,le,"Boeci, l. 87",,
650,87,7,m,|,m,m,m,/\m,pro,PRCper,PRCper,1smr,PRO,Prn,Prn$$,me,DOM,me,"Boeci, l. 87",,
651,87,8,uolguist,_,volguist,vOLgiST,v.o.l.gu.i.s.t,v/O\L.'g/i\ST,pro,VERcjg,VERcjg,indpsp2,MDJ,Vfin,Vfin,volér,DOM,vouloir,"Boeci, l. 87",,<lb/>
652,87,9,laisar,.,laisar,LAisAr,l.a.i.s.a.r,L/A\i.'s/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,laisar,DOM,laisser,"Boeci, l. 87",</q></l>,
653,88,1,p[er],_,per,pEr,p.e.r,p/E\r,pro,PRE,PRE,,P,Pre,Pre,pér,DOM,par,"Boeci, l. 88",,<l n=&quot;88&quot;><q>
654,88,2,aizó,+,aizo,AiʦO,a.i.z.o,/A\i.'ʦ/O\,pro,PRNdem,PRNdem,snr,PRO,Prn,Prn,aisso,DOM,ce,"Boeci, l. 88",,
655,88,3,m,_,m,m,m,/\m,pro,PRCper,PRCper,1smr,PRO,Prn,Prn$$,me,DOM,me,"Boeci, l. 88",,
656,88,4,fás,_,fas,fAS,f.a.s,f/A\S,pro,VERcjg,VERcjg,indpst2,VJ,Vfin,Vfin,faire,DOM,faire,"Boeci, l. 88",,
657,88,5,e,_,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 88",,
658,88,6,chaitiueza,_,chaitiveza,kAitiveʣA,ch.a.i.t.i.v.e.z.a,k/A\i.t/i\.'v/e\.ʣ/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,caitivéza,DOM,chétivesse,"Boeci, l. 88",,
659,88,7,star,.,star,0StAr,.s.t.a.r,/[0]\S.'t/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,estar,DOM,ester,"Boeci, l. 88",</q></l>,
660,89,1,non,_,non,nOn,n.o.n,n/O\n,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 89",,<l n=&quot;89&quot;><q>
661,89,2,ái,_,ai,Ai,a.i,/A\i,pro,VERcjg,VERcjg,indpst1,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 89",,
662,89,3,que,_,que,ke,qu.e,k/(e)\,pro,PRNrel,PRNrel,snr,WPRO,Qux,Qux,que,DOM,que,"Boeci, l. 89",,
663,89,4,prenga,|,prenga,prENgA,p.r.e.n.g.a,'pr/E\N.g/(A)\,pro,VERcjg,VERcjg,subpst1,VJ,Vfin,Vfin,préndre,DOM,prendre,"Boeci, l. 89",,
664,89,5,ne,_,ne,ne,n.e,n/e\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,ni,DOM,ne2,"Boeci, l. 89",,<lb/>
665,89,6,no,_,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 89",,
666,89,7,pósg,_,posg,pɔSK,p.o.s.g,p/ɔ\SK,pro,VERcjg,VERcjg,indpst1,MDJ,Vfin,Vfin,podér,DOM,pouvoir2,"Boeci, l. 89",,
667,89,8,re,_,re,re,r.e,r/e\,pro,NOMcom,NOMcom,smr,NCS,N,N,réN,DOM,rien,"Boeci, l. 89",,
668,89,9,donar,.,donar,dOnAr,d.o.n.a.r,d/O\.'n/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,donar,DOM,donner,"Boeci, l. 89",</q></l>,
669,90,1,ni,_,ni,ni,n.i,n/<i>\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,ni,DOM,ne2,"Boeci, l. 90",,<l n=&quot;90&quot;><q>
670,90,2,nóit,_,noit,nɔiT,n.o.i.t,n/ɔ\iT,pro,NOMcom,NOMcom,sfr,NCS,N,N,nòch,DOM,nuit,"Boeci, l. 90",,
671,90,3,ni,_,ni,ni,n.i,n/<i>\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,ni,DOM,ne2,"Boeci, l. 90",,
672,90,4,día,_,dia,diA,d.i.a,'d/<i>\./(A)\,pro,NOMcom,NOMcom,sxr,NCS,N,N,dia,DOM,di,"Boeci, l. 90",,
673,90,5,no,_,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 90",,
674,90,6,fáz,_,faz,fAÇ,f.a.z,f/A\Ç,pro,VERcjg,VERcjg,indpst1,VJ,Vfin,Vfin,faire,DOM,faire,"Boeci, l. 90",,
675,90,7,que,_,que,ke,qu.e,k/(e)\,pro,CONsub,CONsub,,FP,Sub,Sub,que2,DOM,que,"Boeci, l. 90",,
676,90,8,mal,_,mal,mAl,m.a.l,m/A\l,pro,ADVgen,ADVgen,,ADV,Adv,Adv,mal,DOM,mal3,"Boeci, l. 90",,
677,90,9,pensar,+,pensar,pENSAr,p.e.n.s.a.r,p/E\N.'S/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,pensar,DOM,penser,"Boeci, l. 90",</q></l>,
678,91,1,tuit,|,tuit,tyiT,t.u.i.t,t/y\iT,pro,DETind,DETind,pmn,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 91",,<l n=&quot;91&quot;><q>
679,91,2,mei,_,mei,mɛi,m.e.i,m/ɛ\i,pro,DETpos,DETpos,1pmn,DZ,Det,Det,mei2,DOM,mon,"Boeci, l. 91",,<lb/>
680,91,3,talant,_,talant,tAlÆNT,t.a.l.a.n.t,t/A\.'l/Æ\NT,pro,NOMcom,NOMcom,pmn,NCPL,N,N,talén,DOM,talent,"Boeci, l. 91",,
681,91,4,repáiren,_,repairen,rEpAirEn,r.e.p.a.i.r.e.n,r/E\.'p/A\i.r/E\n,pro,VERcjg,VERcjg,indpst6,VJ,Vfin,Vfin,repairar,DOM,repairer,"Boeci, l. 91",,
682,91,5,a,+,a,A,a,/A\,pro,PRE,PRE,,P,Pre,Pre,a2,DOM,à,"Boeci, l. 91",,
683,91,6,plorar,.,plorar,pLOrAr,p.l.o.r.a.r,pL/O\.'r/A\r,pro,VERinf,VERinf,,VX,Vinf,Vinf,plorar,DOM,pleurer,"Boeci, l. 91",</q></l></lg>,
684,92,1,Hanc,_,hanc,ANK,ha.n.c,/A\NK,pro,ADVgen,ADVgen,,ADV,Adv,Adv,anc,DOM,onques,"Boeci, l. 92",,<lg n=&quot;11&quot; type=&quot;laisse&quot; met=&quot;decasyllable&quot;><l n=&quot;92&quot;>
685,92,2,no,_,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 92",,
686,92,3,fo,_,fo,fo,f.o,f/o\,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 92",,
687,92,4,óm,_,om,Om,o.m,/O\m,pro,NOMcom,NOMcom,smn,NCS,N,N,óme,DOM,homme,"Boeci, l. 92",,
688,92,5,ta,_,ta,tA,t.a,t/A\,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 92",,
689,92,6,gran,_,gran,grAn,g.r.a.n,gr/A\n,pro,ADJqua,ADJqua,sfr,ADJ,Adj,Adj,gran,DOM,grand,"Boeci, l. 92",,
690,92,7,uertut,|,vertut,vErtyT,v.e.r.t.u.t,v/E\r.'t/y\T,pro,NOMcom,NOMcom,sfr,NCS,N,N,vertut,DOM,vertu,"Boeci, l. 92",,
691,92,8,agues,_,agues,AgeS,a.gu.e.s,/A\.'g/e\S,pro,VERcjg,VERcjg,subipf3,VJ,Vfin,Vfin,avér,DOM,avoir,"Boeci, l. 92",</l>,<lb/>
692,93,1,qui,+,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 93",,<l n=&quot;93&quot;>
693,93,2,sapíencia,_,sapiencia,SApiENÇiA,s.a.p.i.e.n.c.i.a,S/A\.p/<i>\.'/E\N.Çi/(A)\,pro,NOMcom,NOMcom,sfr,NCS,N,N,sapiensa,DOM,sapience,"Boeci, l. 93",,
694,93,3,compenre,_,compenre,kONpENrE,c.o.m.p.e.n.r.e,k/O\N.'p/E\N.r/(E)\,pro,VERinf,VERinf,,VX,Vinf,Vinf,compréndre,DOM,comprendre,"Boeci, l. 93",,
695,93,4,pogues,.,pogues,pOgeS,p.o.gu.e.s,p/O\.'g/e\S,pro,VERcjg,VERcjg,subipf3,MDJ,Vfin,Vfin,podér,DOM,pouvoir2,"Boeci, l. 93",</l>,
696,94,1,pero,_,pero,pErO,p.e.r.o,p/E\.'r/O\,pro,CONcoo,CONcoo,,CONJO,Crd,Crd,pero,DOM,,"Boeci, l. 94",,<l n=&quot;94&quot;>
697,94,2,boecis,_,boecis,bOɛʦiS,b.o.e.c.i.s,b/O\.'/ɛ\.ʦ/i\S,pro,NOMpro,NOMpro,smn,NPRS,N,N,Boèci,---,,"Boeci, l. 94",,
698,94,3,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 94",,
699,94,4,n,_,n,n,n,/\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 94",,
700,94,5,fó,_,fo,fo,f.o,f/o\,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,èser,DOM,être,"Boeci, l. 94",,
701,94,6,de,_,de,dE,d.e,d/(E)\,pro,PRE,PRE,,P,Pre,Pre,de,DOM,de,"Boeci, l. 94",,
702,94,7,tot,|,tot,toT,t.o.t,t/o\T,pro,PRNind,PRNind,snr,Q,QIs,QIs,tót,DOM,tout,"Boeci, l. 94",,
703,94,8,mespres,.,mespres,mESpreS,m.e.s.p.r.e.s,m/E\S.'pr/e\S,pro,VERppe,VERppe,smn,VPP,Vpp,Vpp,mespréndre,DOM,méprendre,"Boeci, l. 94",</l>,<lb/>
704,95,1,anc,_,anc,ANK,a.n.c,/A\NK,pro,ADVgen,ADVgen,,ADV,Adv,Adv,anc,DOM,onques,"Boeci, l. 95",,<l n=&quot;95&quot;>
705,95,2,no,+,no,no,n.o,n/o\,pro,ADVneg,ADVneg,,NEG,Neg,Neg$$,nóN,DOM,ne,"Boeci, l. 95",,
706,95,3,n,_,n,n,n,/\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 95",,
707,95,4,uist,_,vist,viST,v.i.s.t,v/i\ST,pro,VERcjg,VERcjg,indpsp3,VJ,Vfin,Vfin,vezér,DOM,voir,"Boeci, l. 95",,
708,95,5,ú,_,u,y,u,/y\,pro,PRNind,PRNind,smr,PRO,Prn,Prn,uN,DOM,un,"Boeci, l. 95",,
709,95,6,qui,_,qui,ki,qu.i,k/<i>\,pro,PRNrel,PRNrel,smn,WPRO,Qux,Qux,qui,DOM,qui,"Boeci, l. 95",,
710,95,7,tant,_,tant,tANT,t.a.n.t,t/A\NT,pro,ADVgen,ADVgen,,Q,QIs,QIs,tan,DOM,tant,"Boeci, l. 95",,
711,95,8,en,_,en,En,e.n,/E\n,pro,PRCadv,PRCadv,,PRO,Prn,Prn$$,én3,DOM,en2,"Boeci, l. 95",,
712,95,9,retegues,.,retegues,rEtEgeS,r.e.t.e.gu.e.s,r/E\.t/E\.'g/e\S,pro,VERcjg,VERcjg,subipf3,VJ,Vfin,Vfin,retenér,DOM,retenir,"Boeci, l. 95",</l>,
713,96,1,la_ínz,_,lainz,LAiNTS,l.a.i.n.z.,L/A\.'/i\NTS,pro,ADVgen,ADVgen,,ADV,Adv,Adv,laïns,DOM,léans,"Boeci, l. 96",,<l n=&quot;96&quot;>
714,96,2,e,+,e,E,e,/E\,pro,PRE,PRE,,P,Pre,Pre,én,DOM,en,"Boeci, l. 96",,
715,96,3,las,_,las,LAS,l.a.s,L/A\S,pro,DETdef,DETdef,pfr,D,Det,Det,las3,DOM,le,"Boeci, l. 96",,
716,96,4,carcers,|,carcers,kArÇErS,c.a.r.c.e.r.s,'k/A\r.Ç/E\rS,pro,NOMcom,NOMcom,pfr,NCPL,N,N,carcer,DOM,chartre,"Boeci, l. 96",,
717,96,5,o,+,o,o,o,/o\,pro,PRNrel,PRNrel,,WPRO,Qux,Qux,ó,DOM,où,"Boeci, l. 96",,<lb/>
718,96,6,él,_,el,el,e.l,/e\l,pro,PRNper,PRNper,3smn,PRO,Prn,Prn,el2,DOM,il,"Boeci, l. 96",,
719,96,7,iazia,_,jazia,ʤAʣiA,j.a.z.i.a,ʤ/A\.'ʣ/<i>\./(A)\,pro,VERcjg,VERcjg,indipf3,VJ,Vfin,Vfin,jazér,DOM,gésir,"Boeci, l. 96",,
