wd_id,line_id,line_wd,dipl,word,phon,phon_map,syllabified,wd_div,lang,textlineid,pos,pos_syn,morph,lemma,lemma_src,lemma_dmf,ref,phil_note,tei_right,tei_left
359,78,4,socors,socors,SOkorS,s.o.c.o.r.s,S/O\.'k/o\rS,–,pro,73,NOMcom,NOMcom,smr,secórs,DOM,secours,"Sponsus, l. 73",,,
360,78,5,a,a,a,a,/a\,+,pro,73,PRE,PRE,,a2,DOM,à,"Sponsus, l. 73",,,
361,78,6,uos,vos,voS,v.o.s,v/o\S,–,pro,73,PRNper,PRNper,5pfr,vós,DOM,vous,"Sponsus, l. 73",,</l>,
362,79,1,fai_tes,faites,fAitES,f.a.i.t.e.s,'f/A\i.t/E\S,–,pro,74,VERcjg,VERcjg,imp---5,faire,DOM,faire,"Sponsus, l. 74",,,<l n=&quot;74&quot;> 
363,79,2,o,o,o,o,/o\,+,pro,74,PRCdem,PRCdem,snr,ó2,DOM,,"Sponsus, l. 74",,,
364,79,3,tost,tost,tɔST,t.o.s.t,t/ɔ\ST,–,pro,74,ADVgen,ADVgen,,tòst,DOM,tôt,"Sponsus, l. 74",,,
365,79,4,q[ue],que,kE,qu.e,k/E\,_,pro,74,CONsub,CONsub,,que2,DOM,que,"Sponsus, l. 74",,,
366,79,5,ia,ja,ʤa,j.a,ʤ/a\,_,pro,74,ADVgen,ADVgen,,ja,DOM,jà,"Sponsus, l. 74",,,
367,79,6,uenra,venra,vENra,v.e.n.r.a,v/E\N.'r/a\,–,pro,74,VERcjg,VERcjg,indfut3,venir,DOM,venir,"Sponsus, l. 74",,,
368,79,7,l,l,L,l,L/\,+,pro,74,DETdef,DETdef,smn,lo2,DOM,le,"Sponsus, l. 74",,,
369,79,8,espos,espos,ESpoS,e.s.p.o.s,/E\S.'p/o\S,–|,pro,74,NOMcom,NOMcom,smn,espós,DOM,époux,"Sponsus, l. 74",,</l></lg>,
370,80,1,A,a,V,a,/V\,_,lat,75,ETR,ETR,,---,---,,"Sponsus, l. 75",,,<pb n=&quot;55v&quot;/><lb/><lg><l xml:lang=&quot;lat&quot; n=&quot;75&quot;> 
371,80,2,misere,misere,RVQVRV,m.i.s.e.r.e,'R/V\.Q/V\.R/V\,–,lat,75,ETR,ETR,,---,---,,"Sponsus, l. 75",,,
372,80,3,nos,nos,RVQ,n.o.s,R/V\Q,_,lat,75,ETR,ETR,,---,---,,"Sponsus, l. 75",,,
373,80,4,ad,ad,VQ,a.d,/V\Q,_,lat,75,ETR,ETR,,---,---,,"Sponsus, l. 75",,,
374,80,5,quid,quid,QRVQ,q.u.i.d,QR/V\Q,–,lat,75,ETR,ETR,,---,---,,"Sponsus, l. 75",,,
375,80,6,uenimus,venimus,QVRVRVQ,v.e.n.i.m.u.s,'Q/V\.R/V\.R/V\Q,–,lat,75,ETR,ETR,,---,---,,"Sponsus, l. 75",,</l>,
376,81,1,nil,nil,RVR,n.i.l,R/V\R,_,lat,76,ETR,ETR,,---,---,,"Sponsus, l. 76",,,<l xml:lang=&quot;lat&quot; n=&quot;76&quot;> 
377,81,2,est,est,VQQ,e.s.t,/V\QQ,–,lat,76,ETR,ETR,,---,---,,"Sponsus, l. 76",,,
378,81,3,enim,enim,VRVR,e.n.i.m,'/V\.R/V\R,–,lat,76,ETR,ETR,,---,---,,"Sponsus, l. 76",,,
379,81,4,illut,illut,VRRVQ,i.l.l.u.t,'/V\R.R/V\Q,–,lat,76,ETR,ETR,,---,---,,"Sponsus, l. 76",,,
380,81,5,quod,quod,QRVQ,q.u.o.d,QR/V\Q,–,lat,76,ETR,ETR,,---,---,,"Sponsus, l. 76",,,
381,81,6,querim[us],querimus,QRVRVRVQ,q.u.e.r.i.m.u.s,'QR/V\.R/V\.R/V\Q,–|,lat,76,ETR,ETR,,---,---,,"Sponsus, l. 76",,</l>,
382,82,1,fa_tatum,fatatum,QVQVQVR,f.a.t.a.t.u.m,Q/V\.'Q/V\.Q/V\R,–,lat,77,ETR,ETR,,---,---,,"Sponsus, l. 77",,,<lb/><l xml:lang=&quot;lat&quot; n=&quot;77&quot;> 
383,82,2,est,est,VQQ,e.s.t,/V\QQ,–,lat,77,ETR,ETR,,---,---,,"Sponsus, l. 77",,,
384,82,3,[et],et,VQ,e.t,/V\Q,+,lat,77,ETR,ETR,,---,---,,"Sponsus, l. 77",,,
385,82,4,nos,nos,RVQ,n.o.s,R/V\Q,–,lat,77,ETR,ETR,,---,---,,"Sponsus, l. 77",,,
386,82,5,uidebimus,videbimus,QVQVQVRVQ,v.i.d.e.b.i.m.u.s,Q/V\.'Q/V\.Q/V\.R/V\Q,–,lat,77,ETR,ETR,,---,---,,"Sponsus, l. 77",,</l>,
387,83,1,ad,ad,VQ,a.d,/V\Q,_,lat,78,ETR,ETR,,---,---,,"Sponsus, l. 78",,,<l xml:lang=&quot;lat&quot; n=&quot;78&quot;> 
388,83,2,nuptias,nuptias,RVQQVVQ,n.u.p.t.i.a.s,'R/V\Q.Q/V\./V\Q,–,lat,78,ETR,ETR,,---,---,,"Sponsus, l. 78",,,
389,83,3,numquam,numquam,RVRQRVR,n.u.m.q.u.a.m,'R/V\R.QR/V\R,–,lat,78,ETR,ETR,,---,---,,"Sponsus, l. 78",,,
390,83,4,intrabim[us],intrabimus,VRQRVQVRVQ,i.n.t.r.a.b.i.m.u.s,/V\R.'QR/V\.Q/V\.R/V\Q,_,lat,78,ETR,ETR,,---,---,,"Sponsus, l. 78",,</l>,
391,84,1,Dol[=Dolentas],dolentas,dOlENtAS,d.o.l.e.n.t.a.s,d/O\.'l/E\N.t/A\S,–|,pro,79,ADJqua,ADJqua,pfn,dolén,DOM,dolent,"Sponsus, l. 79",,<supplied reason=&quot;missing&quot;>chaitivas trop i avem dormit</supplied></l></lg>,<l n=&quot;79&quot;>
392,85,1,M[odo],modo,,,,_,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,<lb/><stage type=&quot;entrance&quot;><p><s xml:lang=&quot;lat&quot;>
393,85,2,ueniat,veniat,,,,_,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,
394,85,3,spo[n]sus,sponsus,,,,_,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,</s></p></stage>,
395,86,1,Avdi,audi,VQV,au.d.i,'/V\.Q/V\,–,lat,80,ETR,ETR,,---,---,,"Sponsus, l. 80",,,<lg xml:lang=&quot;lat&quot;><l n=&quot;80&quot;>
396,86,2,sponse,sponse,QQVRQV,s.p.o.n.s.e,'QQ/V\R.Q/V\,–,lat,80,ETR,ETR,,---,---,,"Sponsus, l. 80",,,
397,86,3,uo_ces,voces,QVQVQ,v.o.c.e.s,'Q/V\.Q/V\Q,–,lat,80,ETR,ETR,,---,---,,"Sponsus, l. 80",,,
398,86,4,plan_gentium,plangentium,QRVRQVRQVVR,p.l.a.n.g.e.n.t.i.u.m,QR/V\R.'Q/V\R.Q/V\./V\R,–,lat,80,ETR,ETR,,---,---,,"Sponsus, l. 80",,</l>,
399,87,1,ap[er]_ire,aperire,VQVRVRV,a.p.e.r.i.r.e,/V\.Q/V\.'R/V\.R/V\,–,lat,81,ETR,ETR,,---,---,,"Sponsus, l. 81",,,<l n=&quot;81&quot;>
400,87,2,fac,fac,QVQ,f.a.c,Q/V\Q,_,lat,81,ETR,ETR,,---,---,,"Sponsus, l. 81",,,
401,87,3,nobis,nobis,RVQVQ,n.o.b.i.s,'R/V\.Q/V\Q,–,lat,81,ETR,ETR,,---,---,,"Sponsus, l. 81",,,
402,87,4,ostium,ostium,VQQVVR,o.s.t.i.u.m,'/V\Q.Q/V\./V\R,–,lat,81,ETR,ETR,,---,---,,"Sponsus, l. 81",,</l>,
403,88,1,cum,cum,QVR,c.u.m,Q/V\R,–|,lat,82,ETR,ETR,,---,---,,"Sponsus, l. 82",,,<l n=&quot;82&quot;>
404,88,2,sotiis,sotiis,QVQVVQ,s.o.t.i.i.s,Q/V\.'Q/V\./V\Q,–,lat,82,ETR,ETR,,---,---,,"Sponsus, l. 82",,,<lb/>
405,88,3,prebe,prebe,QRVQV,p.r.e.b.e,'QR/V\.Q/V\,–,lat,82,ETR,ETR,,---,---,,"Sponsus, l. 82",,,
406,88,4,remedi_um,remedium,RVRVQVVR,r.e.m.e.d.i.u.m,R/V\.'R/V\.Q/V\./V\R,–,lat,82,ETR,ETR,,---,---,,"Sponsus, l. 82",,</l></lg></sp>,
407,89,1,M[odo],modo,,,,_,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,<sp><speaker>
408,89,2,veniat,veniat,,,,.,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,
409,89,3,SPO[N]S[US],sponsus,,,,.,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,
410,89,4,CHR[ISTU]S,christus,,,,.,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,</speaker>,
411,90,1,A_men,amen,VRVR,a.m.e.n,'/V\.R/V\R,_,lat,83,ETR,ETR,,---,---,,"Sponsus, l. 83",,,<lg xml:lang=&quot;lat&quot;><l n=&quot;83&quot;>
412,90,2,dico,dico,QVQV,d.i.c.o,'Q/V\.Q/V\,_,lat,83,ETR,ETR,,---,---,,"Sponsus, l. 83",,,
413,90,3,uos,vos,QVQ,v.o.s,Q/V\Q,–,lat,83,ETR,ETR,,---,---,,"Sponsus, l. 83",,,
414,90,4,ignos–|co,ignosco,VQRVQQV,i.g.n.o.s.c.o,/V\.'QR/V\Q.Q/V\,–,lat,83,ETR,ETR,,---,---,,"Sponsus, l. 83",,,
415,90,5,nam,nam,RVR,n.a.m,R/V\R,–,lat,83,ETR,ETR,,---,---,,"Sponsus, l. 83",,,<lb/>
416,90,6,caretis,caretis,QVRVQVQ,c.a.r.e.t.i.s,Q/V\.'R/V\.Q/V\Q,–,lat,83,ETR,ETR,,---,---,,"Sponsus, l. 83",,,
417,90,7,lumine,lumine,RVRVRV,l.u.m.i.n.e,'R/V\.R/V\.R/V\,–,lat,83,ETR,ETR,,---,---,,"Sponsus, l. 83",,</l>,
418,91,1,quod,quod,QRVQ,q.u.o.d,QR/V\Q,–,lat,84,ETR,ETR,,---,---,,"Sponsus, l. 84",,,<l n=&quot;84&quot;>
419,91,2,q[u]i,qui,QRV,q.u.i,QR/V\,_,lat,84,ETR,ETR,,---,---,,"Sponsus, l. 84",,,
420,91,3,p[er]gunt[=perdunt],perdunt,QVRQVRQ,p.e.r.d.u.n.t,'Q/V\R.Q/V\RQ,–,lat,84,ETR,ETR,,---,---,,"Sponsus, l. 84",,,
421,91,4,p[ro]_cul,procul,QRVQVR,p.r.o.c.u.l,'QR/V\.Q/V\R,–,lat,84,ETR,ETR,,---,---,,"Sponsus, l. 84",,,
422,91,5,p[er]gunt,pergunt,QVRQVRQ,p.e.r.g.u.n.t,'Q/V\R.Q/V\RQ,–,lat,84,ETR,ETR,,---,---,,"Sponsus, l. 84",,,
423,91,6,huius,huius,QVRVQ,h.u.i.u.s,'Q/V\.R/V\Q,_,lat,84,ETR,ETR,,---,---,,"Sponsus, l. 84",,,
424,91,7,au–|le,aule,VRV,au.l.e,'/V\.R/V\,–,lat,84,ETR,ETR,,---,---,,"Sponsus, l. 84",,,
425,91,8,lumine[=limine],limine,RVRVRV,l.i.m.i.n.e,'R/V\.R/V\.R/V\,–,lat,84,ETR,ETR,,---,---,,"Sponsus, l. 84",,</l></lg>,<lb/>
426,92,1,Al[et],alet,AlɛZ,a.l.e.t,/A\.'l/ɛ\Z,–,pro,85,VERcjg,VERcjg,imp---5,aller,DMF,aller,"Sponsus, l. 85",,,<lg><l n=&quot;85&quot;>
427,92,2,chaitiuas,chaitivas,kAitivAS,ch.a.i.t.i.v.a.s,k/A\i.'t/i\.v/A\S,–,pro,85,ADJqua,ADJqua,pfn,caitiu,DOM,chétif,"Sponsus, l. 85",,,
428,92,3,al[et],alet,AlɛZ,a.l.e.t,/A\.'l/ɛ\Z,–,pro,85,VERcjg,VERcjg,imp---5,aller,DMF,aller,"Sponsus, l. 85",,,
429,92,4,malaureas,malaureas,mAlAyrɛAS,m.a.l.a.u.r.e.a.s,m/A\.l/A\./y\.'r/ɛ\./A\S,–,pro,85,ADJqua,ADJqua,pfn,malaürat,DOM,malheuré,"Sponsus, l. 85",,</l>,
430,93,1,a,a,a,a,/a\,+,pro,86,PRE,PRE,,a2,DOM,à,"Sponsus, l. 86",,,<l n=&quot;86&quot;>
431,93,2,tot,tot,toZ,t.o.t,t/o\Z,_,pro,86,DETdef,DETdef,pmr,tót,DOM,tout,"Sponsus, l. 86",,,
432,93,3,iors,jors,ʤurS,j.o.r.s,ʤ/u\rS,–,pro,86,NOMcom,NOMcom,pmr,jórn,DOM,jour,"Sponsus, l. 86",,,
433,93,4,mais,mais,mAiS,m.a.i.s,m/A\iS,–,pro,86,ADVgen,ADVgen,,mais,DOM,mais,"Sponsus, l. 86",,,
434,93,5,uos,vos,voS,v.o.s,v/o\S,–|,pro,86,PRCper,PRCper,5pfr,vós,DOM,vous,"Sponsus, l. 86",,,
435,93,6,so,so,So,s.o,S/o\,_,pro,86,VERcjg,VERcjg,indpst6,èser,DOM,être,"Sponsus, l. 86",,,<lb/>
436,93,7,penas,penas,pEnAS,p.e.n.a.s,'p/E\.n/A\S,–,pro,86,NOMcom,NOMcom,pfn,péna,DOM,peine,"Sponsus, l. 86",,,
437,93,8,liureas,liureas,LiurɛAS,l.i.u.r.e.a.s,L/i\u.'r/ɛ\./A\S,–,pro,86,VERppe,VERppe,pfn,liurar2,DOM,livrer,"Sponsus, l. 86",,</l>,
438,94,1,en,en,EN,e.n,/E\N,+,pro,87,PRE,PRE,,én,DOM,en,"Sponsus, l. 87",,,<l n=&quot;87&quot;>
439,94,2,efern,efern,Efɛrn,e.f.e.r.n,/E\.'f/ɛ\rn,–,pro,87,NOMcom,NOMcom,smr,enfèrn,DOM,enfer,"Sponsus, l. 87",,,
440,94,3,ora,ora,orA,o.r.a,'/o\.r/(A)\,_,pro,87,ADVgen,ADVgen,,óra,DOM,or2,"Sponsus, l. 87",,,
441,94,4,ser[et],seret,SEreZ,s.e.r.e.t,S/E\.'r/e\Z,–,pro,87,VERcjg,VERcjg,indfut5,èser,DOM,être,"Sponsus, l. 87",,,
442,94,5,menei_a_s,meneias,mEnɛAS,m.e.n.ei.a.s,m/E\.'n/ɛ\./A\S,–,pro,87,VERppe,VERppe,pfn,menar,DOM,mener,"Sponsus, l. 87",,</l></lg></sp>,
443,95,1,M[odo],modo,RVQV,m.o.d.o,'R/V\.Q/V\,_,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,<stage type=&quot;exit&quot;><p><s xml:lang=&quot;lat&quot;>
444,95,2,accipiant,accipiant,VQQVQVVRQ,a.c.c.i.p.i.a.n.t,/V\Q.'Q/V\.Q/V\./V\RQ,–,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,
445,95,3,eas,eas,VVQ,e.a.s,'/V\./V\Q,_,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,
446,95,4,demones,demones,QVRVRVQ,d.e.m.o.n.e.s,Q/V\.'R/V\.R/V\Q,–|,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,
447,95,5,[et],et,VQ,e.t,/V\Q,+,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,<lb/>
448,95,6,p[re]cipite[n]t[ur],precipitentur,QRVQVQVQVRQVR,p.r.e.c.i.p.i.t.e.n.t.u.r,QR/V\.Q/V\.Q/V\.'Q/V\R.Q/V\R,_,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,
449,95,7,in,in,VR,i.n,/V\R,_,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,,
450,95,8,i[n]fernu[m],infernum,VRQVRRVR,i.n.f.e.r.n.u.m,/V\R.'Q/V\R.R/V\R,|,lat,---,ETR,ETR,,---,---,,"Sponsus, f. 55v, rubric",,</s></p></stage></body></text>,
